X,Y,Z,OriginTime,MinWait,NumberSeen,MaxAngle
0.100102,0.310144,0.506175,0.408986,0.218643,0,0
0.715687,0.92188,0.347428,0.416353,0.253648,0,0
0.182436,0.738661,0.580281,0.425149,0.322238,0,0
0.591889,0.420615,0.268495,0.447528,0.289533,0,0
0.520047,0.58078,0.720001,0.452084,0.299592,0,0
0.504636,0.39859,0.799602,0.458884,0.18208,0,0
0.655297,0.162239,0.836345,0.459765,0.189112,0,0
0.240688,0.409357,0.577123,0.461836,0.22162,0,0
0.91447,0.796768,0.493393,0.466572,0.263834,0,0
0.944664,0.161386,0.593868,0.466903,0.192568,0,0
0.42156,0.194219,0.771795,0.467944,0.263946,0,0
0.69584,0.801974,0.382539,0.478237,0.215423,0,0
0.655309,0.863191,0.834202,0.481251,0.225269,0,0
0.843019,0.374109,0.948333,0.484793,0.235029,0,0
0.147687,0.629831,0.911806,0.494541,0.185848,0,0
0.591329,0.0168266,0.447853,0.495235,0.184849,0,0
0.658513,0.278049,0.644295,0.496868,0.210443,0,0
0.608556,0.28683,0.987535,0.500076,0.264565,0,0
0.072053,0.539042,0.426731,0.50008,0.254156,0,0
0.374552,0.45344,0.381321,0.501834,0.15925,0,0
0.017261,0.342455,0.22312,0.506434,0.157871,0,0
0.35559,0.422953,0.450027,0.510251,0.150833,0,0
0.859828,0.553891,0.747266,0.512052,0.217571,0,0
0.613631,0.78969,0.899403,0.513004,0.197579,0,0
0.388729,0.217938,0.627992,0.513587,0.211553,0,0
0.854859,0.915837,0.929582,0.514088,0.235459,0,0
0.419145,0.328619,0.596698,0.51428,0.237601,0,0
0.606574,0.242809,0.861177,0.51501,0.167129,0,0
0.529464,0.511598,0.587893,0.515214,0.184154,0,0
0.462786,0.518405,0.8588,0.517899,0.205903,0,0
0.953228,0.495902,0.354278,0.518982,0.158322,0,0
0.701515,0.631549,0.297415,0.519151,0.140341,0,0
0.296236,0.736845,0.740155,0.523447,0.171251,0,0
0.167211,0.613036,0.110936,0.524378,0.147502,0,0
0.0851362,0.169009,0.769433,0.527897,0.20595,0,0
0.144128,0.690321,0.970512,0.528762,0.12556,0,0
0.560389,0.710379,0.212743,0.530714,0.144415,0,0
0.322767,0.327551,0.115284,0.531768,0.101303,0,0
0.74766,0.654409,0.339876,0.532854,0.126637,0,0
0.186292,0.209281,0.134272,0.535376,0.182396,0,0
0.774171,0.663283,0.908088,0.537367,0.21797,0,0
0.432114,0.107733,0.475486,0.53876,0.142408,0,0
0.569774,0.463579,0.836529,0.538767,0.158352,0,0
0.945234,0.754246,0.239296,0.53898,0.203187,0,0
0.475134,0.253399,0.0568608,0.539283,0.178888,0,0
0.237793,0.467299,0.809054,0.540886,0.146476,0,0
0.27921,0.390334,0.830317,0.541337,0.177722,0,0
0.352452,0.363331,0.128146,0.541426,0.0916447,0,0
0.491774,0.792472,0.0307234,0.54184,0.231187,0,0
0.00108506,0.531437,0.8005,0.542607,0.161676,0,0
0.972083,0.285274,0.889117,0.542751,0.18071,0,0
0.370442,0.991021,0.428447,0.542798,0.164175,0,0
0.670733,0.295263,0.199652,0.542894,0.126568,0,0
0.989968,0.942992,0.534565,0.543174,0.168378,0,0
0.195194,0.201522,0.847092,0.544139,0.128531,0,0
0.137252,0.4851,0.755212,0.545991,0.200385,0,0
0.830747,0.42416,0.494739,0.548832,0.170848,0,0
0.340101,0.357194,0.188483,0.548874,0.120061,0,0
0.320335,0.805356,0.882734,0.549004,0.15745,0,0
0.0742855,0.205198,0.613692,0.549674,0.18256,0,0
0.324029,0.862052,0.412854,0.550191,0.174771,0,0
0.681843,0.89766,0.0958569,0.551196,0.140047,0,0
0.0100815,0.687532,0.609647,0.552458,0.177651,0,0
0.132977,0.442782,0.597533,0.553381,0.131795,0,0
0.413452,0.120235,0.32996,0.556416,0.16505,0,0
0.287515,0.740359,0.858124,0.556466,0.149988,0,0
0.113266,0.785966,0.213609,0.557064,0.168287,0,0
0.898602,0.668881,0.234134,0.557865,0.173983,0,0
0.548027,0.657386,0.283085,0.557875,0.13583,0,0
0.0622785,0.571691,0.254567,0.557931,0.144792,0,0
0.609857,0.713854,0.157338,0.558039,0.097221,0,0
0.919679,0.0405042,0.691818,0.558444,0.163983,0,0
0.773462,0.959881,0.637824,0.558997,0.149086,0,0
0.391122,0.643921,0.830962,0.564277,0.199951,0,0
0.15793,0.212762,0.408263,0.565613,0.191643,1,0.0115447
0.646902,0.400314,0.61446,0.566329,0.154079,0,0
0.744916,0.80163,0.900092,0.567748,0.171754,0,0
0.108302,0.862817,0.0240523,0.568155,0.140215,0,0
0.845855,0.0514811,0.456297,0.568776,0.170405,0,0
0.315486,0.522727,0.0357548,0.569294,0.162577,0,0
0.321227,0.29418,0.86245,0.570555,0.156531,0,0
0.988055,0.179444,0.645883,0.571631,0.0878405,1,0.123483
0.610362,0.741145,0.193216,0.572155,0.0831051,0,0
0.503058,0.645316,0.819458,0.572184,0.119884,1,0.000685279
0.438391,0.0536913,0.272033,0.572317,0.175414,0,0
0.142266,0.760986,0.383389,0.573153,0.0704487,0,0
0.202024,0.565221,0.0945516,0.573891,0.0979889,0,0
0.34773,0.422174,0.621601,0.574511,0.164299,0,0
0.688454,0.545701,0.785218,0.575008,0.129634,0,0
0.045303,0.0593922,0.646288,0.57714,0.203474,0,0
0.735174,0.598539,0.395641,0.577443,0.0831608,0,0
0.528819,0.997456,0.624907,0.577683,0.119165,0,0
0.339437,0.532362,0.160181,0.578391,0.187686,0,0
0.421873,0.00561377,0.139676,0.578813,0.158276,0,0
0.33359,0.760532,0.3685,0.579669,0.16687,0,0
0.746701,0.260755,0.722463,0.579916,0.0713803,0,0
