X,OriginTime,MinWait,NumberSeen,MaxAngle
0.285661,0.346388,0.0091825,51,0.269201
0.156998,0.346406,0.0249947,41,0.498634
0.341201,0.346422,0.0271277,49,0.500704
0.525404,0.346437,0.0267094,51,0.634904
0.212537,0.346438,0.0168294,41,0.535887
0.165647,0.346655,0.00804569,45,0.3918
0.288448,0.346666,0.00916286,51,0.460885
0.419899,0.346922,0.00807762,43,0.349882
0.843845,0.346985,0.0203999,38,0.404574
0.405102,0.347275,0.00892895,41,0.53488
0.840771,0.347284,0.03289,36,0.122723
0.823187,0.347362,0.00945568,37,0.327261
0.197454,0.347366,0.00897064,41,0.628685
0.694523,0.34738,0.00897685,41,0.532468
0.881514,0.347663,0.0169164,36,0.584292
0.802528,0.347736,0.00689511,40,0.463711
0.852207,0.347793,0.0339856,39,0.395832
0.644558,0.347883,0.0289145,46,0.198016
0.8229,0.347924,0.00889387,39,0.354981
0.977796,0.348069,0.00945009,39,0.35144
0.904672,0.348116,0.00944891,38,0.382537
0.150276,0.348136,0.00906532,42,0.515549
0.562499,0.348247,0.0146388,55,0.421249
0.746702,0.348262,0.00708325,40,0.736386
0.23791,0.3483,0.0127411,41,0.494512
0.170648,0.34832,0.0233203,49,0.558866
0.90746,0.348379,0.0238605,38,0.373592
0.711534,0.348416,0.00944739,39,0.302277
0.398668,0.348417,0.0179817,43,0.376929
0.977509,0.34862,0.00889949,40,0.422238
0.0389103,0.348625,0.0090337,41,0.309911
0.904386,0.348665,0.00890064,40,0.420881
0.278653,0.348668,0.000629675,51,0.948001
0.825401,0.348737,0.00711553,40,0.584601
0.746415,0.348808,0.00890179,42,0.560791
0.711247,0.348961,0.00890219,40,0.2803
0.883727,0.349026,0.0188806,36,0.46383
0.810604,0.349072,0.0244878,39,0.462384
0.290089,0.349159,0.00833136,58,0.84813
0.100025,0.34917,0.00135314,34,0.950791
0.597094,0.349183,0.00677098,46,0.847493
0.769574,0.349247,0.0109877,51,0.569525
0.366,0.349369,0.00813793,42,0.819858
0.673005,0.349392,0.0254896,49,0.206631
0.789946,0.349427,0.00126576,42,0.911257
0.403956,0.349474,0.00479997,46,0.699252
0.839624,0.349482,0.0246073,40,0.158057
0.982797,0.34967,0.00943708,37,0.263839
0.719609,0.349725,0.00720371,43,0.672321
0.137693,0.349807,0.000672394,47,0.949694
0.199094,0.349811,0.0196466,47,0.307821
0.745842,0.349878,0.0114589,44,0.734638
0.158065,0.349984,0.00841951,48,0.314401
0.772075,0.35003,0.0084243,48,0.456628
0.883154,0.350088,0.0178185,39,0.337159
0.982511,0.350195,0.0089125,39,0.249179
0.0321888,0.35025,0.00519382,41,0.675856
0.953204,0.350317,0.00845432,46,0.713426
0.450273,0.35033,0.0424322,50,0.236277
0.678293,0.35042,0.00737845,49,0.613407
0.423754,0.350696,0.0216035,49,0.473438
0.479293,0.350726,0.0218257,52,0.372336
0.9091,0.350757,0.0162321,44,0.60989
0.338907,0.350788,0.00452031,55,0.870596
0.180937,0.350923,0.0141902,47,0.491853
0.604882,0.350978,0.000826666,45,0.907041
0.148556,0.351309,0.0122997,47,0.612865
0.285868,0.351511,0.00406045,62,0.427673
0.396947,0.351566,0.00741652,50,0.797696
0.69223,0.351635,0.0174491,50,0.472124
0.417319,0.351735,0.0107219,46,0.790999
0.288655,0.351749,0.00408005,64,0.510992
0.0751456,0.351853,0.0160346,37,0.485532
0.0634229,0.3519,0.0107798,42,0.441706
0.750557,0.351901,0.00596923,42,0.629796
0.741621,0.352183,0.00334525,43,0.844597
0.773715,0.352303,0.0115058,54,0.581552
0.706453,0.352321,0.0086546,44,0.314761
0.767854,0.352325,0.00865501,55,0.580863
0.118676,0.35242,0.0237222,49,0.383409
0.738547,0.352441,0.0173548,43,0.26268
0.0396907,0.352484,0.0188322,51,0.398386
0.948983,0.352595,0.0202568,48,0.453347
0.384651,0.352602,0.00787838,48,0.429581
0.808597,0.352654,0.00958967,44,0.772569
0.802735,0.352677,0.00415075,48,0.428312
0.729612,0.352718,0.0150441,45,0.54876
0.399161,0.352788,0.00339089,50,0.809479
0.571641,0.352846,0.0269173,61,0.366885
0.682721,0.3529,8.48123e-05,53,0.982848
0.0569881,0.352903,0.023907,47,0.364657
0.554057,0.352913,0.0223461,63,0.460436
0.983864,0.352944,0.00793979,44,0.384826
0.0452653,0.352948,0.00642158,50,0.715452
0.7938,0.352953,0.00491607,52,0.405864
0.150483,0.353023,0.0041776,51,0.475026
0.618246,0.353148,0.0172927,46,0.575253
0.527538,0.353255,0.026675,59,0.351483
0.173642,0.353413,0.0227652,53,0.518863
0.0391173,0.353449,0.00420922,52,0.348682
0.726251,0.35345,0.00941123,42,0.461286
0.27886,0.353489,0.00421132,60,0.782098
0.205736,0.353529,0.00175593,54,0.82011
0.574142,0.353554,0.00686721,59,0.763679
0.729038,0.353677,0.0024741,47,0.9034
0.392726,0.353766,0.00267906,52,0.896692
0.828395,0.353774,0.0337053,48,0.404033
0.725964,0.353923,0.00893835,44,0.499082
0.284435,0.353938,0.013458,65,0.645629
0.562133,0.354069,0.00544268,65,0.756957
0.243118,0.354555,0.00844087,50,0.713105
0.59394,0.354645,0.00452615,54,0.836239
0.900945,0.354665,0.0260208,50,0.418567
0.330752,0.354694,0.000330909,56,0.969293
0.929965,0.355016,0.000752283,46,0.950089
0.225247,0.355078,0.00810912,50,0.759686
0.847906,0.355313,0.0130373,45,0.73375
0.941401,0.355425,0.00595285,45,0.789545
0.315669,0.355428,0.00595809,56,0.824802
0.865203,0.355698,0.00159556,44,0.911656
0.204303,0.355826,0.016273,58,0.475175
0.677926,0.35592,0.008978,61,0.566138
0.92353,0.355936,0.00187086,47,0.899109
0.783144,0.355989,0.0056306,55,0.759094
0.218813,0.355996,0.00563482,57,0.868045
0.0842879,0.35603,0.00170848,41,0.933632
0.619313,0.356127,0.00939414,50,0.465132
0.306446,0.356128,0.00571573,57,0.689568
0.674852,0.356151,0.0144071,60,0.479973
0.0491197,0.356154,0.0406386,53,0.244444
0.0198129,0.356257,0.00729965,53,0.745465
0.426174,0.356366,0.00866346,60,0.743254
0.79458,0.356389,0.00238151,58,0.875835
0.121957,0.356555,0.0047024,55,0.37526
0.619026,0.356566,0.0089554,51,0.493978
0.785645,0.356637,0.00573961,59,0.652818
0.528318,0.356663,0.0166282,62,0.363884
0.683214,0.356776,0.0138578,59,0.788884
0.990219,0.356795,0.00939011,49,0.484839
0.539754,0.357055,0.015213,66,0.656156
0.0806405,0.357129,0.00253274,40,0.943621
0.0689177,0.357169,0.0155426,44,0.649046
0.19172,0.357176,0.00861982,59,0.702258
0.989933,0.357226,0.00895947,52,0.544556
0.562913,0.357403,0.00806924,72,0.505054
0.141755,0.357559,0.00852545,61,0.631347
0.375636,0.357613,0.0133231,57,0.338335
0.185572,0.357623,0.0160389,56,0.566604
0.79372,0.357679,0.000190559,60,0.909743
0.708874,0.357754,0.0174096,54,0.323546
0.159052,0.357921,0.00462723,60,0.350711
0.118023,0.358059,0.0180835,55,0.467326
0.568201,0.358225,0.00690884,69,0.628029
0.46577,0.358357,0.00460368,60,0.390034
0.687929,0.358448,0.00323303,61,0.681929
0.0504735,0.35849,0.0130533,55,0.564874
0.793147,0.358514,0.0179318,63,0.577893
0.915949,0.358521,0.0281332,53,0.49005
0.775563,0.358573,0.00847467,65,0.645233
0.7083,0.358588,0.0091748,56,0.601014
0.93632,0.35866,0.00796553,47,0.747795
0.0415381,0.358724,0.00438356,58,0.904049
0.643825,0.358799,0.0179979,59,0.227616
0.822167,0.358829,0.00671992,55,0.735481
0.725598,0.35894,0.00457258,57,0.728935
0.430029,0.35929,0.00101877,64,0.961114
0.543895,0.359526,0.0111303,71,0.862428
0.152044,0.359581,0.00352482,67,0.654632
0.336247,0.359591,0.00578752,64,0.85689
0.0175192,0.359611,0.0130044,57,0.566279
0.999935,0.359668,0.00887301,49,0.447598
0.742608,0.35969,0.0129757,54,0.746604
0.915089,0.359739,0.0269155,57,0.640915
0.710228,0.359992,0.00764272,60,0.253225
0.207297,0.360001,0.00451723,68,0.344499
0.692643,0.360047,0.00188205,61,0.90754
0.502579,0.360056,0.00451387,60,0.858067
0.607797,0.360118,0.0221462,57,0.636967
0.160406,0.36015,0.0020259,64,0.901667
0.835817,0.360187,0.00367487,57,0.658541
0.142822,0.360204,0.0281058,66,0.434425
0.1925,0.360244,0.0209379,63,0.624593
0.984852,0.360308,0.0106676,58,0.667541
0.671985,0.360308,0.0121909,66,0.58538
0.636817,0.36042,0.000729769,61,0.934925
0.373629,0.36046,0.00899419,60,0.615615
0.0928568,0.360556,0.0146167,46,0.63183
0.771055,0.360778,0.00757324,69,0.285486
0.0663373,0.360833,0.00358326,53,0.885452
0.121877,0.360853,0.000404231,60,0.826059
0.378917,0.361216,0.00364827,65,0.854083
0.373056,0.361234,0.00766147,61,0.789678
0.61866,0.361247,0.00919315,60,0.54988
0.305793,0.361248,0.00753234,63,0.747494
0.957759,0.361356,0.0137947,59,0.41621
0.141962,0.361367,0.00471747,68,0.600813
0.995714,0.361432,0.0172607,49,0.380067
0.106793,0.361474,0.0111127,55,0.730643
0.808437,0.36162,0.000623591,66,0.915338
0.44868,0.361763,0.00785214,62,0.530784
0.340388,0.3619,0.0182701,65,0.452303
0.158972,0.362069,0.000479401,69,0.796618
0.419086,0.362225,0.0113505,67,0.510103
0.77577,0.362279,0.00476825,71,0.577375
0.898572,0.362285,0.00466188,63,0.794053
0.635384,0.362325,0.0139687,67,0.527195
0.0300223,0.362452,0.0256278,65,0.60026
0.465691,0.362457,0.000502951,67,0.787395
0.141102,0.362493,0.00180873,72,0.948501
0.369121,0.362558,0.00108474,61,0.965386
0.143889,0.362668,0.000130005,71,0.979569
0.421587,0.362771,0.000332242,69,0.972092
0.722731,0.362804,0.000395239,62,0.969762
0.725518,0.362978,0.000534053,61,0.842168
0.90386,0.363004,0.00499113,63,0.840215
0.585132,0.363022,0.00909758,70,0.825164
0.225375,0.36316,2.71978e-05,66,0.977689
0.166761,0.363329,0.00854534,66,0.792083
0.584845,0.363385,0.00899347,71,0.736177
0.409291,0.363531,0.00527074,68,0.737839
0.526231,0.363553,0.000451504,66,0.940167
0.704573,0.36358,0.00633419,71,0.801423
0.809791,0.363636,0.0187274,72,0.533253
0.0378108,0.363699,0.00851432,63,0.364621
0.958826,0.363746,0.0170598,65,0.436113
0.397281,0.363921,0.00432608,73,0.747776
0.207217,0.363928,0.000589399,73,0.753538
0.894351,0.363929,0.00432521,66,0.721001
0.502499,0.363977,0.00059276,62,0.959692
0.709861,0.364274,0.00958737,70,0.247077
0.771262,0.364277,0.00430924,72,0.35744
0.326658,0.364471,0.0125293,74,0.818181
0.490203,0.364713,0.00457102,63,0.873545
0.449174,0.364826,0.0142648,69,0.363795
0.124584,0.36486,0.00715287,68,0.692358
0.0308026,0.365118,0.0218271,71,0.450416
0.650674,0.365132,0.00427056,69,0.571355
0.989773,0.36523,0.00110466,65,0.768056
0.235377,0.365243,0.00438348,66,0.822312
0.229516,0.365258,0.0177024,69,0.539677
0.957392,0.365489,0.00966152,66,0.500538
0.141595,0.365498,0.00113716,80,0.761691
0.869472,0.365727,0.0161971,58,0.614955
0.673546,0.365749,0.00913251,73,0.456822
0.70564,0.365832,0.0123182,77,0.412102
0.837091,0.365983,0.0150677,65,0.396258
0.0413785,0.366437,0.00125041,67,0.88997
0.710928,0.366484,0.00145173,71,0.842233
0.28977,0.366606,0.00149002,81,0.846868
0.412572,0.366612,0.00147067,73,0.934693
0.333587,0.366655,0.00858251,73,0.633992
0.0821214,0.366659,0.0169331,53,0.572121
0.909354,0.366948,4.05405e-05,70,0.979392
0.204637,0.366993,0.00510628,78,0.623933
0.710355,0.367141,0.000493573,75,0.863049
0.999776,0.367201,0.00134022,66,0.721928
0.438231,0.36736,0.00289762,75,0.870508
0.721791,0.367434,0.00121186,69,0.920003
0.397202,0.367466,0.000186373,76,0.961469
0.894271,0.367473,0.000781416,73,0.864542
0.0550284,0.367542,0.0029175,65,0.893399
0.736301,0.367558,0.0290353,71,0.535422
0.411712,0.367589,0.00416436,78,0.624017
0.0753999,0.36765,0.000238024,59,0.95512
0.818073,0.367669,0.00930349,74,0.604558
0.739088,0.367711,0.00967566,68,0.480677
0.174756,0.367715,0.0160535,72,0.558101
0.230296,0.367734,0.0160522,75,0.410344
0.838445,0.367777,0.0184558,68,0.272619
0.771182,0.367789,0.000563081,75,0.845963
0.200989,0.367808,0.0015188,81,0.897659
0.852955,0.367899,0.0138795,61,0.550452
0.881975,0.368142,0.00451808,65,0.678225
0.30592,0.368177,0.000603949,77,0.835917
0.0982719,0.368227,0.000480126,59,0.971966
0.712282,0.368255,0.0079132,76,0.691813
0.896485,0.368263,0.00831865,73,0.595275
0.185906,0.368321,0.0053403,79,0.846625
0.425648,0.368348,0.010844,80,0.629566
0.650594,0.368567,0.00083607,73,0.65693
0.980758,0.368834,0.00810605,71,0.43473
0.375397,0.36894,0.00199678,76,0.723697
0.840085,0.369181,0.0049082,69,0.65179
0.386546,0.369526,0.0196397,83,0.493907
0.0385114,0.369612,0.00227283,76,0.806345
0.88919,0.369823,0.0118944,75,0.365263
0.0206406,0.369958,0.0118807,71,0.512159
0.242799,0.370025,0.00247851,72,0.741699
0.801269,0.370035,0.00955068,84,0.631274
0.605344,0.370054,0.00521987,75,0.746766
0.994121,0.370171,0.00929527,77,0.549595
0.166601,0.370207,0.00166792,83,0.805504
0.222141,0.370224,0.00971138,78,0.625332
0.0641708,0.370302,0.0147312,63,0.40189
0.157666,0.370378,0.00256985,87,0.78308
0.0376512,0.370514,0.00169894,80,0.651682
0.411632,0.370811,0.000942267,87,0.710393
0.718637,0.370824,0.00416331,81,0.892494
0.203983,0.370859,0.00269703,86,0.720303
0.952518,0.370863,0.00437427,70,0.887838
0.311989,0.371045,0.00535539,79,0.866185
0.958093,0.371142,0.00579676,72,0.442095
0.829429,0.37115,0.00165104,75,0.892
0.0574493,0.371201,0.00560851,72,0.692861
0.677321,0.371213,0.0117414,83,0.535165
0.691544,0.371614,0.00075473,89,0.958804
0.869886,0.371635,0.0102888,65,0.531129
0.907841,0.371691,0.0005484,81,0.939441
0.553658,0.372072,0.00318703,94,0.734736
0.229069,0.3721,0.00177399,84,0.924272
0.708555,0.372146,0.0013569,87,0.817605
0.623708,0.372197,0.0318942,78,0.422147
0.0649511,0.372471,0.0238869,68,0.461637
0.184679,0.372623,0.00278359,84,0.890066
0.117417,0.372633,0.0121009,76,0.658103
0.403477,0.373109,0.00350214,87,0.860581
0.622561,0.373315,0.0186231,79,0.493259
0.17517,0.373337,0.0043867,86,0.857986
0.543576,0.373352,0.00330066,91,0.842176
0.23071,0.373352,0.0104337,89,0.477726
0.0931111,0.373517,0.00165588,71,0.801277
0.952725,0.37355,0.00370339,76,0.798522
0.43221,0.373595,0.0170649,86,0.574921
0.0403588,0.373632,0.00393196,85,0.60882
0.642646,0.373682,0.0169175,83,0.532654
0.440859,0.373712,0.00240902,87,0.866439
0.621988,0.373862,0.00488425,81,0.818894
0.150865,0.374204,0.00161409,97,0.852121
0.0660182,0.374252,0.00350356,74,0.83176
0.946003,0.374375,0.00297478,71,0.838741
0.916697,0.374438,5.05105e-05,79,0.983019
0.466232,0.374599,0.00663685,79,0.534656
0.419341,0.374698,0.00189979,98,0.761387
0.837425,0.374739,0.00631152,80,0.396021
0.819841,0.374776,0.00136503,92,0.947741
0.980598,0.374833,0.00210721,86,0.571733
0.0213411,0.37501,0.00792126,84,0.756149
0.705401,0.375148,0.00300172,93,0.592503
0.0210544,0.375272,0.00904358,84,0.59778
0.0294164,0.375644,0.000430684,87,0.975653
0.0408524,0.375878,0.0121142,89,0.752414
0.64314,0.375924,0.013379,85,0.42538
0.981952,0.376254,0.00484382,89,0.713365
0.786026,0.376271,0.00238784,102,0.836598
0.990601,0.376362,0.00242088,86,0.786015
0.040279,0.376389,0.00117467,90,0.619273
0.192101,0.376587,0.00249909,98,0.779607
0.981379,0.376759,0.0154857,90,0.356448
0.638919,0.377069,0.00902586,88,0.695876
0.922478,0.377126,0.0230742,81,0.600772
0.819761,0.377453,0.00121458,96,0.919584
0.992241,0.377482,0.00303759,89,0.865409
0.980518,0.377506,0.00121691,90,0.650174
0.234771,0.37762,0.0096046,93,0.658967
0.980232,0.377751,0.00277943,91,0.881289
0.442133,0.377826,0.00026667,94,0.971265
0.398029,0.378033,0.00561878,97,0.709302
0.70196,0.37817,0.0126461,98,0.710721
0.997242,0.378203,0.000652834,91,0.95228
0.888951,0.378292,0.00342546,88,0.537183
0.435698,0.378322,0.00566447,96,0.842104
0.0204012,0.3784,0.00343915,90,0.679506
0.564075,0.378555,0.000999277,98,0.935248
0.908462,0.379088,0.00626088,92,0.677867
0.431764,0.379162,0.0110457,97,0.515114
0.753279,0.379262,0.00819357,94,0.825408
0.752992,0.379497,0.00905751,94,0.700254
0.220468,0.379789,0.00793389,100,0.748133
0.650275,0.379803,0.0037306,92,0.601384
0.836692,0.380379,0.00556822,91,0.550097
0.906742,0.38048,0.000839764,98,0.957312
0.289371,0.380805,0.00566703,95,0.803787
0.464638,0.380939,0.0109045,88,0.736201
0.508455,0.380973,0.00408026,88,0.908949
0.508169,0.381197,0.00906267,88,0.77665
0.981792,0.381244,0.00261119,103,0.659959
0.677001,0.381783,0.00492843,104,0.655231
0.0657788,0.381869,0.00367011,89,0.782172
0.650195,0.382158,0.00137603,99,0.660169
0.736969,0.38287,0.00780902,103,0.70634
0.888218,0.383461,0.00873946,97,0.786977
0.0693465,0.383576,0.00051559,94,0.946794
0.601297,0.383732,0.00356799,106,0.838199
0.221169,0.38374,0.0119137,113,0.529673
0.466486,0.383956,0.00345751,92,0.619167
0.065699,0.384102,0.00143652,96,0.765928
0.594862,0.384158,0.00602846,107,0.719775
0.386927,0.384397,0.0047692,110,0.734931
0.424883,0.384437,0.00714617,114,0.537387
0.65569,0.384571,0.00443804,103,0.860221
0.082423,0.38469,0.000635536,92,0.918524
0.424309,0.384846,0.000712795,114,0.944302
0.178419,0.385041,0.00798091,119,0.743936
0.838746,0.385386,0.000846479,101,0.896667
0.98442,0.385751,0.00108353,114,0.906568
0.542891,0.385757,0.0134093,108,0.739941
0.431525,0.385933,0.00427424,118,0.596403
0.431238,0.38613,0.0070629,119,0.665672
0.030451,0.386269,0.000676365,105,0.924263
0.622943,0.386996,0.00536384,111,0.544877
0.655037,0.387043,0.00481194,109,0.815399
0.464399,0.387428,0.000716607,102,0.966079
0.958394,0.387532,0.0014558,102,0.845871
0.0312313,0.387706,0.00242543,108,0.807585
0.837806,0.387995,0.0055762,110,0.527476
0.59499,0.388078,0.00210783,118,0.840991
0.234946,0.388335,0.000225625,115,0.943962
0.424723,0.388516,0.00306709,125,0.593773
0.000490953,0.38868,0.00328115,114,0.799911
0.997417,0.388777,0.000296369,116,0.94776
0.280976,0.388819,0.00285214,101,0.918667
0.143378,0.388929,0.00322803,117,0.907012
0.0699672,0.389127,0.00970034,107,0.648455
0.797844,0.389249,0.00181112,127,0.949818
0.385334,0.389394,0.00345984,125,0.82607
0.606633,0.389972,0.0169494,121,0.54401
0.431078,0.390043,0.00315036,128,0.735914
0.603559,0.390064,0.00227234,119,0.912643
0.841868,0.390956,0.00399193,110,0.85836
0.0696007,0.39116,0.00434436,111,0.762008
0.543225,0.391197,0.00232928,118,0.835707
0.224497,0.391205,0.00595506,124,0.752342
0.221423,0.391295,0.00435892,126,0.541509
0.92184,0.393772,0.00329106,115,0.932218
0.385955,0.394219,0.00656523,137,0.637223
0.224051,0.394819,0.00442582,134,0.854433
0.0828043,0.395307,0.00689587,116,0.639776
0.485518,0.395735,0.000629609,109,0.970305
0.841628,0.396064,0.00304845,126,0.873274
0.674149,0.396494,0.00233207,129,0.880743
0.655418,0.397113,0.00242721,129,0.829908
0.0701417,0.397362,0.00146561,123,0.787756
0.798018,0.397461,0.00147716,141,0.927673
0.221677,0.397624,0.00114358,140,0.907333
0.425105,0.398258,0.000187272,150,0.957991
0.606234,0.398337,0.00858369,142,0.606401
0.424531,0.398545,0.000248058,151,0.949427
0.624518,0.400822,0.00647606,136,0.773633
0.624725,0.402084,0.00599046,141,0.86186
0.624359,0.403561,0.0037372,144,0.739568
0.655306,0.404094,8.71739e-05,145,0.974253
0.994819,0.406425,0.00420518,161,0.796071
0.000887228,0.40752,0.00326105,169,0.784207
