X,Y,Z,OriginTime,MinWait,NumberSeen,MaxAngle
0.0211179,0.0759576,0.859614,0.198961,0.177313,0,0
0.712097,0.244433,0.546748,0.199244,0.197965,0,0
0.00384482,0.266135,0.792352,0.203785,0.174114,0,0
0.604614,0.119362,0.350822,0.207306,0.184356,0,0
0.351257,0.98344,0.0320942,0.211749,0.172468,0,0
0.990417,0.722447,0.517441,0.21954,0.192361,0,0
0.59503,0.841809,0.868263,0.228334,0.12924,0,0
0.195799,0.695036,0.426733,0.229429,0.151836,0,0
0.161253,0.0753909,0.292208,0.232008,0.11696,0,0
0.307127,0.086242,0.41501,0.232557,0.200637,0,0
0.834959,0.434043,0.91208,0.233299,0.128097,0,0
0.598875,0.107944,0.660614,0.233705,0.178734,0,0
0.220762,0.0371287,0.0786984,0.237901,0.164187,0,0
0.51251,0.0588309,0.324302,0.238751,0.17093,0,0
0.0998507,0.36837,0.607862,0.243738,0.17641,0,0
0.884885,0.118229,0.21601,0.246245,0.140699,0,0
0.24957,0.645356,0.523015,0.247,0.0943666,0,0
0.215023,0.0257109,0.388491,0.248271,0.150864,0,0
0.742855,0.373512,0.88556,0.24866,0.145163,0,0
0.583553,0.818974,0.487847,0.251392,0.11998,0,0
0.729427,0.829825,0.610649,0.25164,0.101004,0,0
0.875301,0.840676,0.733451,0.251885,0.130862,0,0
0.0941122,0.356952,0.917654,0.252249,0.133192,0,0
0.858028,0.0308531,0.666189,0.252436,0.136619,0,0
0.549007,0.199328,0.353322,0.252463,0.117399,0,0
0.570125,0.275286,0.212936,0.254119,0.104161,0,0
0.643062,0.780711,0.274337,0.25423,0.130143,0,0
0.57397,0.541421,0.00528794,0.256114,0.139344,0,0
0.556697,0.731598,0.938026,0.256547,0.117798,0,0
0.157466,0.584825,0.496496,0.256928,0.130961,0,0
0.230403,0.0902508,0.557897,0.257028,0.160038,0,0
0.178584,0.660783,0.35611,0.258294,0.146282,0,0
0.869563,0.829258,0.0432435,0.258347,0.121462,0,0
0.453059,0.872662,0.534451,0.259094,0.101818,0,0
0.151727,0.573407,0.806288,0.262325,0.158251,0,0
0.881097,0.627663,0.420298,0.263153,0.108255,0,0
0.245782,0.154791,0.727303,0.263544,0.0794154,0,0
0.0308159,0.904649,0.335452,0.264726,0.143431,0,0
0.17669,0.9155,0.458254,0.264874,0.12498,0,0
0.867669,0.0839752,0.145387,0.264891,0.127214,0,0
0.940606,0.589401,0.206788,0.264964,0.1034,0,0
0.99627,0.285004,0.200927,0.26537,0.0989052,0,0
0.0346607,0.170784,0.127803,0.26607,0.0860468,0,0
0.72564,0.339259,0.814937,0.266086,0.147635,0,0
0.382073,0.888089,0.367546,0.266714,0.111102,0,0
0.218926,0.0674152,0.177481,0.266889,0.130785,0,0
0.437737,0.583692,0.361684,0.267094,0.085625,0,0
0.257317,0.953195,0.104358,0.267551,0.113406,0,0
0.694938,0.985749,0.472764,0.267949,0.155482,0,0
0.643119,0.556281,0.270977,0.268791,0.135431,0,0
0.372489,0.610536,0.884987,0.269443,0.129584,0,0
0.827384,0.452912,0.320655,0.269532,0.0846326,0,0
