OriginTime,MinWait
8.83944,0.000130946
9.9256,0.000514388
10.4441,0.000773835
10.6567,0.00106157
10.7935,0.0011525
10.8958,0.00120727
10.9762,0.00135945
11.0408,0.00166244
11.0989,0.00180261
11.1503,0.00191638
11.1986,0.00201153
11.2428,0.00211514
11.2808,0.00231963
11.3155,0.00246297
11.3488,0.00262766
11.3784,0.0030831
11.4065,0.00324961
11.4349,0.00334691
11.4605,0.00345144
11.4859,0.00359689
11.5101,0.00386881
11.5322,0.00408552
11.5532,0.00423525
11.575,0.00435916
11.5951,0.00447001
11.6141,0.00457556
11.6324,0.00468502
11.6505,0.00479834
11.6683,0.00492821
11.6854,0.00504993
11.7019,0.00517836
11.7179,0.00530579
11.733,0.00544831
11.7492,0.00565088
11.7643,0.00591958
11.7786,0.00617176
11.7933,0.0063804
11.8071,0.00656307
11.821,0.00673694
11.834,0.00691846
11.8475,0.00715369
11.8607,0.00737109
11.8725,0.00754159
11.8853,0.00771288
11.8968,0.00789829
11.908,0.00811608
11.9199,0.00833939
11.9313,0.00857433
11.9423,0.00877523
11.9534,0.00894011
11.9636,0.00908356
11.9746,0.00921746
11.9845,0.00934645
11.9946,0.00947218
12.0048,0.00958766
12.0145,0.0097196
12.0248,0.00986104
12.0347,0.0100039
12.0441,0.0101712
12.053,0.0103537
12.0621,0.0105444
12.071,0.0107403
12.0797,0.0109474
12.0883,0.0111567
12.0972,0.0113867
12.1064,0.0116207
12.1143,0.0118633
12.1227,0.0120849
12.131,0.0122892
12.1391,0.0124798
12.147,0.0126451
12.1547,0.0128022
12.1626,0.0129641
12.1703,0.0131178
12.1778,0.0132663
12.185,0.0134118
12.1924,0.0135539
12.1996,0.0136917
12.2066,0.0138277
12.2135,0.013969
12.2207,0.0141047
12.2274,0.0142305
12.2345,0.0143581
12.2412,0.0144804
12.2479,0.0146014
12.2544,0.0147264
12.2608,0.0148435
12.2671,0.014953
12.2737,0.0150593
12.2799,0.015163
12.2861,0.0152616
12.2924,0.0153621
12.2985,0.0154675
12.3044,0.0155694
12.3106,0.0156698
12.3167,0.0157718
12.3225,0.0158757
12.3286,0.0159885
12.3344,0.0161059
12.3398,0.0162294
12.3456,0.0163637
12.3515,0.0165027
12.3568,0.0166528
12.3624,0.0168132
12.368,0.0169809
12.3733,0.0171497
12.3788,0.0173084
12.3845,0.0174694
12.3897,0.0176217
12.3951,0.0177624
12.4003,0.0179044
12.4056,0.0180428
12.4106,0.0181776
12.4159,0.0183095
12.4211,0.0184428
12.426,0.0185713
12.4308,0.0187011
12.4357,0.018832
12.4406,0.0189648
12.4455,0.0190971
12.4503,0.0192296
12.455,0.0193597
12.46,0.0194891
12.4649,0.0196133
12.4696,0.0197395
12.4745,0.019866
12.4791,0.0199999
12.4838,0.0201387
12.4882,0.0202792
12.4926,0.0204167
12.4969,0.0205484
12.5015,0.0206797
12.5057,0.0208124
12.51,0.0209474
12.5142,0.0210767
12.5186,0.0212082
12.523,0.0213403
12.5273,0.0214763
12.5316,0.0216066
12.5356,0.0217434
12.5399,0.0218716
12.5443,0.022007
12.5484,0.0221392
12.5525,0.0222796
12.5568,0.0224251
12.5609,0.0225822
12.5649,0.0227372
12.5689,0.022897
12.5728,0.0230621
12.5769,0.0232368
12.5809,0.0234287
12.5848,0.0236309
12.5887,0.0238445
12.5926,0.0240674
12.5964,0.0242956
12.6002,0.0245167
12.604,0.0247294
12.6079,0.0249325
12.6117,0.0251361
12.6155,0.0253337
12.6194,0.0255227
12.6234,0.0257032
12.6272,0.0258909
12.6309,0.0260756
12.6346,0.0262604
12.6382,0.0264386
12.642,0.0266157
12.6453,0.0267922
12.6489,0.0269781
12.6526,0.0271746
12.6563,0.0273763
12.6598,0.0275828
12.6632,0.0277914
12.6666,0.0280173
12.67,0.0282558
12.6736,0.0285006
12.6771,0.0287565
12.6807,0.0290031
12.6841,0.029251
12.6874,0.0294871
12.6909,0.0297131
12.6943,0.0299238
12.6977,0.0301248
12.7011,0.030314
12.7043,0.0304981
12.7075,0.0306759
12.7108,0.0308571
12.7143,0.031015
12.7175,0.0311801
12.7208,0.0313403
12.724,0.0315044
12.7272,0.0316673
12.7304,0.0318358
12.7337,0.0320013
12.7369,0.03217
12.74,0.032345
12.7431,0.032516
12.7461,0.032689
12.7494,0.0328558
12.7527,0.0330233
12.7558,0.0332012
12.7589,0.0333702
12.7619,0.0335425
12.7649,0.0337204
12.768,0.0338867
12.771,0.0340637
12.7743,0.0342342
12.7773,0.0343926
12.7803,0.0345576
12.7834,0.0347206
12.7864,0.034893
12.7894,0.0350561
12.7924,0.0352308
12.7953,0.0354045
12.7981,0.0355851
12.8009,0.0357783
12.8037,0.0359656
12.8066,0.0361524
12.8095,0.0363449
12.8124,0.0365428
12.8152,0.0367386
12.8181,0.0369291
12.8208,0.0371276
12.8237,0.0373276
12.8265,0.0375363
12.8294,0.0377413
12.8322,0.037942
12.8349,0.0381507
