OriginTime,MinWait
13.8,0.000440997
14.5096,0.00360463
14.7904,0.00393303
15.9726,0.00482676
15.9765,0.00753981
16.3184,0.00821873
16.3736,0.00883359
16.8198,0.00952705
16.9095,0.0106279
17.0217,0.0114172
17.1814,0.0121194
17.3372,0.0121581
17.3451,0.0126785
17.9016,0.0144468
18.0769,0.016198
18.4448,0.0163042
18.478,0.0173622
18.5432,0.0207131
18.5981,0.020732
18.6788,0.0208756
18.8445,0.021004
18.9174,0.0210197
18.9481,0.0214922
18.9863,0.0218375
19.021,0.0219455
19.0549,0.0221535
19.0883,0.0229654
19.2062,0.0234582
19.3599,0.0241654
19.3778,0.0246145
19.4056,0.0248972
19.4391,0.0259174
19.4723,0.0267996
19.5485,0.0268364
19.5513,0.0269035
19.5717,0.0270958
19.6838,0.027788
19.8925,0.0278986
19.9164,0.0289968
19.9211,0.0290177
19.9384,0.0310067
19.978,0.0311792
20.1056,0.0319291
20.1149,0.032202
20.2553,0.0334182
20.2744,0.0338257
20.3193,0.0344476
20.3204,0.0353883
20.3681,0.0370023
20.3707,0.0374726
20.3754,0.038332
20.3778,0.0384641
20.4719,0.0408599
20.4954,0.040864
20.5518,0.0431949
20.5564,0.0443499
20.5858,0.0449327
20.6182,0.0481502
20.6878,0.0483137
20.7114,0.0508665
20.7293,0.0517382
20.7464,0.0528865
20.7478,0.0551175
20.7575,0.0559519
20.8589,0.057245
20.9003,0.0585125
20.9102,0.0587123
21.0424,0.059052
21.0441,0.0617207
21.0558,0.0625054
21.1445,0.0631263
21.1455,0.0632273
21.1465,0.0634126
21.1784,0.0634195
21.1827,0.0635238
21.1985,0.0647431
21.2806,0.0670507
21.2853,0.0684052
21.3128,0.0689239
21.3421,0.0693459
21.3592,0.0694095
21.4352,0.0716084
21.4691,0.0717805
21.4699,0.0720043
21.4792,0.0727791
21.4926,0.0743841
21.5381,0.0758852
21.5599,0.0766013
21.5863,0.0766991
21.6485,0.0782995
21.6662,0.0785145
21.6936,0.0785178
21.6965,0.0789852
21.719,0.0794454
21.7253,0.0797941
21.7383,0.0810908
21.7499,0.0819042
21.7991,0.0822108
21.8073,0.083315
21.8123,0.084706
21.8333,0.0850443
21.8621,0.086712
21.863,0.0869983
21.8678,0.0872545
21.8718,0.0877858
21.9176,0.0883806
21.9317,0.0917301
21.9508,0.0934823
21.9555,0.0940639
21.9659,0.0941742
22.0127,0.0949785
22.0472,0.0956147
22.0605,0.0959085
22.106,0.0964724
22.1279,0.0989444
22.1392,0.0994676
22.1399,0.09947
22.1455,0.0995753
22.1752,0.100903
22.1777,0.101723
22.2336,0.102517
22.2369,0.10257
22.2372,0.104608
22.2534,0.10493
22.2953,0.105781
22.3128,0.106356
22.3232,0.10676
22.3415,0.107036
22.3423,0.10747
22.3617,0.107651
22.4389,0.108086
22.4579,0.109676
22.4766,0.110847
22.5074,0.11213
22.5238,0.113778
22.5726,0.116957
22.5876,0.12084
22.6238,0.125515
22.6286,0.126457
22.6788,0.126955
22.6954,0.128158
22.6974,0.129045
22.7132,0.129171
22.7203,0.129767
22.7233,0.130141
22.7401,0.131989
22.7425,0.132901
22.7624,0.136471
22.836,0.136554
22.8531,0.137851
22.8788,0.138407
22.8908,0.138669
22.9061,0.139547
22.9188,0.144055
22.9221,0.144786
22.9472,0.145583
22.9662,0.14618
22.9739,0.147225
23.018,0.148487
23.027,0.149784
23.0409,0.150423
23.0473,0.152541
23.0581,0.153388
23.0684,0.155154
23.1225,0.15649
23.1322,0.159107
23.1451,0.159569
23.1529,0.16153
23.1771,0.161739
23.1799,0.162445
23.1874,0.162457
23.2124,0.165837
23.2296,0.166191
23.2502,0.167627
23.255,0.168512
23.2668,0.172136
23.2676,0.177314
23.2831,0.180902
23.2946,0.181487
23.298,0.181628
23.3813,0.182122
23.3871,0.182457
23.3933,0.183148
23.4129,0.18424
23.4138,0.18546
23.4194,0.185929
23.424,0.186428
23.4279,0.187027
23.4339,0.187212
23.4341,0.193533
23.4518,0.193553
23.4588,0.194047
23.4594,0.19479
23.4712,0.195305
23.4768,0.196137
23.4903,0.19758
23.4944,0.198161
23.5101,0.198254
23.5109,0.20006
23.5263,0.20092
23.5397,0.201112
23.5413,0.203559
23.5433,0.205354
23.5438,0.205592
23.5573,0.206899
23.5633,0.207288
23.5817,0.2073
23.5933,0.207335
23.6095,0.209069
23.6123,0.211086
23.6232,0.212188
23.6271,0.212227
23.6336,0.214828
23.6617,0.215087
23.6647,0.216867
23.6852,0.218191
23.6987,0.218908
23.7047,0.219604
23.7122,0.220196
23.7207,0.221169
23.7222,0.221861
23.725,0.222297
23.734,0.224161
23.7352,0.22664
23.739,0.227648
23.7486,0.231439
23.7506,0.232389
23.7885,0.232957
23.8058,0.233891
23.833,0.234021
23.8404,0.234192
23.842,0.234229
23.8514,0.235713
23.8531,0.236604
23.8569,0.238403
23.8573,0.239225
23.8786,0.239576
23.8832,0.24134
23.8863,0.24177
23.8935,0.244569
23.9269,0.245648
23.9272,0.246352
23.9405,0.246758
23.9542,0.249036
23.9566,0.250471
23.9566,0.250926
23.9765,0.251864
23.9908,0.25261
24.0155,0.253062
24.0588,0.253143
24.0608,0.25637
24.065,0.257483
24.075,0.257664
24.0777,0.259426
24.0857,0.260193
24.0966,0.260516
24.1062,0.261448
24.1076,0.263656
24.1141,0.26552
24.1207,0.265987
24.1545,0.268137
24.1588,0.268523
24.1605,0.268554
24.1624,0.27005
24.1642,0.270359
24.1655,0.271493
24.1675,0.271748
24.1715,0.272127
24.1945,0.273821
24.2004,0.280064
24.2173,0.281166
24.2262,0.282083
24.2394,0.282092
24.254,0.282676
24.2574,0.28269
24.2614,0.283489
24.2617,0.286008
24.2629,0.28637
24.2851,0.286427
24.2994,0.286938
24.3024,0.288217
24.3043,0.289239
24.321,0.291678
24.3364,0.291911
24.3396,0.292126
24.3598,0.294524
24.3702,0.295027
24.3762,0.296313
24.378,0.29723
24.3784,0.298858
24.3816,0.300659
24.392,0.301523
24.3967,0.302027
24.4019,0.302912
24.4181,0.304567
24.4236,0.305369
24.4265,0.305511
24.505,0.305577
24.5102,0.305784
24.5112,0.306562
24.5118,0.306587
24.5321,0.311217
24.5363,0.312495
24.5371,0.312893
24.5482,0.313239
24.554,0.313774
24.5555,0.314396
24.5614,0.314988
24.5621,0.315508
24.5687,0.315679
24.5701,0.315869
24.5764,0.317541
24.5794,0.319451
24.5824,0.320004
24.5827,0.320582
24.5958,0.320694
24.6025,0.32133
24.6042,0.321469
24.6159,0.322718
24.6175,0.323634
24.6179,0.324737
24.6213,0.32607
24.6298,0.32642
24.6314,0.330728
24.6319,0.331726
24.6354,0.334198
24.6402,0.339079
24.6439,0.341913
24.6669,0.342501
24.6673,0.343194
24.6701,0.343411
24.6853,0.344935
24.7147,0.345134
24.7195,0.345215
24.7225,0.345535
24.7354,0.346052
24.747,0.346748
24.7792,0.346907
24.7804,0.348004
24.7831,0.348182
24.7876,0.348335
24.7898,0.348362
24.7946,0.348955
24.7951,0.349468
24.7981,0.349786
24.8315,0.350834
24.8357,0.351186
24.8393,0.351319
24.8531,0.351431
24.8624,0.351679
24.8789,0.352089
24.8828,0.353769
24.8832,0.354106
24.8961,0.354423
24.8988,0.355844
24.9012,0.357392
24.9025,0.357562
24.9058,0.358583
24.9095,0.360018
24.9168,0.360825
24.9457,0.362776
24.9504,0.362974
24.959,0.36358
24.9599,0.365195
24.9657,0.365532
24.9665,0.366537
24.9696,0.367062
24.9724,0.369754
24.9739,0.369989
24.9807,0.370347
24.9809,0.371381
24.9825,0.371456
24.9932,0.372662
24.9994,0.372786
25.0141,0.373046
25.0205,0.373836
25.0231,0.373948
25.0245,0.374122
25.0257,0.378399
25.0354,0.378845
25.0373,0.380276
25.059,0.3805
25.0669,0.38057
25.0723,0.384357
25.087,0.384536
25.0878,0.388779
25.0972,0.389164
25.1157,0.389276
25.1201,0.389302
25.1294,0.389491
25.15,0.392447
25.1529,0.395874
25.1569,0.396307
25.1583,0.399202
25.1684,0.39936
25.1721,0.399935
25.1854,0.399935
25.217,0.403983
25.2225,0.404519
25.2247,0.406142
25.2369,0.407125
25.2411,0.410843
25.244,0.414248
25.2462,0.414587
25.2501,0.414784
25.2505,0.416761
25.2514,0.416973
25.252,0.41746
25.2534,0.417741
25.2728,0.42015
25.2731,0.423328
25.2796,0.426854
25.2835,0.429611
25.2935,0.430839
25.2957,0.432701
25.3038,0.436236
25.3124,0.438009
25.3126,0.440601
25.3239,0.44064
25.3264,0.441673
25.3264,0.443122
25.3273,0.445095
25.3367,0.447133
25.3441,0.448933
25.3471,0.45052
25.3541,0.450547
25.3592,0.450785
25.3615,0.451947
25.3661,0.45219
25.3676,0.452351
25.3688,0.453485
25.3725,0.454073
25.376,0.454266
25.3938,0.45487
25.4037,0.455146
25.4058,0.455394
25.4157,0.456567
25.4262,0.456701
25.4314,0.45735
25.4383,0.458064
25.4399,0.458187
25.4422,0.458519
25.4459,0.459588
25.4477,0.460026
25.454,0.460408
25.4554,0.460547
25.4565,0.460908
25.4573,0.463577
25.459,0.464449
25.4735,0.464617
25.4867,0.46733
25.4878,0.467487
25.4968,0.46929
25.5001,0.471809
25.503,0.47212
25.5055,0.474294
25.5128,0.475436
25.5139,0.476994
25.515,0.47992
25.5191,0.479999
25.5342,0.480192
25.542,0.481215
25.5594,0.482765
25.5668,0.483356
25.5726,0.484299
25.579,0.485235
25.5849,0.486068
25.5935,0.486758
25.6011,0.487418
25.6123,0.488764
25.6161,0.489766
25.6195,0.491372
25.6202,0.49157
25.6233,0.492337
25.6333,0.493058
25.6413,0.495527
25.6486,0.497158
25.6494,0.502071
25.6498,0.502938
25.6565,0.503233
25.6645,0.510158
25.6748,0.510988
25.6774,0.512698
25.6813,0.514157
25.6858,0.515682
25.6987,0.516269
25.7179,0.518405
25.7219,0.518894
25.7243,0.520089
25.7275,0.521272
25.7338,0.521987
25.7401,0.524286
25.7417,0.524494
25.7517,0.528139
25.7589,0.529197
25.7595,0.529375
25.7626,0.530773
25.7629,0.532405
25.7954,0.534036
25.801,0.534733
25.8068,0.535469
25.8142,0.535562
25.8147,0.536165
25.8199,0.53661
25.8252,0.537179
25.8275,0.537836
25.8294,0.538268
25.8359,0.539247
25.8453,0.540517
25.8462,0.54264
25.8528,0.542962
25.8571,0.54561
25.8586,0.545949
25.8648,0.549544
25.8705,0.551595
25.8723,0.551832
25.889,0.55423
25.8894,0.556838
25.9,0.559801
25.9097,0.560893
25.911,0.560951
25.9146,0.561025
25.9193,0.561377
25.9282,0.565263
25.9333,0.56657
25.9419,0.567108
25.9457,0.570288
25.9587,0.575454
25.9794,0.575699
26.0087,0.576942
26.0166,0.577267
26.0355,0.577359
26.0366,0.579147
26.0382,0.579534
26.046,0.580787
26.0486,0.582754
26.0564,0.587408
26.0587,0.58949
26.0631,0.591098
26.0633,0.592502
26.0676,0.593116
26.0684,0.594095
26.0706,0.601912
26.0737,0.602112
26.0763,0.605289
26.0765,0.607866
26.0864,0.611446
26.0914,0.612482
26.0971,0.61289
26.1015,0.613156
26.1029,0.614964
26.104,0.616493
26.1092,0.616696
26.1144,0.619046
26.1198,0.620717
26.123,0.621335
26.1266,0.623233
26.1399,0.62481
26.1428,0.626826
26.1526,0.627102
26.1538,0.627307
26.163,0.630846
26.163,0.631618
26.1656,0.633048
26.1706,0.633331
26.174,0.636599
26.1854,0.636789
26.1864,0.640541
26.1959,0.640583
26.2107,0.643122
26.2139,0.643122
26.2152,0.643936
26.2161,0.649578
26.2168,0.650433
26.217,0.652302
26.2316,0.652887
26.233,0.654732
26.2348,0.65568
26.2525,0.656136
26.2551,0.65689
26.2579,0.657542
26.258,0.657988
26.2651,0.658569
26.2676,0.658765
26.2717,0.658805
26.2756,0.658834
26.2868,0.659848
26.2889,0.659972
26.2927,0.660495
26.2939,0.661157
26.2955,0.664808
26.2975,0.664953
26.2995,0.665048
26.3,0.67353
26.3135,0.674864
26.3211,0.675418
26.3246,0.68026
26.3319,0.681442
26.3349,0.682801
26.3376,0.685003
26.3478,0.685382
26.3846,0.688003
26.3956,0.688318
26.4028,0.690182
26.4028,0.691046
26.4188,0.691809
26.4254,0.693454
26.4325,0.696522
26.4471,0.701651
26.4489,0.702539
26.4551,0.702956
26.4567,0.706039
26.4573,0.707842
26.4631,0.708498
26.4717,0.709542
26.4895,0.712847
26.4943,0.713525
26.4977,0.713538
26.501,0.714243
26.502,0.714302
26.5158,0.715978
26.5187,0.71658
26.5196,0.717578
26.5275,0.721716
26.5281,0.72371
26.5335,0.72407
26.5335,0.728794
26.5347,0.729381
26.5424,0.729857
26.5482,0.731333
26.5499,0.731388
26.55,0.73168
26.5523,0.732237
26.5686,0.732452
26.5713,0.733505
26.5722,0.734029
26.5731,0.73415
26.5736,0.737627
26.5798,0.737681
26.5856,0.739308
26.5873,0.740454
26.5934,0.740797
26.6004,0.743408
26.6025,0.743842
26.6026,0.745965
26.6047,0.747642
26.6062,0.747952
26.6157,0.749873
26.6195,0.75009
26.6258,0.754792
26.6314,0.755498
26.6453,0.760445
26.6542,0.760787
26.6611,0.762939
26.663,0.763009
26.6631,0.774777
26.6691,0.775602
26.6712,0.778476
26.6713,0.781734
26.6802,0.785708
26.6815,0.790407
26.6822,0.79051
26.6873,0.79139
26.6961,0.791896
26.7024,0.793858
26.7034,0.797463
26.7079,0.798907
26.7133,0.798933
26.7156,0.80002
26.7225,0.801156
26.7263,0.801593
26.7307,0.80263
26.7308,0.803016
26.7325,0.80355
26.7383,0.805125
26.7473,0.806288
26.7515,0.807147
26.7602,0.808316
26.7641,0.808551
26.7687,0.809317
26.7747,0.81046
26.7781,0.811514
26.7826,0.812916
26.7835,0.814814
26.7853,0.814991
26.7858,0.815643
26.79,0.815744
26.7943,0.817931
26.7974,0.817936
26.7987,0.820713
26.8002,0.820956
26.8184,0.821579
26.8333,0.824402
26.8348,0.82523
26.8471,0.826949
26.8477,0.829681
26.8518,0.830574
26.8638,0.830979
26.8653,0.831825
26.8667,0.834203
26.8669,0.837801
26.8681,0.838591
26.8693,0.839321
26.8819,0.839973
26.8843,0.841065
26.8861,0.845449
26.8862,0.846212
26.8869,0.850495
26.8885,0.851938
26.8891,0.851949
26.8909,0.852395
26.8918,0.854736
26.8952,0.855592
26.9012,0.859098
26.9056,0.859367
26.9112,0.860591
26.9154,0.862025
26.9255,0.862962
26.9284,0.866906
26.9319,0.867196
26.9325,0.87024
26.9352,0.878107
26.9419,0.878242
26.9527,0.879964
26.9612,0.884053
26.9641,0.884375
26.9653,0.886093
26.9695,0.887224
26.9715,0.888092
26.9728,0.891587
26.9806,0.89214
26.9823,0.893293
26.984,0.893295
26.9841,0.893662
26.9865,0.896938
26.9875,0.898981
26.9877,0.901223
26.9956,0.902933
27.0183,0.904366
27.0194,0.905355
27.02,0.905374
27.0201,0.906354
27.0288,0.906621
27.0443,0.908196
27.0445,0.908558
27.0474,0.909263
27.0485,0.912071
27.0543,0.914182
27.0562,0.915731
27.0606,0.917333
27.0617,0.918468
27.0689,0.918924
27.0829,0.920868
27.0856,0.922054
27.0872,0.922359
27.0934,0.922493
