X,Y,Z,OriginTime,MinWait,NumberSeen,MaxAngle,PctEmpty
0.312152,0.187132,0.619614,0.274266,0.04033,0,0,0.98
0.341775,0.849218,0.706536,0.274609,0.046073,0,0,0.99
0.688386,0.518369,0.66447,0.274662,0.0368784,0,0,1
0.071498,0.39296,0.953146,0.274809,0.0584223,0,0,0.98
0.327117,0.492066,0.57802,0.274919,0.0588747,0,0,1
0.315455,0.311146,0.375375,0.275222,0.031532,0,0,1
0.188571,0.323181,0.758861,0.275255,0.0534231,0,0,1
0.430215,0.0752348,0.901845,0.275502,0.0110501,0,0,0.98
0.855809,0.650903,0.993497,0.275875,0.0434366,0,0,0.99
0.12472,0.321547,0.553052,0.276502,0.0407202,0,0,1
0.308303,0.458195,0.206017,0.27724,0.0514591,0,0,0.96
0.117063,0.154472,0.526251,0.277499,0.0690048,0,0,0.98
0.897524,0.753788,0.956046,0.27806,0.0574911,0,0,1
0.694177,0.485024,0.221002,0.279577,0.0382404,0,0,0.99
0.666672,0.0853156,0.710244,0.279585,0.0548653,0,0,0.99
0.593806,0.58424,0.134011,0.279635,0.0639224,0,0,1
0.0595124,0.792903,0.0912923,0.279861,0.0523738,0,0,0.98
0.254586,0.985027,0.301943,0.280119,0.0442974,0,0,0.98
0.725006,0.346798,0.881467,0.281257,0.0438446,0,0,1
0.856255,0.508221,0.553205,0.282377,0.0332569,0,0,1
0.531296,0.0975895,0.627096,0.28264,0.0418022,0,0,0.98
0.931,0.0910994,0.528543,0.282791,0.0428679,0,0,1
0.209089,0.306172,0.995645,0.28287,0.0485792,0,0,0.99
0.0505438,0.803854,0.642487,0.282877,0.0275328,0,0,1
0.420938,0.836191,0.039244,0.283129,0.0177521,0,0,0.99
0.730112,0.650763,0.40673,0.283374,0.0485254,0,0,0.98
0.168424,0.950105,0.577687,0.283596,0.0495441,0,0,1
0.806509,0.650016,0.15354,0.283601,0.0576539,0,0,0.98
0.392897,0.116949,0.2469,0.284232,0.055682,0,0,0.96
0.0561543,0.804096,0.753226,0.284559,0.0178514,0,0,0.99
0.303348,0.674153,0.460539,0.284574,0.0277421,0,0,0.99
0.0126821,0.137633,0.22894,0.284734,0.048149,0,0,0.96
0.490674,0.134056,0.10309,0.285215,0.0330545,0,0,0.98
0.877718,0.399142,0.0616684,0.285525,0.04352,0,0,1
0.485693,0.584012,0.959129,0.285925,0.0193773,0,0,0.97
0.367501,0.322552,0.638196,0.286021,0.0179145,0,0,0.98
0.892023,0.462288,0.942311,0.286149,0.0345573,0,0,0.97
0.998379,0.43266,0.260657,0.286346,0.0407918,0,0,0.99
0.42714,0.664362,0.561032,0.287193,0.0525242,0,0,0.99
0.27526,0.219482,0.706903,0.287271,0.0428146,0,0,0.94
0.244212,0.132003,0.372119,0.287297,0.0464737,0,0,0.99
0.984171,0.158152,0.598351,0.287666,0.0246707,0,0,0.98
0.619358,0.350962,0.283626,0.287743,0.0268714,0,0,0.99
0.00785259,0.0108909,0.564274,0.287811,0.0100591,0,0,0.96
0.728622,0.356738,0.7907,0.288026,0.0384937,0,0,0.99
0.0586515,0.0152214,0.33384,0.288494,0.014437,0,0,0.98
0.638451,0.381784,0.589882,0.288567,0.0558162,0,0,0.96
0.439149,0.971676,0.381622,0.288839,0.0470148,0,0,0.95
0.757336,0.400742,0.524506,0.288963,0.0373872,0,0,0.99
0.51967,0.986864,0.45184,0.289034,0.0105363,0,0,0.98
0.834192,0.817307,0.775125,0.289139,0.0570684,0,0,0.98
0.271711,0.257456,0.951802,0.28938,0.0420687,0,0,0.97
0.233974,0.19674,0.201855,0.289695,0.0505403,0,0,0.98
0.990505,0.978003,0.371722,0.289695,0.0414774,0,0,0.98
0.190066,0.430276,0.292841,0.289755,0.0552025,0,0,0.99
0.161206,0.459105,0.791026,0.290559,0.0273829,0,0,1
0.384238,0.479341,0.438624,0.29125,0.0389969,0,0,0.98
0.387477,0.344509,0.631132,0.291336,0.0125986,0,0,0.98
0.370828,0.457231,0.662461,0.291404,0.0423896,0,0,0.98
0.687644,0.256581,0.0626097,0.291632,0.0522859,0,0,0.97
0.265209,0.827924,0.0751024,0.2919,0.0553258,0,0,0.99
0.293861,0.167755,0.811203,0.292145,0.0394093,0,0,0.98
0.793358,0.324228,0.348913,0.292324,0.00516101,0,0,0.99
0.334982,0.570178,0.220059,0.292349,0.0504304,0,0,0.96
0.52967,0.185314,0.00546356,0.292351,0.0367348,0,0,0.98
0.279523,0.949383,0.477371,0.292606,0.054049,0,0,0.96
0.529131,0.60367,0.889752,0.292642,0.00830995,0,0,0.96
0.641215,0.229975,0.50282,0.292657,0.0594569,0,0,0.99
0.393566,0.228428,0.586068,0.292769,0.0268966,0,0,0.94
0.207198,0.334658,0.845221,0.293013,0.0356648,0,0,0.98
0.647305,0.838094,0.164043,0.293307,0.0697876,0,0,0.97
0.0377884,0.603832,0.480689,0.293459,0.0532093,0,0,0.98
0.498215,0.993881,0.724437,0.293715,0.0470348,0,0,0.98
0.249815,0.87531,0.21175,0.293841,0.0282564,0,0,0.96
0.763766,0.324494,0.0561027,0.293984,0.0499343,0,0,0.96
0.841222,0.397357,0.992136,0.294016,0.035029,0,0,0.97
0.933298,0.286631,0.0305129,0.29418,0.0389871,0,0,0.97
0.618979,0.169962,0.861535,0.294287,0.0365265,0,0,0.97
0.957852,0.481211,0.609231,0.29469,0.0316079,0,0,0.99
0.567687,0.132917,0.77362,0.294891,0.0367525,0,0,0.92
0.399155,0.142972,0.491763,0.295557,0.0460249,0,0,0.95
0.767015,0.10892,0.038191,0.295607,0.0202612,0,0,0.95
0.979404,0.700943,0.611456,0.295646,0.0234612,0,0,0.97
0.378332,0.807078,0.533157,0.295678,0.0521791,0,0,0.98
0.365236,0.459756,0.915862,0.295691,0.0436687,0,0,0.96
0.823134,0.484752,0.644411,0.295796,0.0228658,0,0,0.97
0.0668165,0.847275,0.959735,0.295966,0.0318755,0,0,0.96
0.465105,0.624345,0.741684,0.296145,0.0390016,0,0,0.95
0.858257,0.486421,0.680555,0.296169,0.025027,0,0,0.96
0.279135,0.451034,0.677649,0.296444,0.0440547,0,0,0.97
0.236959,0.654934,0.124835,0.296747,0.0154391,0,0,0.95
0.684496,0.320382,0.827692,0.296916,0.028332,0,0,0.99
0.155098,0.504603,0.913375,0.297022,0.0285634,0,0,0.98
0.265459,0.603607,0.45711,0.297168,0.0145369,0,0,0.95
0.917071,0.0949918,0.598136,0.297447,0.0282125,0,0,0.97
0.0558441,0.313498,0.587909,0.298427,0.0107437,0,0,0.95
0.307334,0.0231965,0.6206,0.298457,0.0421762,0,0,0.96
0.938059,0.774664,0.0628756,0.299047,0.0440474,0,0,0.98
0.719287,0.259374,0.427416,0.299118,0.0345696,0,0,0.98
0.874186,0.495183,0.98416,0.299124,0.0215823,0,0,0.93
0.940225,0.811295,0.342904,0.299134,0.0345544,0,0,0.96
0.141045,0.951445,0.403028,0.299253,0.0139106,0,0,0.97
0.794825,0.159847,0.298866,0.299327,0.0389066,0,0,0.98
0.191204,0.874717,0.236415,0.299429,0.0271788,0,0,0.95
0.940019,0.378682,0.119414,0.2998,0.0331939,0,0,0.96
0.507097,0.777812,0.285164,0.299814,0.0366554,0,0,0.98
0.964425,0.188517,0.605979,0.299992,0.0123448,0,0,0.96
0.992639,0.624743,0.817799,0.300243,0.043784,0,0,0.94
0.664991,0.404228,0.303194,0.30031,0.0187488,0,0,0.97
0.497218,0.802509,0.0816244,0.30036,0.017712,0,0,0.95
0.448336,0.54885,0.609691,0.300505,0.0501251,0,0,0.93
0.185026,0.142904,0.423931,0.300832,0.0329387,0,0,0.98
0.376141,0.97397,0.445954,0.30084,0.0388415,0,0,0.97
0.199464,0.15243,0.731963,0.30096,0.0193622,0,0,0.95
0.815214,0.651168,0.0397662,0.301194,0.0181173,0,0,0.96
0.0413172,0.471274,0.986004,0.301522,0.0317092,0,0,0.99
0.933539,0.692346,0.0399875,0.301581,0.0369487,0,0,0.95
0.528296,0.619599,0.546836,0.301611,0.0343726,0,0,0.95
0.77805,0.830571,0.155229,0.301625,0.0315937,0,0,0.95
0.465878,0.380893,0.0191253,0.301817,0.0270974,0,0,0.97
0.523032,0.139572,0.93811,0.301906,0.02003,0,0,0.98
0.972562,0.82256,0.710354,0.301929,0.00771789,0,0,0.98
0.438519,0.73474,0.505741,0.302021,0.0376961,0,0,0.98
0.510473,0.47672,0.463207,0.30214,0.039584,0,0,0.95
0.472978,0.762708,0.927557,0.302229,0.0273491,0,0,0.93
0.70662,0.491546,0.00831918,0.302243,0.0291152,0,0,0.97
0.592196,0.222247,0.834048,0.302482,0.0283317,0,0,0.94
0.824123,0.548799,0.481161,0.30264,0.0342231,0,0,0.96
0.500677,0.050603,0.429551,0.302718,0.0244419,0,0,0.98
0.117021,0.459272,0.618876,0.302838,0.0410523,0,0,0.99
0.231075,0.139978,0.746057,0.302903,0.01742,0,0,0.92
0.319882,0.710644,0.903384,0.302944,0.0178667,0,0,0.96
0.176478,0.422496,0.388712,0.303019,0.0419381,0,0,0.94
0.116797,0.182224,0.956863,0.303028,0.0155431,0,0,0.99
0.289479,0.388239,0.179942,0.303163,0.0255358,0,0,0.96
0.0822362,0.721811,0.184067,0.303263,0.0167927,0,0,0.92
0.90464,0.159298,0.577568,0.30335,0.0313735,0,0,0.94
0.670541,0.599593,0.485841,0.303393,0.0239366,0,0,0.94
0.60877,0.481536,0.444623,0.303696,0.019992,0,0,0.94
0.746158,0.213027,0.37124,0.304049,0.0282998,0,0,0.99
0.166487,0.504054,0.0628374,0.304327,0.0512345,0,0,0.95
0.987306,0.0925339,0.350958,0.304328,0.0267662,0,0,0.96
0.301736,0.232941,0.801398,0.304575,0.0269788,0,0,0.92
0.426914,0.321436,0.362651,0.304835,0.0138594,0,0,0.93
0.980719,0.0792591,0.265785,0.304962,0.0279211,0,0,0.97
0.846187,0.159484,0.248285,0.305052,0.0331807,0,0,0.94
0.941406,0.688106,0.574779,0.305549,0.0193102,0,0,0.95
0.996195,0.3739,0.141573,0.305611,0.0273826,0,0,0.96
0.0923784,0.00629551,0.142178,0.30589,0.0341771,0,0,0.91
0.913173,0.15109,0.386982,0.305914,0.0073244,0,0,0.92
0.471756,0.22239,0.434259,0.305951,0.0448347,0,0,0.97
0.881868,0.81736,0.160011,0.306141,0.0421843,0,0,0.94
0.328567,0.0652424,0.804225,0.306351,0.0337964,0,0,0.95
0.833898,0.788887,0.527557,0.306673,0.0403899,0,0,0.94
0.0890848,0.758921,0.670356,0.306679,0.020814,0,0,0.97
0.0971838,0.223817,0.765074,0.306762,0.0363626,0,0,0.94
0.59932,0.446023,0.447935,0.306782,0.0169056,0,0,0.97
0.866794,0.571618,0.761047,0.307348,0.0459857,0,0,0.98
0.195528,0.201138,0.0516656,0.307357,0.0476609,0,0,0.98
0.0363659,0.692346,0.0335957,0.307374,0.0265289,0,0,0.98
0.521643,0.326529,0.0380636,0.307392,0.0366654,0,0,0.97
0.173492,0.942343,0.953609,0.307472,0.0443967,0,0,0.96
0.305158,0.71035,0.875892,0.307489,0.0133212,0,0,0.91
0.270986,0.31935,0.757902,0.307669,0.025048,0,0,0.88
0.721008,0.50836,0.447173,0.308057,0.0473031,0,0,0.98
0.312837,0.078837,0.527712,0.308161,0.0287628,0,0,0.95
0.590585,0.931307,0.633471,0.308221,0.045504,0,0,0.94
0.512474,0.349949,0.956186,0.308371,0.0277606,0,0,0.95
0.546162,0.649082,0.909357,0.308712,0.0161826,0,0,0.92
0.687959,0.720149,0.945528,0.308919,0.0405882,0,0,0.92
0.472465,0.212494,0.86661,0.308926,0.00629512,1,0.0979431,0.92
0.286805,0.172453,0.144619,0.309186,0.0310494,0,0,0.96
0.539245,0.672453,0.518204,0.309256,0.0267277,0,0,0.94
0.516934,0.551246,0.669923,0.309435,0.041195,0,0,0.9
0.497152,0.145284,0.0634917,0.309658,0.00861117,0,0,0.94
0.218364,0.0205654,0.271874,0.30973,0.0146863,0,0,0.93
0.8281,0.258096,0.627079,0.309842,0.0454104,0,0,0.93
0.781291,0.469694,0.656287,0.309848,0.00894244,0,0,0.9
0.73776,0.638719,0.210256,0.309984,0.0317271,0,0,0.94
0.0885967,0.329437,0.793956,0.310126,0.0356342,0,0,0.93
0.982936,0.0543138,0.753313,0.310796,0.0362758,0,0,0.89
0.37159,0.251714,0.570594,0.311,0.00866563,0,0,0.94
0.0576667,0.701149,0.989966,0.311089,0.0228146,0,0,0.91
0.711304,0.842135,0.659886,0.311091,0.0480911,0,0,0.93
0.376001,0.102971,0.591881,0.311124,0.00600465,1,0.00677018,0.91
0.16795,0.0572742,0.333318,0.311195,0.00458558,1,0.144498,0.95
0.831728,0.255667,0.106726,0.311371,0.0458924,0,0,0.93
0.450716,0.220369,0.574469,0.311608,0.0200152,0,0,0.9
0.477455,0.683734,0.822358,0.311774,0.0291183,0,0,0.93
0.863417,0.983599,0.0767376,0.311796,0.0522997,0,0,0.97
0.52732,0.693371,0.457721,0.311998,0.031179,0,0,0.98
0.332732,0.680024,0.0899482,0.312074,0.0165539,0,0,0.9
0.661606,0.708431,0.361823,0.312077,0.0357367,0,0,0.87
0.904936,0.999199,0.357655,0.312211,0.00832566,0,0,0.96
0.0839254,0.99345,0.225254,0.312317,0.0151445,0,0,0.97
0.213001,0.632477,0.54311,0.312317,0.0368829,0,0,0.92
0.41356,0.400083,0.0681569,0.312329,0.0318573,0,0,0.92
0.691891,0.289268,0.386395,0.312443,0.00796937,0,0,0.9
0.509656,0.553871,0.05735,0.312448,0.00601965,0,0,0.97
0.677402,0.941372,0.54195,0.312594,0.0351933,0,0,0.96
0.720639,0.512871,0.048634,0.31276,0.0185983,0,0,0.93
0.0465134,0.383005,0.558208,0.312761,0.0107081,0,0,0.94
0.564337,0.174257,0.718868,0.312797,0.0253908,0,0,0.93
0.775679,0.154641,0.435175,0.312801,0.0413627,0,0,0.92
0.593807,0.560157,0.525595,0.312988,0.0397983,0,0,0.92
0.37801,0.7916,0.684587,0.313026,0.000576977,1,0.389342,0.89
0.98381,0.375226,0.017159,0.313032,0.0358915,0,0,0.96
0.436156,0.512429,0.784071,0.313076,0.0491886,0,0,0.94
0.209885,0.868267,0.19909,0.313165,0.00524367,0,0,0.86
0.72755,0.618904,0.31935,0.31325,0.0149385,0,0,0.93
0.958696,0.523966,0.621945,0.313292,0.0130059,0,0,0.95
0.185227,0.866678,0.0674981,0.313351,0.0338745,0,0,0.93
0.500231,0.139737,0.504511,0.313558,0.0338636,0,0,0.91
0.159242,0.756961,0.32991,0.313579,0.0281112,0,0,0.94
0.488005,0.715216,0.0516121,0.313708,0.03971,0,0,0.94
0.0836781,0.0574136,0.614078,0.313922,0.0215601,0,0,0.93
0.215371,0.865284,0.20635,0.314076,0.00433288,0,0,0.89
0.867618,0.492366,0.582008,0.314104,0.00152938,1,0.235792,0.96
0.906917,0.927559,0.837154,0.31412,0.0407587,0,0,0.9
0.476039,0.0744825,0.470567,0.314488,0.018345,0,0,0.96
0.0888335,0.669912,0.770666,0.314574,0.0415773,0,0,0.92
0.339599,0.0443413,0.391836,0.314613,0.0328433,0,0,0.91
0.449499,0.746961,0.780712,0.314726,0.02207,0,0,0.92
0.34842,0.831063,0.282522,0.314758,0.0541354,0,0,0.92
0.575342,0.314528,0.349094,0.314783,0.0087178,1,0.180169,0.89
0.291742,0.0350707,0.98143,0.314862,0.0403288,0,0,0.94
0.695212,0.0211944,0.459056,0.315245,0.0434927,0,0,0.94
0.309849,0.0242803,0.903973,0.315247,0.0399446,0,0,0.91
0.523861,0.820028,0.385775,0.315486,0.0225333,0,0,0.96
0.769863,0.445244,0.510887,0.315542,0.0108084,0,0,0.91
0.821718,0.55236,0.359765,0.315597,0.0468416,0,0,0.93
0.826056,0.240524,0.517807,0.315834,0.0394832,0,0,0.9
0.694954,0.54463,0.171435,0.315897,0.0206031,0,0,0.91
0.349623,0.394552,0.760958,0.316112,0.0384118,0,0,0.94
0.586263,0.704764,0.170919,0.31634,0.0447847,0,0,0.9
0.409275,0.0776295,0.107153,0.316371,0.029428,0,0,0.84
0.751572,0.311266,0.727019,0.316391,0.0211638,0,0,0.93
0.782451,0.424789,0.112666,0.316398,0.029517,0,0,0.95
0.210054,0.500093,0.888628,0.316426,0.019912,0,0,0.93
0.2305,0.0716149,0.91042,0.316427,0.00126074,1,0.379281,0.89
0.748534,0.0167343,0.326874,0.31659,0.0156495,0,0,0.97
0.658027,0.449072,0.954762,0.316621,0.0347449,0,0,0.9
0.568464,0.0106638,0.412279,0.316623,0.00919356,1,0.0368942,0.9
0.374434,0.0380872,0.611242,0.31683,0.00601854,0,0,0.9
0.148063,0.153361,0.987712,0.316857,0.0131164,0,0,0.88
0.633441,0.869137,0.601508,0.317233,0.023709,0,0,0.93
0.807034,0.102911,0.640446,0.31725,0.0440973,0,0,0.94
0.310881,0.330219,0.0279378,0.317269,0.0285652,0,0,0.95
0.26883,0.56718,0.483692,0.317272,0.00734527,0,0,0.93
0.996595,0.823756,0.599085,0.317287,0.0164983,0,0,0.92
0.283915,0.628611,0.349211,0.317338,0.030276,0,0,0.9
0.484084,0.123543,0.617813,0.317423,0.000362,1,0.410678,0.95
0.16832,0.50005,0.699913,0.317568,0.0365673,0,0,0.94
0.618381,0.706183,0.992155,0.317626,0.0381033,0,0,0.95
0.984167,0.376959,0.400439,0.317731,0.0290978,0,0,0.88
0.710882,0.637599,0.323151,0.317794,0.0103948,0,0,0.96
0.748286,0.207154,0.921278,0.317804,0.0028915,1,0.233265,0.93
0.657906,0.43428,0.487989,0.318123,0.0302971,0,0,0.97
0.598652,0.835194,0.368069,0.318171,0.0143002,0,0,0.91
0.644363,0.782724,0.491102,0.318263,0.0273716,0,0,0.91
0.161436,0.076553,0.275914,0.318265,0.00528084,2,0.0369491,0.88
0.270341,0.263836,0.511432,0.318508,0.0388304,0,0,0.92
0.617963,0.980174,0.83991,0.318511,0.00459549,1,0.234764,0.9
0.789232,0.0425758,0.502394,0.318526,0.0291894,0,0,0.94
0.6034,0.211077,0.646645,0.318689,0.0118271,0,0,0.87
0.318721,0.985492,0.694266,0.318753,0.0316191,0,0,0.94
0.74947,0.260464,0.827823,0.318874,0.0107351,0,0,0.86
0.270431,0.195114,0.639401,0.31901,0.00105787,1,0.333426,0.93
0.434561,0.0603553,0.79943,0.319087,0.0186252,0,0,0.93
0.729002,0.0411706,0.583386,0.319165,0.0311612,0,0,0.86
0.402728,0.455486,0.604587,0.319233,0.019139,0,0,0.92
0.11221,0.519569,0.593245,0.319247,0.024643,0,0,0.92
0.401243,0.698998,0.968225,0.31943,0.0397415,0,0,0.92
0.200009,0.713435,0.365552,0.319466,0.031794,0,0,0.96
0.957833,0.612962,0.917723,0.319584,0.043562,0,0,0.88
0.98343,0.689865,0.854042,0.319661,0.0278387,0,0,0.92
0.012599,0.20444,0.590161,0.319708,0.0114463,0,0,0.9
0.2732,0.267248,0.658893,0.319828,0.00127781,1,0.319828,0.87
0.683674,0.0118322,0.774767,0.319945,0.0294493,0,0,0.89
0.983256,0.90321,0.135128,0.319977,0.0384072,0,0,0.86
0.196602,0.728493,0.543412,0.320056,0.0448343,0,0,0.84
0.249431,0.949428,0.578456,0.320066,0.0222718,0,0,0.89
0.388849,0.0250919,0.420648,0.320082,0.019599,0,0,0.85
0.131652,0.360408,0.533039,0.320176,0.000291848,1,0.409989,0.92
0.0464157,0.815877,0.971908,0.320345,0.00749649,0,0,0.89
0.436793,0.720583,0.429434,0.320463,0.0295932,0,0,0.91
0.772321,0.355756,0.875936,0.320473,0.00462793,1,0.0181653,0.9
0.786376,0.534082,0.828958,0.320539,0.0331539,0,0,0.84
0.39859,0.49396,0.48275,0.320594,0.00965315,0,0,0.87
0.0870935,0.0450792,0.777564,0.320667,0.0202058,0,0,0.86
0.920297,0.0808194,0.676757,0.320672,0.0236576,0,0,0.94
0.522552,0.0845929,0.493657,0.320813,0.0127629,0,0,0.89
0.706316,0.903978,0.905736,0.32086,0.0172805,0,0,0.88
0.615455,0.455493,0.644734,0.320981,0.0259879,0,0,0.84
0.282482,0.195029,0.330158,0.321003,0.0255669,0,0,0.92
0.360541,0.625794,0.642166,0.321068,0.0249115,0,0,0.9
0.682565,0.573357,0.477593,0.321251,0.00607891,0,0,0.88
0.51395,0.914162,0.620548,0.321252,0.0332774,0,0,0.84
0.349825,0.365506,0.0304085,0.321788,0.0240461,0,0,0.84
0.723283,0.552501,0.281817,0.321837,0.0265643,0,0,0.9
0.0630867,0.863989,0.874906,0.322153,0.0301768,0,0,0.93
0.0796283,0.293604,0.928268,0.322164,0.0276954,0,0,0.89
0.765568,0.706037,0.760467,0.322228,0.000972033,1,0.370132,0.92
0.941164,0.426353,0.504937,0.322496,0.0104154,0,0,0.88
0.820531,0.841077,0.920077,0.322606,0.032146,0,0,0.88
0.279728,0.360223,0.262825,0.322614,0.0313875,0,0,0.87
0.061326,0.0213531,0.967248,0.322646,0.0342272,0,0,0.89
0.11074,0.49939,0.501568,0.322675,0.0242811,0,0,0.91
0.351512,0.185402,0.32547,0.3227,0.0338459,0,0,0.81
0.12981,0.305914,0.300251,0.322839,0.0121014,0,0,0.82
0.676861,0.241417,0.969056,0.322916,0.0320513,0,0,0.85
0.273559,0.719981,0.491954,0.323085,0.0122658,0,0,0.87
0.796649,0.362588,0.922424,0.323256,0.0210112,0,0,0.89
0.880561,0.494573,0.916016,0.323282,0.00302695,1,0.122732,0.84
0.344855,0.696926,0.0966284,0.323336,0.00529212,0,0,0.78
0.65717,0.734774,0.489212,0.323339,0.0222951,0,0,0.86
0.346022,0.131579,0.90067,0.323425,0.0266955,0,0,0.86
0.905016,0.590612,0.373611,0.323434,0.0424313,0,0,0.87
0.493015,0.404445,0.996002,0.323554,0.0104969,0,0,0.9
0.81053,0.220537,0.45133,0.323669,0.0316481,0,0,0.87
0.454553,0.761464,0.282737,0.323676,0.0156104,0,0,0.9
0.464446,0.496786,0.491206,0.323818,0.0179062,0,0,0.85
0.856322,0.728633,0.0334551,0.323833,0.0197213,0,0,0.89
0.883721,0.597954,0.862743,0.323885,0.0350897,0,0,0.83
0.93448,0.927292,0.288936,0.324104,0.0270653,0,0,0.89
0.15167,0.757847,0.115392,0.324162,0.0101584,1,0.0261347,0.88
0.764225,0.663619,0.363905,0.324184,0.00771522,0,0,0.82
0.72479,0.40747,0.723777,0.32421,0.0208756,0,0,0.91
0.884019,0.751367,0.234598,0.324255,0.0147392,0,0,0.84
0.249965,0.406902,0.14757,0.324276,0.0166356,0,0,0.91
0.462316,0.525814,0.179153,0.324329,0.0298112,0,0,0.87
0.330531,0.977412,0.815428,0.324331,0.0250507,0,0,0.9
0.821681,0.857368,0.0378738,0.324434,0.0354706,0,0,0.89
0.686191,0.757324,0.328428,0.32456,0.0258135,0,0,0.85
0.0251569,0.852281,0.575477,0.32458,0.0129849,0,0,0.87
0.663307,0.761758,0.0532343,0.324601,0.0435167,0,0,0.81
0.927546,0.255201,0.399221,0.324609,0.00500363,1,0.161798,0.86
0.835843,0.0133681,0.640422,0.324663,0.036377,0,0,0.84
0.0890117,0.183655,0.0999018,0.324707,0.020308,0,0,0.89
0.0710486,0.311244,0.857367,0.324722,0.026833,0,0,0.82
0.841448,0.465969,0.489493,0.324786,0.01773,0,0,0.91
0.16286,0.913193,0.860553,0.324809,0.0403781,0,0,0.84
0.889042,0.561365,0.622086,0.32485,0.0252496,0,0,0.87
0.428855,0.865984,0.43025,0.32491,0.030224,0,0,0.87
0.0523036,0.90765,0.502443,0.325016,0.0196412,0,0,0.86
0.0453064,0.0582411,0.579034,0.32508,0.00749693,1,0.015024,0.86
0.587732,0.0911574,0.13061,0.325155,0.00933089,2,0.181246,0.84
