X,Y,Z,OriginTime,MinArrival,MinSee,NumberSeen,MaxAngle,PctEmpty,Volume
0.601353,0.18969,0.262906,0.0147742,0.106409,0.0559624,0,0,1,0
0.651173,0.0242205,0.00645623,0.01707,0.143455,0.058257,0,0,1,0
0.157383,0.122347,0.870363,0.0250674,0.145024,0.0681458,0,0,1,0
0.539027,0.0364297,0.87754,0.0257277,0.112428,0.0473781,0,0,1,0
0.820687,0.875197,0.367458,0.0276719,0.14201,0.0663143,0,0,1,0
0.703563,0.361467,0.214394,0.0281079,0.164094,0.0585786,0,0,1,0
0.412447,0.841522,0.854283,0.0285506,0.0854126,0.0494689,0,0,1,0
0.00745795,0.299526,0.517687,0.0285634,0.111702,0.0651435,0,0,1,0
0.568933,0.995371,0.312242,0.0286561,0.137483,0.0532772,0,0,1,0
0.148146,0.654277,0.148022,0.0292663,0.119801,0.0648921,0,0,1,0
0.517129,0.887649,0.999645,0.0294156,0.103068,0.0507851,0,0,1,0
0.434497,0.234344,0.936904,0.0301405,0.11627,0.067118,0,0,1,0
0.656684,0.0551614,0.312946,0.0328858,0.134843,0.0491624,0,0,1,0
0.475196,0.0604497,0.918424,0.0329116,0.092964,0.0430677,0,0,1,0
0.913803,0.321509,0.222892,0.0329421,0.137537,0.0637206,0,0,1,0
0.565381,0.829051,0.79233,0.0333487,0.147651,0.0626056,0,0,1,0
0.017503,0.863004,0.741951,0.0334711,0.0728741,0.0457912,0,0,1,0
0.121175,0.010545,0.308559,0.0336744,0.118725,0.0658752,0,0,1,0
0.891111,0.0129927,0.433588,0.0339032,0.117869,0.0625755,0,0,1,0
0.955133,0.192877,0.353345,0.0345689,0.117724,0.0586646,0,0,1,0
0.0298876,0.564475,0.282787,0.034871,0.110264,0.06558,0,0,1,0
0.515289,0.993529,0.507423,0.0350719,0.104769,0.0655363,0,0,1,0
0.950051,0.256905,0.919858,0.0358887,0.140341,0.057637,0,0,1,0
0.788819,0.762391,0.236912,0.0364084,0.137408,0.0645094,0,0,1,0
0.0996677,0.230049,0.335824,0.0364511,0.0780689,0.0467777,0,0,1,0
0.744955,0.662878,0.715616,0.0366621,0.128849,0.0616998,0,0,1,0
0.789392,0.251999,0.898585,0.0366812,0.124931,0.0572475,0,0,1,0
0.723984,0.331156,0.341339,0.0367976,0.0979775,0.0517944,0,0,1,0
0.480278,0.603053,0.89736,0.0370839,0.146645,0.0670506,0,0,1,0
0.217537,0.042269,0.737028,0.0372252,0.13633,0.0608511,0,0,1,0
0.9684,0.195655,0.839078,0.0373184,0.111617,0.0567791,0,0,1,0
0.335652,0.483591,0.0320029,0.0374389,0.157749,0.0656701,0,0,1,0
0.34817,0.752157,0.664833,0.0374706,0.14351,0.0626282,0,0,1,0
0.428747,0.114727,0.620346,0.0378696,0.126859,0.0594684,0,0,1,0
0.88185,0.390563,0.858542,0.0378945,0.140807,0.0687094,0,0,1,0
0.0192584,0.988737,0.602632,0.0379168,0.103298,0.0588242,0,0,1,0
0.144072,0.926215,0.462419,0.0380182,0.12182,0.0699319,0,0,1,0
0.47043,0.860422,0.0466718,0.0382151,0.101065,0.0455054,0,0,1,0
0.0334049,0.873965,0.658949,0.0385298,0.104378,0.0515266,0,0,1,0
0.00447891,0.473286,0.497228,0.0386098,0.0842076,0.0499038,0,0,1,0
0.852072,0.182038,0.908901,0.0387649,0.131178,0.0559973,0,0,1,0
0.702414,0.234659,0.751036,0.0387681,0.130097,0.0715291,0,0,1,0
0.864846,0.0598318,0.761121,0.0388724,0.116629,0.0692577,0,0,1,0
0.0179,0.114586,0.0867562,0.0390344,0.127864,0.0586603,0,0,1,0
0.453584,0.538532,0.0623556,0.0393291,0.11446,0.0635334,0,0,1,0
0.562792,0.904818,0.382231,0.0397079,0.099146,0.053789,0,0,1,0
0.157034,0.432952,0.864387,0.0397604,0.155818,0.0678982,0,0,1,0
0.0772791,0.244599,0.363253,0.0397895,0.0747306,0.0447747,0,0,1,0
0.378272,0.320621,0.404419,0.0401629,0.112543,0.0561559,0,0,1,0
0.91055,0.447018,0.303278,0.0404638,0.117433,0.0642626,0,0,1,0
0.765853,0.524945,0.657413,0.0408687,0.11472,0.0577701,0,0,1,0
0.0476086,0.852549,0.744884,0.0408703,0.0654749,0.0413517,0,0,1,0
0.150738,0.133554,0.271841,0.0409924,0.0948396,0.0589171,0,0,1,0
0.311313,0.610862,0.487181,0.0410813,0.135917,0.0723532,0,0,1,0
0.63446,0.153525,0.620072,0.0413878,0.125564,0.0672817,0,0,1,0
0.771109,0.315389,0.368389,0.041399,0.0933762,0.0490336,0,0,1,0
0.975051,0.187253,0.0602901,0.0414633,0.0950694,0.0553152,0,0,1,0
0.312494,0.2694,0.62783,0.0415723,0.116741,0.0587134,0,0,1,0
0.935085,0.652913,0.637012,0.0416273,0.0965327,0.0652783,0,0,1,0
0.394071,0.05413,0.562504,0.0422017,0.104317,0.0568691,0,0,1,0
0.0292842,0.459858,0.466144,0.0422338,0.0805836,0.0477293,0,0,1,0
0.312152,0.187132,0.619614,0.0423293,0.12425,0.0582592,0,0,1,0
0.341775,0.849218,0.706536,0.0424591,0.0946019,0.0596351,0,0,1,0
0.688386,0.518369,0.66447,0.0424791,0.118934,0.0568038,0,0,1,0
0.071498,0.39296,0.953146,0.0425347,0.123102,0.0611664,0,0,1,0
0.327117,0.492066,0.57802,0.0425764,0.131062,0.0664075,0,0,1,0
0.315455,0.311146,0.375375,0.0426911,0.0940302,0.054639,0,0,1,0
0.188571,0.323181,0.758861,0.0427034,0.0959423,0.0626443,0,0,1,0
0.430215,0.0752348,0.901845,0.0427971,0.0830785,0.0449221,0,0,1,0
0.855809,0.650903,0.993497,0.0429391,0.133623,0.0670413,0,0,0.99,0
0.12472,0.321547,0.553052,0.0431779,0.108718,0.0563748,0,0,1,0
0.308303,0.458195,0.206017,0.0434603,0.124261,0.0732879,0,0,1,0
0.117063,0.154472,0.526251,0.0435596,0.104468,0.0662224,0,0,1,0
0.897524,0.753788,0.956046,0.0437751,0.117947,0.0665397,0,0,1,0
0.694177,0.485024,0.221002,0.0443612,0.129795,0.0561763,0,0,1,0
0.666672,0.0853156,0.710244,0.0443645,0.110651,0.0654957,0,0,1,0
0.593806,0.58424,0.134011,0.0443837,0.119084,0.0703551,0,0,1,0
0.423119,0.838331,0.814875,0.0444605,0.0695028,0.039923,1,0.282934,1,0
0.996042,0.840534,0.746234,0.0445948,0.0648374,0.0419691,1,0.212499,1,0
0.987472,0.877764,0.247129,0.0447945,0.143467,0.0722317,0,0,1,0
0.838349,0.8962,0.23656,0.04485,0.0927209,0.0578562,0,0,1,0
0.534225,0.653091,0.59563,0.0452533,0.138227,0.0658246,0,0,1,0
0.54653,0.0992604,0.728005,0.0452782,0.10309,0.0612803,0,0,1,0
0.599766,0.355404,0.780285,0.0456892,0.131455,0.0723837,0,0,1,0
0.697405,0.285569,0.372952,0.0456915,0.0983112,0.0508791,0,0,1,0
0.386974,0.910238,0.0870409,0.0458396,0.10846,0.0607886,0,0,1,0
0.574512,0.869665,0.652622,0.0458904,0.137925,0.0650125,0,0,0.98,0
0.769212,0.126322,0.911687,0.0461081,0.136516,0.0593958,0,0,1,0
0.570185,0.0355415,0.762793,0.0461923,0.112711,0.0536016,0,0,1,0
0.0131803,0.310537,0.23525,0.0462296,0.108909,0.0557481,0,0,1,0
0.313359,0.841985,0.554179,0.0462634,0.0905319,0.0606095,0,0,0.99,0
0.125315,0.85479,0.136385,0.0463077,0.101646,0.0645598,0,0,1,0
0.178875,0.0994627,0.0361821,0.0465238,0.100698,0.0631116,0,0,1,0
0.621787,0.656011,0.553447,0.0466582,0.124244,0.0641477,0,0,1,0
0.95699,0.146363,0.0417645,0.0466811,0.0898517,0.0521845,0,0,1,0
0.0903769,0.319276,0.946301,0.0467317,0.118905,0.0586482,0,0,1,0
0.99846,0.143869,0.326485,0.04701,0.105283,0.0511999,0,0,1,0
0.77217,0.1372,0.59097,0.047143,0.094953,0.0578748,0,0,1,0
0.943012,0.646151,0.197275,0.0473594,0.0954896,0.0619467,0,0,1,0
0.751782,0.290037,0.619488,0.0473874,0.123375,0.0671116,0,0,1,0
