OriginTime,MinWait,MinSETI
0.0894856,0.00459899,0
0.347267,0.0238469,0
0.784066,0.0458614,0
1.03369,0.0651357,0
1.23237,0.0828467,0
1.38526,0.0986967,0
1.53236,0.113544,0
1.67163,0.128714,0
1.81079,0.141747,0
1.92914,0.154776,0
2.03841,0.169124,0
2.14043,0.182163,0
2.24883,0.194275,0
2.35272,0.208614,0
2.45621,0.223089,0
2.55171,0.235523,0
2.64802,0.249098,0
2.73016,0.263332,0
2.82236,0.278444,0
2.89991,0.293381,0
2.98007,0.309414,0
3.05799,0.324025,0
3.13901,0.340175,0
3.21269,0.356019,0
3.28569,0.371296,0
3.36485,0.386884,0
3.43907,0.401874,0
3.51337,0.418533,0
3.59579,0.434167,0
3.6759,0.45058,0
3.75258,0.466856,0
3.82447,0.482176,0
3.89457,0.496143,0
3.96504,0.510326,0
4.03724,0.526078,0
4.10097,0.542003,0
4.16809,0.556112,0
4.23879,0.571338,0
4.30767,0.586675,0
4.37407,0.601217,0
4.43962,0.615753,0
4.50335,0.631802,0
4.57181,0.646009,0
4.63438,0.65954,0
4.70687,0.674804,0
4.7767,0.689697,0
4.84146,0.705463,0
4.90889,0.719544,0
4.97271,0.734435,0
5.03944,0.748666,0
5.10774,0.763302,0
5.16718,0.775783,0
5.22896,0.791645,0
5.29401,0.807494,0
5.36031,0.823639,0
5.42351,0.837328,0
5.49298,0.85095,0
5.55861,0.866506,0
5.62319,0.880865,0
5.68485,0.897845,0
5.75301,0.91367,0
5.8145,0.929108,0
5.87287,0.944204,0
5.9364,0.958554,0
5.99484,0.973167,0
6.05396,0.988083,5.48556e-05
6.12267,1.00407,0.00845157
6.18143,1.02078,0.0321873
6.24252,1.03613,0.0470248
6.305,1.05242,0.0613319
6.36425,1.06792,0.0761114
6.42693,1.08505,0.0917298
6.49036,1.10013,0.108391
6.54436,1.11825,0.123563
6.60192,1.1337,0.137784
6.65696,1.14941,0.151218
6.71284,1.16555,0.165406
6.76781,1.18214,0.17798
6.83017,1.19924,0.192874
6.89405,1.21546,0.207054
6.95673,1.23344,0.220396
7.01529,1.25161,0.234476
7.06995,1.26998,0.250167
7.12532,1.28635,0.26437
7.18202,1.30345,0.280602
7.24268,1.32049,0.297216
7.30251,1.33811,0.313455
7.36506,1.35523,0.330149
7.42483,1.37463,0.34579
7.4861,1.39355,0.362734
7.54839,1.41081,0.379118
7.61199,1.42909,0.39499
7.67156,1.44772,0.411788
7.73192,1.46617,0.427674
7.79025,1.48405,0.443501
7.84702,1.50169,0.460217
7.90653,1.51846,0.475198
7.96241,1.53688,0.492302
8.01974,1.55695,0.509733
8.07613,1.57618,0.523508
8.13594,1.59531,0.54018
8.19658,1.61477,0.556675
8.25076,1.63262,0.571796
8.31,1.65062,0.587634
8.36772,1.6705,0.603
8.42477,1.68989,0.618665
8.48413,1.70858,0.635189
8.53867,1.72707,0.650978
8.59814,1.74759,0.66587
8.65492,1.76713,0.682274
8.71548,1.78658,0.697597
8.772,1.80717,0.712064
8.8304,1.82706,0.727614
8.88926,1.84681,0.744817
8.94196,1.86968,0.761147
8.99811,1.88871,0.777075
9.04751,1.90894,0.794911
9.10401,1.9299,0.811465
9.16117,1.95035,0.827598
9.21932,1.96825,0.844378
9.27453,1.98759,0.86401
9.33348,2.00763,0.882024
9.38995,2.02698,0.897588
9.4507,2.04655,0.914748
9.50909,2.06808,0.932253
9.56703,2.08919,0.951598
9.62763,2.11347,0.970995
9.68051,2.13574,0.988718
9.73875,2.15568,1.00702
9.79666,2.17698,1.02458
9.85477,2.19894,1.04398
9.91285,2.21789,1.06302
9.96832,2.23735,1.08104
10.0222,2.25929,1.09946
10.0787,2.28087,1.11929
10.1398,2.30172,1.13702
10.1948,2.32415,1.15556
10.2533,2.34574,1.17495
10.3121,2.36756,1.1948
10.3706,2.38856,1.21441
10.4322,2.41112,1.23423
10.4898,2.43273,1.25403
10.5515,2.45578,1.27265
10.6069,2.47673,1.29332
10.6641,2.49867,1.31427
10.7221,2.51969,1.33362
10.7803,2.543,1.35243
10.8398,2.56431,1.37147
10.8997,2.5872,1.3926
10.9551,2.60868,1.41408
11.0155,2.6312,1.43464
11.0782,2.6523,1.45587
11.1377,2.67573,1.47443
11.2003,2.69834,1.49514
11.2628,2.72112,1.51776
11.3269,2.74337,1.54037
11.3873,2.76704,1.56134
11.4472,2.78906,1.58205
11.5048,2.81126,1.60067
11.5644,2.83549,1.62111
11.6238,2.8593,1.64102
11.6853,2.88131,1.66392
11.7451,2.90529,1.6868
11.8038,2.92758,1.70852
11.8725,2.94975,1.7292
11.935,2.97132,1.7488
11.9981,2.99575,1.7695
12.0646,3.02138,1.78905
12.1243,3.04281,1.81132
12.1909,3.06558,1.83023
12.251,3.08733,1.85231
12.3091,3.10895,1.87104
12.3736,3.13235,1.89234
12.4344,3.1555,1.91431
12.4952,3.17945,1.93482
12.5631,3.20324,1.9562
12.622,3.22803,1.97755
12.6787,3.25205,1.99821
12.7424,3.27663,2.02133
12.806,3.2987,2.04086
12.8686,3.32153,2.06218
12.9369,3.34466,2.0828
13.0009,3.36873,2.10564
13.0691,3.39486,2.12853
13.1311,3.41973,2.15032
13.2032,3.44587,2.17128
13.2726,3.47118,2.19189
13.3373,3.49501,2.21347
13.4039,3.52136,2.23624
13.47,3.54547,2.2575
13.5359,3.57163,2.27924
13.6009,3.59725,2.30331
13.6652,3.62173,2.3267
13.7352,3.64798,2.35057
13.787,3.67217,2.37227
13.8082,3.69934,2.39325
13.8733,3.72501,2.41615
13.9422,3.75187,2.43815
14.0079,3.77666,2.45815
14.0789,3.80509,2.48158
14.1512,3.8316,2.50301
14.2186,3.85837,2.52248
14.288,3.88339,2.54379
14.3595,3.90847,2.5659
14.4378,3.93576,2.58587
14.5069,3.96109,2.6076
14.5757,3.98786,2.63052
14.6487,4.01527,2.65078
14.7255,4.04543,2.6712
14.7917,4.07416,2.69504
14.8637,4.1034,2.71698
14.9336,4.13203,2.73915
15.006,4.16051,2.76179
15.073,4.18776,2.78541
15.1433,4.21469,2.80606
15.2195,4.24047,2.83056
15.2902,4.26676,2.85271
15.3631,4.29601,2.8745
15.4359,4.32455,2.89611
15.509,4.35263,2.9194
15.5821,4.37991,2.94464
15.6626,4.40877,2.96835
15.7408,4.43767,2.9923
15.8182,4.46809,3.01789
15.897,4.50016,3.03975
15.9775,4.53127,3.06258
16.0566,4.56043,3.08622
16.1379,4.58859,3.10989
16.2102,4.6169,3.13215
16.2867,4.64686,3.15444
16.3669,4.67638,3.17851
16.4437,4.7053,3.20263
16.5238,4.73455,3.22623
16.6014,4.76371,3.25076
16.6812,4.79297,3.27745
16.76,4.82259,3.30129
16.8406,4.85388,3.3261
16.9325,4.88615,3.35112
17.0174,4.91716,3.37494
17.1022,4.94797,3.39876
17.1828,4.98108,3.42319
17.2729,5.01272,3.44714
17.357,5.04449,3.4712
17.4414,5.07399,3.49437
17.5295,5.10595,3.52057
17.623,5.1366,3.54534
17.7076,5.16666,3.57012
17.7965,5.2008,3.59514
17.8828,5.23758,3.61928
17.9746,5.27148,3.64571
18.0593,5.30408,3.67129
18.1509,5.3422,3.69895
18.2411,5.37939,3.72435
18.3354,5.41628,3.75167
18.424,5.45311,3.77743
18.5148,5.4859,3.80292
18.6111,5.52043,3.82952
18.7056,5.55551,3.85438
18.792,5.59141,3.88104
18.8918,5.6298,3.90672
18.9832,5.66332,3.93404
19.0798,5.69877,3.95991
19.1737,5.73601,3.9858
19.2756,5.77254,4.01319
19.3721,5.81267,4.04385
19.4771,5.84873,4.06919
19.5846,5.88675,4.09821
19.6801,5.92765,4.127
19.7774,5.9679,4.15502
19.8912,6.00465,4.18187
19.9885,6.04111,4.20863
20.0963,6.07909,4.23399
20.2074,6.11669,4.26199
20.3084,6.15421,4.29223
20.4184,6.19264,4.31909
20.5219,6.23256,4.34871
20.6253,6.27228,4.37817
20.7396,6.3134,4.40811
20.8511,6.35477,4.43591
20.9664,6.39529,4.46611
21.0712,6.43271,4.49667
21.1776,6.4763,4.52781
21.2836,6.51679,4.55868
21.3992,6.55966,4.59132
21.5222,6.601,4.62334
21.6328,6.64641,4.65727
21.7526,6.68984,4.68846
21.8753,6.73506,4.71889
22.0015,6.77729,4.75464
22.1141,6.81902,4.78741
22.2375,6.86481,4.82104
22.3628,6.90886,4.85657
22.479,6.95732,4.89211
22.6117,7.00399,4.92732
22.741,7.05487,4.96051
22.8669,7.10535,4.99517
23.0088,7.15526,5.02859
23.1306,7.20428,5.06243
23.2734,7.24895,5.09925
23.4071,7.29717,5.1324
23.5486,7.34276,5.16742
23.6849,7.39784,5.2063
23.8217,7.45441,5.2392
23.9548,7.50686,5.27406
24.101,7.55518,5.31118
24.2441,7.60792,5.35008
24.3883,7.66347,5.38577
24.5296,7.71606,5.42786
24.6953,7.76526,5.46701
24.8392,7.81886,5.5109
24.995,7.86891,5.55284
25.1683,7.92613,5.59258
25.3318,7.98238,5.63058
25.4951,8.04643,5.67142
25.6541,8.10676,5.71367
25.8283,8.16775,5.7562
26.0098,8.22191,5.79449
26.1719,8.28499,5.83849
26.338,8.34215,5.88199
26.511,8.40404,5.92565
26.6856,8.46928,5.96748
26.8582,8.53069,6.01474
27.0389,8.59082,6.0629
27.2061,8.6573,6.10618
27.3916,8.71722,6.15183
27.5921,8.78829,6.19991
27.8011,8.85435,6.2499
27.992,8.91881,6.29375
28.1892,8.99055,6.34836
28.3707,9.05537,6.40036
28.5638,9.1298,6.44826
28.7554,9.20877,6.497
28.9581,9.282,6.54881
29.1659,9.35648,6.5999
29.3686,9.43195,6.65231
29.604,9.5045,6.70522
29.83,9.59016,6.75599
30.0373,9.66957,6.80723
30.2736,9.74551,6.86424
30.5019,9.822,6.92149
30.7487,9.89678,6.97745
30.974,9.98605,7.03244
31.2543,10.0653,7.09258
31.493,10.1498,7.15222
31.7338,10.238,7.21541
31.9724,10.3258,7.2824
32.2451,10.4187,7.3451
32.4995,10.5062,7.40981
32.7616,10.5976,7.47724
33.0101,10.6963,7.54625
33.3087,10.7964,7.61209
33.5978,10.9036,7.68531
33.8895,11.015,7.75823
34.1707,11.1173,7.83413
34.4627,11.2144,7.91474
34.7968,11.3199,7.98579
35.1318,11.4311,8.06122
35.4341,11.5476,8.14318
35.7531,11.6631,8.21661
36.0944,11.7823,8.29563
36.4445,11.8968,8.37959
36.8132,12.0189,8.46738
37.1422,12.1538,8.55517
37.4907,12.2811,8.64075
37.8953,12.4203,8.73037
38.2855,12.5411,8.81689
38.6794,12.6707,8.91618
39.0643,12.8039,9.00864
39.4814,12.9439,9.09738
39.8694,13.08,9.20189
40.3313,13.2196,9.30445
40.7972,13.3628,9.41362
41.2757,13.5142,9.5293
41.7177,13.6726,9.65092
42.198,13.8428,9.76546
42.6533,14.0121,9.88541
43.1532,14.1786,10.0181
43.6521,14.3457,10.1527
44.1246,14.5341,10.2869
44.6626,14.7281,10.4181
45.2347,14.9112,10.5567
45.7851,15.0928,10.7118
46.3381,15.3051,10.8501
46.9007,15.5157,11.0015
47.5533,15.7268,11.1609
48.1627,15.9739,11.3169
48.8255,16.1842,11.4923
49.5201,16.4358,11.6586
50.2119,16.7134,11.8435
50.9531,16.9632,12.0175
51.7228,17.2191,12.1902
52.5686,17.5065,12.3928
53.4314,17.8038,12.6057
54.2919,18.0933,12.8124
55.1876,18.4325,13.057
56.088,18.7491,13.2845
56.9871,19.1469,13.5085
58.0577,19.5085,13.7522
59.0174,19.8887,13.9931
60.0672,20.2462,14.2849
61.1522,20.6263,14.5699
62.3619,21.0239,14.8926
63.6154,21.5069,15.2039
64.8368,21.9345,15.5349
66.1563,22.4043,15.8959
67.5537,22.9749,16.2543
69.231,23.5214,16.6402
70.7511,24.1419,17.0852
72.4529,24.7336,17.5288
74.362,25.5211,17.9675
76.4667,26.2315,18.441
78.5715,27.0022,18.9668
81.0536,27.8442,19.5742
83.5622,28.7751,20.256
86.5214,29.7317,20.9283
89.6512,30.7855,21.6447
92.9809,31.8822,22.4569
96.7484,33.2298,23.4669
100.745,34.8044,24.5299
105.575,36.4975,25.7611
110.807,38.4818,27.1854
117.66,40.8731,28.6784
125.907,43.3971,30.4373
136.641,46.7194,32.7291
148.705,51.1979,35.7015
163.095,57.002,39.5892
185.983,64.5155,45.032
220.733,76.332,52.7883
314.264,99.4813,67.3523
690.752,202.655,143.995
