X,Y,Z,OriginTime,MinArrival,MinSee,NumberSeen,MaxAngle,PctEmpty,Volume
0.601353,0.18969,0.262906,0.348639,0.579675,0.420742,0,0,1,0
0.651173,0.0242205,0.00645623,0.361459,0.571802,0.413051,0,0,1,0
0.157383,0.122347,0.870363,0.397903,0.592601,0.464331,0,0,1,0
0.539027,0.0364297,0.87754,0.400498,0.505445,0.403527,0,0,1,0
0.820687,0.875197,0.367458,0.407859,0.597388,0.439967,0,0,1,0
0.703563,0.361467,0.214394,0.409456,0.554327,0.40194,1,0.0919073,1,0
0.412447,0.841522,0.854283,0.411059,0.592813,0.438766,0,0,1,0
0.00745795,0.299526,0.517687,0.411105,0.564019,0.459499,0,0,1,0
0.568933,0.995371,0.312242,0.411438,0.532032,0.401816,1,0.1194,1,0
0.148146,0.654277,0.148022,0.413611,0.567752,0.468533,0,0,1,0
0.517129,0.887649,0.999645,0.414137,0.513788,0.410291,1,0.0503812,0.98,0
0.434497,0.234344,0.936904,0.416665,0.57063,0.434448,0,0,1,0
0.656684,0.0551614,0.312946,0.425846,0.502468,0.394846,1,0.527142,0.99,0
0.475196,0.0604497,0.918424,0.425929,0.480014,0.414368,2,0.145922,1,0
0.913803,0.321509,0.222892,0.426028,0.597585,0.432411,0,0,0.99,0
0.565381,0.829051,0.79233,0.427336,0.576535,0.435066,0,0,0.99,0
0.017503,0.863004,0.741951,0.427728,0.48163,0.451647,0,0,1,0
0.121175,0.010545,0.308559,0.428376,0.535428,0.467494,0,0,1,0
0.891111,0.0129927,0.433588,0.429102,0.56937,0.440709,0,0,0.98,0
0.955133,0.192877,0.353345,0.431193,0.552996,0.438184,0,0,1,0
0.0298876,0.564475,0.282787,0.432132,0.594309,0.45742,0,0,0.99,0
0.515289,0.993529,0.507423,0.432753,0.524512,0.430477,1,0.017521,1,0
0.950051,0.256905,0.919858,0.435251,0.542545,0.453927,0,0,1,0
0.788819,0.762391,0.236912,0.436818,0.58331,0.448741,0,0,0.99,0
0.0996677,0.230049,0.335824,0.436946,0.484903,0.452344,0,0,1,0
0.744955,0.662878,0.715616,0.437577,0.566101,0.471329,0,0,0.98,0
0.789392,0.251999,0.898585,0.437634,0.538218,0.434182,1,0.0300759,1,0
0.723984,0.331156,0.341339,0.437981,0.507652,0.407104,1,0.392384,1,0
0.480278,0.603053,0.89736,0.43883,0.52137,0.466942,0,0,1,0
0.217537,0.042269,0.737028,0.439247,0.564664,0.439524,0,0,0.99,0
0.9684,0.195655,0.839078,0.439522,0.538273,0.447247,0,0,1,0
0.335652,0.483591,0.0320029,0.439876,0.578922,0.458602,0,0,0.99,0
0.34817,0.752157,0.664833,0.43997,0.545007,0.460663,0,0,1,0
0.428747,0.114727,0.620346,0.441136,0.54391,0.447929,0,0,1,0
0.88185,0.390563,0.858542,0.441209,0.576245,0.468862,0,0,0.99,0
0.0192584,0.988737,0.602632,0.441273,0.512889,0.467972,0,0,1,0
0.144072,0.926215,0.462419,0.441568,0.54301,0.466403,0,0,1,0
0.47043,0.860422,0.0466718,0.442139,0.485787,0.427038,2,0.287787,0.99,0
0.0334049,0.873965,0.658949,0.443046,0.512947,0.447835,0,0,1,0
0.00447891,0.473286,0.497228,0.443276,0.495304,0.452536,0,0,0.99,0
0.852072,0.182038,0.908901,0.443721,0.532131,0.432604,1,0.102323,1,0
0.702414,0.234659,0.751036,0.44373,0.58911,0.44489,0,0,0.96,0
0.864846,0.0598318,0.761121,0.444028,0.60217,0.443429,1,0.00457783,1,0
0.0179,0.114586,0.0867562,0.44449,0.539662,0.455293,0,0,1,0
0.453584,0.538532,0.0623556,0.445326,0.549542,0.453708,0,0,1,0
0.562792,0.904818,0.382231,0.446395,0.526051,0.430441,2,0.12928,1,0
0.157034,0.432952,0.864387,0.446542,0.547864,0.469763,0,0,1,0
0.0772791,0.244599,0.363253,0.446624,0.475225,0.446537,1,0.00565101,1,0
0.378272,0.320621,0.404419,0.447668,0.524405,0.427414,1,0.173842,1,0
0.91055,0.447018,0.303278,0.448504,0.564368,0.44947,0,0,0.99,0
0.765853,0.524945,0.657413,0.449622,0.532053,0.468727,0,0,1,0
0.0476086,0.852549,0.744884,0.449626,0.459732,0.438508,1,0.961883,0.99,0
0.150738,0.133554,0.271841,0.449962,0.554902,0.45904,0,0,1,0
0.311313,0.610862,0.487181,0.450206,0.531684,0.475011,0,0,1,0
0.63446,0.153525,0.620072,0.451043,0.567757,0.441223,1,0.0684021,0.98,0
0.771109,0.315389,0.368389,0.451074,0.494559,0.416346,1,0.378924,1,0
0.975051,0.187253,0.0602901,0.451249,0.532904,0.452731,0,0,0.98,0
0.312494,0.2694,0.62783,0.451545,0.536264,0.463658,0,0,0.98,0
0.935085,0.652913,0.637012,0.451694,0.545051,0.481596,0,0,1,0
0.394071,0.05413,0.562504,0.453245,0.531802,0.447304,1,0.0383027,0.99,0
0.0292842,0.459858,0.466144,0.453331,0.48525,0.453514,0,0,0.98,0
0.312152,0.187132,0.619614,0.453587,0.534222,0.461473,0,0,0.98,0
0.341775,0.849218,0.706536,0.453934,0.545804,0.452426,1,0.0230296,0.98,0
0.688386,0.518369,0.66447,0.453987,0.527687,0.466108,0,0,1,0
0.071498,0.39296,0.953146,0.454136,0.570757,0.468297,0,0,0.97,0
0.327117,0.492066,0.57802,0.454247,0.571968,0.472898,0,0,1,0
0.315455,0.311146,0.375375,0.454553,0.51752,0.435894,1,0.142592,0.99,0
0.188571,0.323181,0.758861,0.454586,0.561378,0.455603,0,0,1,0
0.430215,0.0752348,0.901845,0.454835,0.476096,0.430081,4,0.696372,0.98,0
0.855809,0.650903,0.993497,0.455211,0.541859,0.465394,0,0,0.99,0
0.12472,0.321547,0.553052,0.455843,0.535547,0.444941,1,0.222572,1,0
0.308303,0.458195,0.206017,0.456587,0.559217,0.45053,1,0.0378006,0.96,0
0.117063,0.154472,0.526251,0.456847,0.593114,0.456655,1,0.00263983,0.98,0
0.897524,0.753788,0.956046,0.457411,0.572378,0.454504,1,0.0197059,1,0
0.694177,0.485024,0.221002,0.458935,0.533545,0.433178,2,0.30443,0.99,0
0.666672,0.0853156,0.710244,0.458943,0.568606,0.441524,2,0.145238,0.99,0
0.593806,0.58424,0.134011,0.458993,0.585285,0.453738,1,0.0317104,1,0
0.0595124,0.792903,0.0912923,0.459219,0.562593,0.457541,1,0.0241408,0.98,0
0.254586,0.985027,0.301943,0.459478,0.547562,0.451716,1,0.048117,0.98,0
0.725006,0.346798,0.881467,0.460618,0.547339,0.452038,2,0.0608794,1,0
0.856255,0.508221,0.553205,0.461738,0.52757,0.471401,0,0,1,0
0.531296,0.0975895,0.627096,0.462001,0.545326,0.447738,1,0.0939,0.98,0
0.931,0.0910994,0.528543,0.462152,0.547725,0.458279,2,0.0223088,1,0
0.209089,0.306172,0.995645,0.46223,0.559351,0.456446,1,0.0635826,0.99,0
0.0505438,0.803854,0.642487,0.462238,0.517075,0.458699,2,0.0738728,1,0
0.420938,0.836191,0.039244,0.462489,0.497742,0.441477,4,0.342226,0.99,0
0.730112,0.650763,0.40673,0.462734,0.558629,0.467871,0,0,0.98,0
0.168424,0.950105,0.577687,0.462956,0.561778,0.469888,0,0,1,0
0.806509,0.650016,0.15354,0.46296,0.577856,0.467966,0,0,0.98,0
0.392897,0.116949,0.2469,0.463589,0.570001,0.415901,2,0.565983,0.95,0
0.0561543,0.804096,0.753226,0.463915,0.49908,0.449236,2,0.538854,0.99,0
0.303348,0.674153,0.460539,0.46393,0.519335,0.466777,0,0,0.99,0
0.0126821,0.137633,0.22894,0.464089,0.560038,0.454929,1,0.0552481,0.96,0
0.490674,0.134056,0.10309,0.464569,0.530175,0.412266,3,0.689686,0.98,0
0.877718,0.399142,0.0616684,0.464877,0.551826,0.452073,1,0.0802658,1,0
0.485693,0.584012,0.959129,0.465275,0.503693,0.457092,1,0.323336,0.96,0
0.367501,0.322552,0.638196,0.46537,0.50115,0.464328,1,0.00564114,0.97,0
0.892023,0.462288,0.942311,0.465497,0.534424,0.468216,0,0,0.95,0
0.998379,0.43266,0.260657,0.465693,0.547179,0.462898,2,0.0484515,0.99,0
0.42714,0.664362,0.561032,0.466535,0.571331,0.476727,0,0,0.99,0
0.27526,0.219482,0.706903,0.466612,0.552197,0.456388,1,0.115141,0.93,0
0.244212,0.132003,0.372119,0.466638,0.559365,0.447818,1,0.125576,0.99,0
0.984171,0.158152,0.598351,0.467004,0.516148,0.45517,1,0.182266,0.98,0
0.619358,0.350962,0.283626,0.46708,0.51223,0.405046,2,1.06754,0.99,0
0.00785259,0.0108909,0.564274,0.467148,0.487015,0.455597,1,0.671857,0.96,0
0.728622,0.356738,0.7907,0.467361,0.544222,0.463414,1,0.0244666,0.98,0
0.0586515,0.0152214,0.33384,0.467825,0.495979,0.449786,1,0.713633,0.97,0
0.638451,0.381784,0.589882,0.467897,0.582443,0.448698,1,0.127059,0.96,0
0.439149,0.971676,0.381622,0.468167,0.560497,0.431852,2,0.313579,0.95,0
0.757336,0.400742,0.524506,0.46829,0.542356,0.446679,1,0.147285,0.99,0
0.51967,0.986864,0.45184,0.46836,0.488905,0.430378,3,0.835301,0.97,0
0.834192,0.817307,0.775125,0.468465,0.581287,0.454922,1,0.0945603,0.98,0
0.271711,0.257456,0.951802,0.468703,0.552878,0.451028,3,0.23063,0.97,0
0.233974,0.19674,0.201855,0.469014,0.569643,0.447211,1,0.147837,0.97,0
