OriginTime,MinWait,MinSETI
0.609361,0.00071194,0.000711917
1.13054,0.00211089,0.00211075
1.37775,0.00286937,0.00286918
1.5618,0.00360945,0.00360921
1.71676,0.00448991,0.00448945
1.85507,0.00551321,0.00551257
1.98265,0.00665114,0.00665042
2.10182,0.00802515,0.00802324
2.214,0.00979305,0.00979007
2.32129,0.0118499,0.0118482
2.41857,0.0138934,0.0138901
2.5096,0.0163083,0.016305
2.59053,0.0190837,0.0190779
2.67139,0.0223802,0.0223683
2.74776,0.0259825,0.0259664
2.81568,0.0292349,0.0292186
2.8826,0.0319912,0.0319677
2.949,0.0347274,0.0347008
3.01229,0.0370768,0.0370399
3.07284,0.039333,0.039293
3.12958,0.0415269,0.0414796
3.18875,0.0435063,0.0434621
3.24341,0.0455216,0.045477
3.29631,0.04747,0.0474214
3.34478,0.0493247,0.0492618
3.39247,0.0510403,0.0509793
3.44308,0.0527452,0.0526812
3.48893,0.054461,0.054399
3.53642,0.0561692,0.0561003
3.58054,0.057849,0.0577742
3.62409,0.0594647,0.0593851
3.66846,0.0609846,0.060895
3.71085,0.0625498,0.0624648
3.75302,0.0641079,0.0640121
3.79391,0.0656378,0.0655463
3.83377,0.0671236,0.0670277
3.87235,0.0686072,0.0684981
3.91201,0.0700785,0.069974
3.94965,0.0715169,0.0714077
3.98739,0.0729404,0.0728232
4.02509,0.0743958,0.0742796
4.06307,0.0758377,0.0757134
4.09915,0.0773166,0.0771908
4.13477,0.0787816,0.0786462
4.17123,0.0802222,0.0800907
4.2057,0.0817298,0.0815919
4.23793,0.0832451,0.0831012
4.27262,0.0847147,0.0845658
4.30605,0.0861687,0.0860012
4.33872,0.0876682,0.0875056
4.37108,0.0891106,0.0889473
4.40316,0.0906529,0.0904758
4.43477,0.0921827,0.0920028
4.46679,0.0937723,0.0936004
4.49846,0.095309,0.0951274
4.52899,0.0969289,0.0967296
4.55911,0.098517,0.0983143
4.589,0.100124,0.0999131
4.61816,0.101706,0.101477
4.64821,0.103263,0.103031
4.67669,0.104899,0.104662
4.70623,0.106522,0.106289
4.73527,0.108157,0.107907
4.76322,0.109818,0.109548
4.79116,0.111413,0.111135
4.8181,0.112952,0.112686
4.84465,0.114611,0.114322
4.87274,0.116279,0.115966
4.89985,0.117958,0.117643
4.92642,0.119646,0.119333
4.95282,0.12127,0.120947
4.97848,0.122876,0.122549
5.00472,0.1245,0.124155
5.03088,0.126204,0.125852
5.05691,0.127914,0.127534
5.0821,0.129509,0.129127
5.10807,0.131135,0.130755
5.13269,0.132754,0.132366
5.15591,0.134406,0.133997
5.18075,0.136059,0.135632
5.20586,0.137735,0.137298
5.23049,0.13939,0.138931
5.25503,0.141007,0.140537
5.2792,0.142762,0.142318
5.303,0.14445,0.143976
5.32633,0.146103,0.145633
5.35032,0.147711,0.147252
5.37406,0.149502,0.149004
5.39712,0.151246,0.150716
5.41961,0.152842,0.152312
5.44212,0.154507,0.153961
5.46496,0.156222,0.155672
5.48692,0.1579,0.157342
5.5086,0.15969,0.159107
5.53132,0.161408,0.160792
5.55343,0.163117,0.162515
5.57629,0.164867,0.164243
5.59698,0.166651,0.166017
5.61855,0.168413,0.167791
5.63968,0.170204,0.169533
5.66009,0.171961,0.171285
5.68099,0.173754,0.173047
5.70162,0.175492,0.174786
5.72191,0.177247,0.176538
5.74273,0.179058,0.178326
5.76301,0.180889,0.180111
5.78299,0.182683,0.1819
5.80263,0.184427,0.183659
5.82259,0.186272,0.18549
5.84257,0.188149,0.187371
5.86248,0.190011,0.189144
5.88208,0.191705,0.190879
5.90151,0.193595,0.192745
5.92175,0.195461,0.194572
5.94134,0.197227,0.196355
5.96131,0.199115,0.198237
5.98063,0.201009,0.200099
5.99919,0.202885,0.201937
6.01848,0.204731,0.203749
6.0373,0.20658,0.2056
6.05594,0.208521,0.207506
6.07461,0.210368,0.209381
6.09295,0.212205,0.211203
6.11098,0.21404,0.212974
6.12917,0.215994,0.214888
6.14731,0.217817,0.216723
6.16576,0.219676,0.218551
6.18334,0.221533,0.22041
6.20158,0.22343,0.222292
6.21972,0.225309,0.224126
6.23704,0.227175,0.226006
6.25448,0.229008,0.227816
6.27263,0.230886,0.229651
6.29041,0.232734,0.231532
6.30825,0.234701,0.23344
6.32612,0.236584,0.235305
6.34301,0.238449,0.237145
6.36061,0.240255,0.238934
6.37818,0.242164,0.240836
6.39511,0.244051,0.242721
6.41096,0.245995,0.244621
6.427,0.247888,0.246503
6.44366,0.249765,0.248335
6.46006,0.251625,0.250169
6.47716,0.253463,0.252012
6.49374,0.255388,0.253873
6.51119,0.257263,0.255696
6.52781,0.259135,0.257572
6.5445,0.261059,0.259483
6.56024,0.262951,0.261342
6.57679,0.264779,0.263164
6.59277,0.26667,0.265017
6.60954,0.268522,0.266889
6.62645,0.270454,0.26874
6.64209,0.272357,0.270654
6.65764,0.274232,0.272506
6.67308,0.276109,0.274383
6.68905,0.277996,0.27623
6.70502,0.279914,0.278113
6.72146,0.281815,0.280029
6.73696,0.28369,0.281847
6.75274,0.285543,0.283707
6.76837,0.287438,0.285577
6.78424,0.289411,0.287459
6.79977,0.291324,0.289331
6.8153,0.293162,0.291137
6.83092,0.294984,0.292955
6.84598,0.296773,0.294755
6.86116,0.298649,0.296581
6.87573,0.30047,0.298412
6.89067,0.302387,0.300281
6.90585,0.304274,0.302126
6.92169,0.306124,0.303967
6.937,0.308011,0.305797
6.95227,0.30988,0.307638
6.96791,0.311819,0.309525
6.98206,0.313718,0.311405
6.99715,0.315615,0.313342
7.01211,0.317579,0.315232
7.02703,0.319485,0.317171
7.04207,0.321439,0.319034
7.05743,0.323357,0.320932
7.07205,0.325292,0.32289
7.08655,0.327244,0.32477
7.10067,0.329224,0.326648
7.11554,0.331101,0.328565
7.1298,0.333022,0.33048
7.1438,0.335029,0.332423
7.1578,0.337036,0.334395
7.17221,0.339012,0.336308
7.18671,0.340969,0.33827
7.20054,0.342937,0.34021
7.21488,0.344872,0.342042
7.22983,0.346857,0.343995
7.24335,0.348833,0.345952
7.2576,0.350791,0.347906
7.27169,0.352765,0.349838
7.28576,0.354666,0.351703
7.29961,0.356595,0.353612
7.31322,0.358598,0.355583
7.32705,0.360532,0.357522
7.34025,0.362517,0.359406
7.3539,0.364538,0.361447
7.36778,0.366557,0.363387
7.38168,0.368592,0.365416
7.39504,0.370486,0.367286
7.40937,0.372404,0.369176
7.42273,0.374423,0.371048
7.43623,0.37632,0.373027
7.45015,0.378379,0.375022
7.46337,0.38038,0.376993
7.47718,0.38237,0.379011
7.49033,0.384412,0.380888
7.50356,0.386385,0.382869
7.5171,0.38832,0.384723
7.53098,0.390274,0.386709
7.5443,0.392183,0.388513
7.55733,0.39406,0.390389
7.57018,0.395929,0.392277
7.58365,0.397919,0.39416
7.59604,0.3999,0.396109
7.60896,0.401874,0.398045
7.62146,0.403896,0.400036
7.63428,0.405851,0.401919
7.64694,0.407757,0.403858
7.65987,0.40969,0.405708
7.67272,0.411635,0.40758
7.68557,0.413513,0.4095
7.69814,0.415436,0.411368
7.71071,0.417518,0.413372
7.72368,0.419409,0.415246
7.73678,0.421411,0.417172
7.74982,0.423421,0.419106
7.76246,0.425323,0.421071
7.77479,0.427336,0.422992
7.78772,0.429319,0.424943
7.80058,0.431278,0.426864
7.81348,0.433276,0.428787
7.826,0.435218,0.430718
7.83831,0.437105,0.432602
7.85109,0.439092,0.434476
7.86349,0.44101,0.436365
7.87596,0.443025,0.43832
7.88891,0.445013,0.4403
7.90143,0.447051,0.442201
7.91401,0.448991,0.444199
7.92662,0.451063,0.446168
7.939,0.453089,0.448173
7.95141,0.455179,0.450209
7.9636,0.457147,0.452169
7.97554,0.459062,0.454039
7.9874,0.460993,0.455963
7.9995,0.462982,0.457825
8.0119,0.464976,0.459747
8.02374,0.46689,0.461702
8.03596,0.468877,0.463623
8.04778,0.470878,0.46557
8.05961,0.472863,0.467454
8.07118,0.474881,0.469475
8.08284,0.47689,0.471475
8.09513,0.478914,0.473416
8.10662,0.480911,0.475294
8.11871,0.482877,0.477331
8.13052,0.484885,0.479266
8.14247,0.486905,0.481225
8.15444,0.488852,0.483099
8.16633,0.490765,0.485098
8.17813,0.492742,0.486995
8.18973,0.494753,0.488935
8.20222,0.496793,0.490878
8.21403,0.498745,0.492824
8.22601,0.500752,0.494728
8.23764,0.502678,0.4966
8.24933,0.504726,0.49861
8.26139,0.506772,0.50062
8.27274,0.508813,0.502632
8.28429,0.510746,0.504579
8.29589,0.512764,0.506469
8.30756,0.51471,0.508417
8.31885,0.516701,0.510324
8.3298,0.518645,0.51229
8.34152,0.520694,0.514253
8.35302,0.522737,0.516195
8.36461,0.524743,0.518187
8.37662,0.526723,0.520159
8.38817,0.528759,0.522128
8.39989,0.530816,0.524048
8.41112,0.532744,0.525988
8.4224,0.534745,0.527889
8.43398,0.536691,0.529881
8.44564,0.538711,0.531759
8.45722,0.540643,0.533694
8.46841,0.542581,0.535616
8.47919,0.544572,0.537492
8.49044,0.54658,0.539387
8.50159,0.548559,0.541309
8.51296,0.550476,0.543296
8.52407,0.552375,0.545198
8.53506,0.554401,0.547111
8.54637,0.556298,0.549013
8.55788,0.558293,0.550896
8.56867,0.560228,0.552776
8.57989,0.562221,0.55466
8.5911,0.56421,0.556648
8.60205,0.566271,0.558609
8.61362,0.568362,0.560626
8.62484,0.57032,0.562618
8.63643,0.572333,0.56461
8.64714,0.574355,0.566604
8.65811,0.57635,0.568579
8.6694,0.578413,0.570524
8.68101,0.580471,0.572516
8.69206,0.582467,0.574474
8.70287,0.58442,0.576402
8.71419,0.586478,0.578345
8.72555,0.58843,0.580279
8.73624,0.590425,0.582256
8.74727,0.592491,0.584186
8.75752,0.594497,0.586209
8.7686,0.596511,0.588144
8.77911,0.598614,0.590187
8.79032,0.600686,0.592131
8.80121,0.602721,0.594118
8.81221,0.604718,0.596092
8.8228,0.606712,0.598085
8.83345,0.608743,0.600026
8.84391,0.610659,0.601991
8.8549,0.612698,0.60393
8.86586,0.614766,0.605904
8.87675,0.616957,0.60801
8.88689,0.619089,0.610095
8.89749,0.621096,0.612067
8.90815,0.623135,0.614071
8.91858,0.625221,0.616099
8.92929,0.627212,0.6181
8.93986,0.629273,0.620021
8.95045,0.631271,0.621922
8.96123,0.633283,0.623915
8.97235,0.635419,0.625906
8.9837,0.637403,0.627891
8.99444,0.639447,0.629886
9.00475,0.641404,0.631813
9.01475,0.643437,0.633778
9.0251,0.645565,0.635832
9.03539,0.647563,0.637882
9.04619,0.649623,0.63982
9.05672,0.651675,0.641752
9.06691,0.653766,0.643741
9.07716,0.655824,0.645736
9.08771,0.65785,0.647784
9.09799,0.660019,0.649817
9.10848,0.662224,0.65188
9.11908,0.664237,0.654012
9.12959,0.666277,0.656026
9.14001,0.66829,0.658034
9.15015,0.670367,0.659953
9.16053,0.672531,0.662004
9.17077,0.674594,0.664036
9.18131,0.676658,0.666043
9.19157,0.678688,0.668066
9.20194,0.680794,0.670079
9.21262,0.682871,0.672098
9.22316,0.685021,0.674141
9.23341,0.687129,0.676097
9.24335,0.689192,0.678137
9.25363,0.691369,0.680248
9.26364,0.693432,0.682253
9.2741,0.695541,0.68431
9.2845,0.697676,0.686371
9.29459,0.699812,0.688398
9.30497,0.701932,0.690446
9.31533,0.70401,0.692479
9.32496,0.706093,0.694548
9.33498,0.708142,0.696514
9.34532,0.710142,0.698448
9.35538,0.712115,0.700419
9.36539,0.71415,0.702397
9.37554,0.716279,0.704481
9.38572,0.718415,0.706483
9.39588,0.720584,0.708487
9.40618,0.722737,0.710488
9.41674,0.724799,0.712535
9.42706,0.726877,0.714637
9.43706,0.728998,0.716746
9.44721,0.731168,0.718772
9.45699,0.733281,0.720863
9.46683,0.735356,0.722882
9.47712,0.737533,0.724913
9.4871,0.739679,0.727003
9.49728,0.741861,0.729161
9.50732,0.743926,0.731192
9.51721,0.745953,0.733174
9.52679,0.748101,0.735254
9.53661,0.750173,0.737321
9.54641,0.752402,0.739439
9.55638,0.7545,0.74154
9.56618,0.756632,0.743605
9.57636,0.758786,0.745617
9.58638,0.760843,0.747639
9.59651,0.762979,0.749645
9.60653,0.765152,0.751676
9.61623,0.767244,0.753713
9.62616,0.769411,0.755768
9.63595,0.77165,0.757864
9.64561,0.773805,0.75994
9.65544,0.775929,0.761999
9.66494,0.778116,0.764202
9.67474,0.780386,0.766351
9.68431,0.782555,0.768512
9.69405,0.784867,0.770597
9.70331,0.787025,0.772731
9.71298,0.789271,0.774911
9.72293,0.79144,0.776982
9.73262,0.79352,0.779087
9.74263,0.79571,0.781089
9.75246,0.797891,0.783208
9.76261,0.800055,0.785429
9.77208,0.802243,0.787489
9.78234,0.804352,0.789662
9.79181,0.80655,0.791669
9.8017,0.808716,0.793697
9.81117,0.810833,0.795724
9.82081,0.812994,0.797835
9.83034,0.81524,0.799912
9.83984,0.817444,0.802058
9.84935,0.819765,0.804225
9.85918,0.821984,0.806349
9.8694,0.824221,0.808556
9.87896,0.826413,0.810736
9.88918,0.828548,0.812807
9.89881,0.830684,0.814856
9.90845,0.832872,0.816941
9.91794,0.835061,0.819003
9.9272,0.837258,0.821073
9.93692,0.839487,0.82327
9.94647,0.841631,0.825355
9.95536,0.843863,0.827483
9.96536,0.846068,0.82967
9.97476,0.848312,0.83179
9.98402,0.850472,0.833979
9.99365,0.852698,0.836095
10.0033,0.854937,0.838107
10.0126,0.857149,0.840266
10.0222,0.859323,0.842322
10.0317,0.861594,0.844511
10.0406,0.863858,0.846588
10.0502,0.866063,0.848781
10.0597,0.868343,0.850959
10.0694,0.870656,0.853065
10.079,0.872894,0.855248
10.0885,0.875179,0.857494
10.0981,0.877431,0.859605
10.1076,0.879716,0.86182
10.117,0.881883,0.863995
10.1261,0.884103,0.866173
10.1355,0.886291,0.868364
10.1451,0.888512,0.870508
10.1546,0.89075,0.872555
10.1637,0.893069,0.874729
10.1728,0.895318,0.876874
10.1824,0.897557,0.879023
