X,Y,Z,OriginTime,MinArrival,MinSee,NumberSeen,MaxAngle,PctEmpty,Volume
0.601353,0.18969,0.262906,0.348639,0.55073,0.449685,0,0,0,0
0.591919,0.995085,0.297102,0.359487,0.546451,0.452969,0,0,0,0
0.164713,0.294026,0.308457,0.363723,0.548442,0.456083,0,0,0,0
0.592407,0.43226,0.492382,0.381224,0.514715,0.447969,0,0,0,0
0.0839672,0.579141,0.438843,0.38128,0.61348,0.49738,0,0,0,0
0.698522,0.0762182,0.441777,0.386246,0.495963,0.441104,0,0,0,0
0.0934115,0.389782,0.958546,0.387044,0.573958,0.480501,0,0,0,0
0.614045,0.255014,0.896652,0.393456,0.588498,0.490977,0,0,0,0
0.648083,0.151273,0.540636,0.394737,0.520224,0.457481,0,0,0,0
0.00725534,0.571484,0.170137,0.396336,0.585426,0.490881,0,0,0,0
0.365846,0.824917,0.692596,0.398604,0.571629,0.485116,0,0,0,0
0.585337,0.912531,0.572062,0.400808,0.539046,0.469927,0,0,0,0
0.601449,0.504173,0.793478,0.400921,0.48258,0.441751,0,0,0,0
0.613791,0.0562084,0.436349,0.408733,0.473476,0.441104,0,0,0,0
0.552259,0.534797,0.835208,0.411174,0.472327,0.441751,0,0,0,0
0.203139,0.953617,0.87965,0.416267,0.562253,0.48926,0,0,0,0
0.119139,0.225825,0.86198,0.416726,0.525795,0.47126,0,0,0,0
0.666529,0.830576,0.742706,0.417624,0.527966,0.472795,0,0,0,0
0.665314,0.464552,0.546441,0.418379,0.47756,0.447969,0,0,0,0
0.434591,0.669344,0.302297,0.419487,0.48272,0.451104,0,0,0,0
0.258582,0.698761,0.478778,0.421758,0.567439,0.494598,0,0,0,0
0.245871,0.389613,0.299854,0.422754,0.489411,0.456083,0,0,0,0
0.941853,0.182262,0.733197,0.423173,0.551413,0.487293,0,0,0,0
0.954929,0.000310001,0.659117,0.423694,0.555954,0.489824,0,0,0,0
0.418276,0.903858,0.357964,0.424167,0.564861,0.494514,0,0,0,0
0.550152,0.618305,0.0231619,0.42463,0.594966,0.509798,0,0,0,0
0.4323,0.938174,0.584315,0.425084,0.526765,0.475925,0,0,0,0
0.54807,0.727119,0.821034,0.426686,0.558559,0.492623,0,0,0,0
0.736596,0.578177,0.178591,0.42877,0.58677,0.50777,0,0,0,0
0.940137,0.304522,0.0931786,0.429012,0.556164,0.492588,0,0,0,0
0.392435,0.634027,0.562154,0.429388,0.491763,0.460575,0,0,0,0
0.728678,0.262852,0.360043,0.42984,0.524707,0.477274,0,0,0,0
0.310198,0.966505,0.0397644,0.43029,0.518857,0.474574,0,0,0,0
0.149057,0.86501,0.720173,0.431317,0.51165,0.471483,0,0,0,0
0.63612,0.0697475,0.584554,0.431355,0.488109,0.459732,0,0,0,0
0.322292,0.405739,0.0413573,0.43163,0.5462,0.488915,0,0,0,0
0.844427,0.117113,0.146627,0.433139,0.567127,0.500133,0,0,0,0
0.870163,0.48024,0.110952,0.435941,0.568166,0.502053,0,0,0,0
0.403775,0.65124,0.272612,0.43626,0.465947,0.451104,0,0,0,0
0.183364,0.125875,0.736321,0.436323,0.578203,0.507263,0,0,0,0
0.807747,0.738761,0.227646,0.436554,0.567658,0.502106,0,0,0,0
0.925999,0.805097,0.476672,0.437084,0.560492,0.498788,0,0,0,0
0.850412,0.0153988,0.777726,0.438788,0.543442,0.491115,0,0,0,0
0.451872,0.987377,0.481487,0.438912,0.540747,0.489829,0,0,0,0
0.724217,0.222198,0.742303,0.440782,0.585909,0.513346,0,0,0,0
0.360417,0.670838,0.54826,0.441035,0.480115,0.460575,0,0,0,0
0.236359,0.951851,0.022538,0.441632,0.507515,0.474574,0,0,0,0
0.768707,0.393446,0.472673,0.441647,0.556212,0.49893,0,0,0,0
0.838232,0.184839,0.590952,0.44228,0.54845,0.495365,0,0,0,0
0.376322,0.39332,0.363734,0.442315,0.548414,0.495365,0,0,0,0
0.66688,0.193779,0.349103,0.442377,0.456992,0.449685,0,0,0,0
0.576153,0.803223,0.0242234,0.442409,0.587505,0.514957,0,0,0,0
0.289713,0.766961,0.165569,0.443657,0.571744,0.5077,0,0,0,0
0.0229465,0.920424,0.327246,0.443968,0.567343,0.505655,0,0,0,0
0.329488,0.891826,0.856188,0.444714,0.556416,0.500565,0,0,0,0
0.663934,0.470517,0.935104,0.444775,0.559335,0.502055,0,0,0,0
0.0486897,0.41236,0.690324,0.445163,0.46591,0.455536,0,0,0,0
0.780037,0.458142,0.873565,0.445591,0.560672,0.503131,0,0,0,0
0.146503,0.0262505,0.182482,0.44651,0.498225,0.472368,0,0,0,0
0.436126,0.485246,0.921893,0.446821,0.564329,0.505575,0,0,0,0
0.105915,0.655232,0.590461,0.447057,0.525462,0.48626,0,0,0,0
0.049517,0.430678,0.693603,0.447282,0.46379,0.455536,0,0,0,0
0.120832,0.494331,0.155098,0.4473,0.534461,0.490881,0,0,0,0
0.889294,0.552269,0.628595,0.447429,0.52479,0.48611,0,0,0,0
0.788807,0.43966,0.71078,0.448763,0.504195,0.476479,0,0,0,0
0.847159,0.546504,0.690957,0.449307,0.522912,0.48611,0,0,0,0
0.0524687,0.379368,0.806846,0.449437,0.526032,0.487734,0,0,0,0
0.337754,0.480289,0.343607,0.451172,0.539558,0.495365,0,0,0,0
0.571265,0.641024,0.680599,0.451193,0.566823,0.509008,0,0,0,0
0.0643109,0.275542,0.992245,0.451348,0.509654,0.480501,0,0,0,0
0.620573,0.866886,0.790283,0.452508,0.493082,0.472795,0,0,0,0
0.740474,0.548115,0.767522,0.452521,0.549017,0.500769,0,0,0,0
0.586492,0.312851,0.670151,0.452534,0.5581,0.505317,0,0,0,0
0.406124,0.456776,0.693468,0.452951,0.520766,0.486858,0,0,0,0
0.0709487,0.717889,0.05496,0.453008,0.566704,0.509856,0,0,0,0
0.651173,0.0242205,0.00645623,0.453213,0.582422,0.517818,0,0,0,0
0.777432,0.863561,0.736493,0.454286,0.533495,0.493891,0,0,0,0
0.0163806,0.293286,0.571505,0.454347,0.519617,0.486982,0,0,0,0
0.296022,0.156653,0.79252,0.454706,0.565929,0.510317,0,0,0,0
0.570396,0.537663,0.723032,0.455088,0.484877,0.469982,0,0,0,0
0.554842,0.273623,0.0144969,0.45531,0.526643,0.490977,0,0,0,0
0.0755831,0.616622,0.639172,0.456299,0.51622,0.48626,0,0,0,0
0.764604,0.966909,0.0803341,0.45674,0.559595,0.508167,0,0,0,0
0.0267382,0.103811,0.535582,0.456751,0.544248,0.500499,0,0,0,0
0.0792338,0.238067,0.807134,0.456872,0.485648,0.47126,0,0,0,0
0.183715,0.868365,0.678112,0.457047,0.48592,0.471483,0,0,0,0
0.440893,0.626634,0.146641,0.457637,0.507639,0.482638,0,0,0,0
0.418778,0.139959,0.58209,0.45792,0.555434,0.506677,0,0,0,0
0.441372,0.281852,0.336266,0.458263,0.526269,0.492266,0,0,0,0
0.875453,0.240072,0.126188,0.459069,0.526107,0.492588,0,0,0,0
0.862481,0.712817,0.781993,0.459299,0.555366,0.507332,0,0,0,0
0.940863,0.0750378,0.168547,0.459653,0.540613,0.500133,0,0,0,0
0.193421,0.0137543,0.153493,0.459691,0.50306,0.481375,0,0,0,0
0.0465462,0.984777,0.683109,0.459982,0.519666,0.489824,0,0,0,0
0.166583,0.193926,0.372993,0.460064,0.482839,0.471451,0,0,0,0
0.546891,0.830123,0.536555,0.460232,0.498429,0.479331,0,0,0,0
0.0351139,0.442336,0.107043,0.460382,0.542747,0.501564,0,0,0,0
0.0522158,0.0698596,0.926896,0.461019,0.591977,0.526498,0,0,0,0
0.0523807,0.932906,0.870902,0.461124,0.568693,0.514909,0,0,0,0
0.836411,0.544646,0.925909,0.461189,0.547453,0.504321,0,0,0,0
0.61942,0.241819,0.519347,0.461461,0.492069,0.476765,0,0,0,0
0.925374,0.880767,0.333525,0.461832,0.549478,0.505655,0,0,0,0
0.146274,0.220366,0.511457,0.461843,0.58046,0.521151,0,0,0,0
0.91094,0.194032,0.321574,0.461905,0.561513,0.511709,0,0,0,0
0.944142,0.49365,0.706434,0.461957,0.557045,0.509501,0,0,0,0
0.175846,0.881491,0.188063,0.462548,0.553694,0.508121,0,0,0,0
0.654289,0.754801,0.682319,0.46273,0.515289,0.48901,0,0,0,0
0.0312678,0.436775,0.822044,0.462976,0.512493,0.487734,0,0,0,0
0.0679253,0.0357031,0.238387,0.463037,0.532807,0.497922,0,0,0,0
0.997363,0.452526,0.640946,0.46317,0.524549,0.49386,0,0,0,0
0.49691,0.568267,0.453761,0.463773,0.551839,0.507806,0,0,0,0
0.349285,0.823512,0.234959,0.464217,0.551183,0.5077,0,0,0,0
0.00669686,0.344586,0.587644,0.464974,0.508991,0.486982,0,0,0,0
0.11117,0.90787,0.966339,0.465256,0.550678,0.507967,0,0,0,0
0.357506,0.927069,0.720522,0.465401,0.504832,0.485116,0,0,0,0
0.369832,0.673868,0.815614,0.465409,0.553668,0.509538,0,0,0,0
0.454216,0.238694,0.766311,0.465481,0.564639,0.51506,0,0,0,0
0.878464,0.164096,0.678694,0.465863,0.508723,0.487293,0,0,0,0
0.293732,0.267624,0.0898357,0.465895,0.538585,0.50224,0,0,0,0
0.118119,0.0312936,0.195457,0.466612,0.478124,0.472368,0,0,0,0
0.137197,0.756973,0.990978,0.466654,0.553057,0.509856,0,0,0,0
0.614381,0.880797,0.513845,0.466659,0.473195,0.469927,0,0,0,0
0.662043,0.776101,0.596997,0.466866,0.551012,0.508939,0,0,0,0
0.929493,0.788843,0.118528,0.467402,0.596002,0.531702,0,0,0,0
0.00681688,0.174549,0.557263,0.467627,0.533372,0.500499,0,0,0,0
0.934024,0.199171,0.0233073,0.467761,0.555576,0.511668,0,0,0,0
0.820305,0.191403,0.0783757,0.467995,0.536866,0.502431,0,0,0,0
0.963587,0.882768,0.411501,0.468005,0.545218,0.506612,0,0,0,0
0.524243,0.535967,0.750326,0.468254,0.49491,0.481582,0,0,0,0
0.634921,0.00396024,0.691437,0.46924,0.542257,0.505749,0,0,0,0
0.0519434,0.802512,0.358827,0.469483,0.55573,0.512606,0,0,0,0
0.746266,0.402768,0.385803,0.469722,0.531852,0.500787,0,0,0,0
0.846313,0.302424,0.098811,0.470115,0.523029,0.496572,0,0,0,0
0.617156,0.923035,0.858301,0.470324,0.540773,0.505549,0,0,0,0
0.396101,0.480944,0.452155,0.470948,0.568361,0.519654,0,0,0,0
0.411298,0.592794,0.244759,0.471138,0.501439,0.486289,0,0,0,0
0.396512,0.978185,0.571604,0.4716,0.48025,0.475925,0,0,0,0
0.0460889,0.347997,0.362212,0.47166,0.504699,0.48818,0,0,0,0
0.245297,0.365355,0.562549,0.4723,0.545593,0.508947,0,0,0,0
0.261299,0.934928,0.169279,0.472511,0.564906,0.518708,0,0,0,0
0.628329,0.610078,0.240868,0.472537,0.557681,0.515109,0,0,0,0
0.963514,0.924608,0.816669,0.472738,0.548616,0.510677,0,0,0,0
0.99762,0.942431,0.751378,0.472828,0.540675,0.506752,0,0,0,0
0.907576,0.43894,0.482441,0.472867,0.569499,0.521183,0,0,0,0
0.747973,0.376631,0.874,0.473079,0.533183,0.503131,0,0,0,0
0.440005,0.592116,0.146577,0.47311,0.492167,0.482638,0,0,0,0
0.230647,0.291262,0.128507,0.473364,0.538015,0.505689,0,0,0,0
0.157383,0.122347,0.870363,0.474297,0.527363,0.50083,0,0,0,0
0.434553,0.276647,0.845655,0.474515,0.555606,0.51506,0,0,0,0
0.972292,0.851033,0.925914,0.474841,0.537656,0.506248,0,0,0,0
0.398607,0.721103,0.871565,0.474994,0.544083,0.509538,0,0,0,0
0.781457,0.443361,0.738595,0.475187,0.477771,0.476479,0,0,0,0
0.269031,0.446874,0.0897552,0.475347,0.514523,0.494935,0,0,0,0
0.669982,0.663319,0.612562,0.47539,0.547641,0.511515,0,0,0,0
0.0729345,0.497855,0.328154,0.475707,0.519053,0.49738,0,0,0,0
0.258912,0.318872,0.0806423,0.475948,0.528532,0.50224,0,0,0,0
0.235251,0.507355,0.0732602,0.476047,0.54656,0.511303,0,0,0,0
0.993711,0.929742,0.588423,0.476604,0.530846,0.503725,0,0,0,0
0.0414035,0.00101656,0.399628,0.476719,0.553854,0.515286,0,0,0,0
0.252862,0.991448,0.93781,0.476894,0.501627,0.48926,0,0,0,0
0.029553,0.258226,0.909466,0.476975,0.52317,0.500072,0,0,0,0
0.234176,0.963319,0.42515,0.477112,0.564879,0.520995,0,0,0,0
0.42954,0.474198,0.725756,0.477241,0.496475,0.486858,0,0,0,0
0.772624,0.306671,0.453895,0.477926,0.530517,0.504221,0,0,0,0
0.794439,0.827708,0.817727,0.478048,0.544693,0.51137,0,0,0,0
0.358933,0.256028,0.741979,0.478211,0.565338,0.521774,0,0,0,0
0.570011,0.364972,0.612027,0.478309,0.520308,0.499308,0,0,0,0
0.720356,0.831822,0.157873,0.478615,0.556447,0.517531,0,0,0,0
0.869176,0.841625,0.522877,0.478651,0.518926,0.498788,0,0,0,0
0.247184,0.304146,0.903849,0.478745,0.571357,0.525051,0,0,0,0
0.0903435,0.952354,0.276249,0.47906,0.534315,0.506687,0,0,0,0
0.692122,0.518172,0.342974,0.479278,0.545406,0.512342,0,0,0,0
0.843525,0.321833,0.84529,0.479537,0.554594,0.517065,0,0,0,0
0.198121,0.144012,0.151732,0.479598,0.549679,0.514638,0,0,0,0
0.0257521,0.00939233,0.0828819,0.479746,0.566076,0.522911,0,0,0,0
0.0196742,0.926153,0.104913,0.479756,0.545633,0.512694,0,0,0,0
0.234981,0.997756,0.598291,0.479952,0.561977,0.520964,0,0,0,0
0.930437,0.520007,0.360106,0.480097,0.555359,0.517728,0,0,0,0
0.329221,0.15748,0.208372,0.480139,0.561463,0.520801,0,0,0,0
0.996762,0.691813,0.543419,0.481188,0.558017,0.519602,0,0,0,0
0.954663,0.500547,0.110718,0.48126,0.502772,0.492016,0,0,0,0
0.460126,0.850854,0.94348,0.481338,0.588273,0.534805,0,0,0,0
0.578527,0.947205,0.498594,0.481585,0.482333,0.481959,0,0,0,0
0.45692,0.799525,0.240908,0.481597,0.54749,0.514543,0,0,0,0
0.101143,0.318623,0.719731,0.481666,0.5559,0.518783,0,0,0,0
0.186355,0.951335,0.201885,0.481724,0.533556,0.50764,0,0,0,0
0.817559,0.877846,0.493916,0.481774,0.548041,0.514907,0,0,0,0
0.556313,0.802515,0.832528,0.481848,0.503398,0.492623,0,0,0,0
0.0331676,0.37025,0.549035,0.481851,0.518359,0.500105,0,0,0,0
0.250056,0.0518235,0.270308,0.482073,0.552546,0.51731,0,0,0,0
0.795388,0.146906,0.93758,0.482162,0.593025,0.537593,0,0,0,0
0.424423,0.687046,0.65245,0.482169,0.538876,0.510523,0,0,0,0
0.867827,0.66411,0.720028,0.482317,0.538297,0.510307,0,0,0,0
0.569001,0.930169,0.0836057,0.482387,0.56632,0.524354,0,0,0,0
0.959668,0.823251,0.808868,0.482557,0.574467,0.528512,0,0,0,0
0.159778,0.850078,0.771872,0.482608,0.486188,0.484398,0,0,0,0
0.279778,0.16357,0.575434,0.482805,0.578673,0.530739,0,0,0,0
0.79489,0.874042,0.297228,0.482816,0.568223,0.525519,0,0,0,0
0.368991,0.733219,0.0446325,0.483009,0.564543,0.523776,0,0,0,0
0.266976,0.115561,0.291834,0.483177,0.547784,0.515481,0,0,0,0
0.234443,0.758346,0.534919,0.483197,0.50711,0.495154,0,0,0,0
0.56248,0.734947,0.186649,0.483223,0.560964,0.522093,0,0,0,0
0.264698,0.42058,0.0206678,0.483229,0.494601,0.488915,0,0,0,0
0.377263,0.562864,0.0172286,0.483397,0.583122,0.53326,0,0,0,0
0.596456,0.538756,0.660049,0.483473,0.523258,0.503365,0,0,0,0
0.444574,0.418028,0.390552,0.483704,0.519698,0.501701,0,0,0,0
0.864205,0.49035,0.943935,0.483849,0.524793,0.504321,0,0,0,0
0.842553,0.230346,0.319419,0.484052,0.539366,0.511709,0,0,0,0
0.795273,0.622229,0.529988,0.484087,0.550963,0.517525,0,0,0,0
0.226737,0.768748,0.79468,0.484224,0.57572,0.529972,0,0,0,0
0.0170554,0.259154,0.815661,0.484272,0.523081,0.503676,0,0,0,0
0.0515579,0.838917,0.427478,0.484354,0.547191,0.515772,0,0,0,0
0.95909,0.896437,0.949744,0.484706,0.527791,0.506248,0,0,0,0
0.923273,0.925389,0.00895891,0.484743,0.559723,0.522233,0,0,0,0
0.0124687,0.0629628,0.820928,0.485,0.574406,0.529703,0,0,0,0
0.247907,0.000164407,0.753539,0.485169,0.55525,0.52021,0,0,0,0
0.176586,0.388871,0.0303755,0.485243,0.496945,0.491094,0,0,0,0
0.539027,0.0364297,0.87754,0.485337,0.568301,0.526819,0,0,0,0
0.350586,0.906417,0.512381,0.485444,0.538487,0.511966,0,0,0,0
0.383371,0.106306,0.632189,0.485463,0.527892,0.506677,0,0,0,0
0.944752,0.351769,0.423591,0.485497,0.525867,0.505682,0,0,0,0
0.815504,0.398303,0.0523789,0.485611,0.550536,0.518073,0,0,0,0
0.29101,0.598416,0.113124,0.485625,0.576889,0.531257,0,0,0,0
0.624288,0.621462,0.612264,0.485673,0.537358,0.511515,0,0,0,0
0.0438761,0.0175754,0.585015,0.485793,0.540745,0.513269,0,0,0,0
0.0182906,0.247464,0.314809,0.485818,0.517502,0.50166,0,0,0,0
0.457193,0.602265,0.180955,0.486292,0.50277,0.494531,0,0,0,0
0.387536,0.280563,0.898305,0.486508,0.545211,0.515859,0,0,0,0
0.97382,0.52025,0.264532,0.486847,0.508822,0.497834,0,0,0,0
0.113377,0.255219,0.743933,0.486939,0.530725,0.508832,0,0,0,0
0.240625,0.932272,0.752442,0.48696,0.549428,0.518194,0,0,0,0
0.896054,0.200999,0.603686,0.487077,0.503653,0.495365,0,0,0,0
0.254516,0.161489,0.172485,0.487098,0.542179,0.514638,0,0,0,0
0.373043,0.482678,0.255856,0.487146,0.545783,0.516465,0,0,0,0
0.581516,0.711508,0.56129,0.48715,0.558996,0.523073,0,0,0,0
0.418179,0.310606,0.348299,0.487416,0.497116,0.492266,0,0,0,0
0.14667,0.381988,0.711479,0.487473,0.549901,0.518687,0,0,0,0
0.029522,0.911139,0.655243,0.487513,0.540015,0.513764,0,0,0,0
0.926623,0.351997,0.0252858,0.487602,0.512952,0.500277,0,0,0,0
0.581397,0.810678,0.566372,0.488019,0.502895,0.495457,0,0,0,0
0.590358,0.939398,0.73943,0.488022,0.540199,0.51411,0,0,0,0
0.0013605,0.23121,0.983717,0.488187,0.528812,0.5085,0,0,0,0
0.871722,0.969214,0.798868,0.488358,0.493872,0.491115,0,0,0,0
0.811735,0.552331,0.734385,0.488388,0.505652,0.49702,0,0,0,0
0.239043,0.285146,0.448751,0.488389,0.522739,0.505564,0,0,0,0
0.305377,0.362498,0.450661,0.488636,0.558675,0.523655,0,0,0,0
