OriginTime,MinWait,MinSETI
3.6596,0.000239207,0
5.31166,0.000515206,0
6.41956,0.00102157,0
6.86149,0.00148826,0
7.18553,0.00198176,0
7.41413,0.00400727,0
7.58728,0.0059509,0
7.76001,0.00758703,0
7.93199,0.0093271,0
8.06036,0.0105046,0
8.17258,0.0114143,0
8.27473,0.0121668,0
8.36518,0.0127732,0
8.45719,0.0133724,0
8.55028,0.014019,0
8.63474,0.0146897,0
8.71571,0.0154378,0
8.78566,0.0162914,0
8.85548,0.0171235,0
8.92708,0.0179897,0
8.98283,0.0188048,0
9.04294,0.0196283,0
9.09586,0.0205271,0
9.1529,0.0214454,0
9.21123,0.0224438,0
9.26856,0.0234732,0
9.31783,0.0245585,0
9.36911,0.0255646,0
9.42293,0.0265798,0
9.47486,0.0274916,0
9.5198,0.0283088,0
9.57086,0.0291208,0
9.6143,0.0298749,0
9.6593,0.0305853,0
9.69851,0.0312819,0
9.73578,0.0320425,0
9.78099,0.0327322,0
9.82188,0.0334143,0
9.85955,0.0341144,0
9.89785,0.0348049,0
9.93515,0.0355034,0
9.97248,0.0361642,0
10.0108,0.0369383,0
10.0488,0.0376407,0
10.0833,0.0383484,0
10.1189,0.0391401,0
10.154,0.0399191,0
10.186,0.0406565,0
10.2179,0.0414295,0
10.251,0.0422352,0
10.2838,0.0430773,0
10.3158,0.0438714,0
10.3502,0.0446884,0
10.382,0.0454904,0
10.4114,0.0463915,0
10.4379,0.0472191,0
10.4687,0.0480608,0
10.4964,0.0489451,0
10.5246,0.049761,0
10.5515,0.0505837,0
10.5794,0.0514393,0
10.6067,0.0522843,0
10.6351,0.0531077,0
10.6613,0.0539378,0
10.6891,0.0547447,0
10.7143,0.0555323,0
10.7379,0.0563436,0
10.7642,0.0571803,0
10.7884,0.0580164,0
10.8135,0.0588395,0
10.8401,0.0597203,0
10.8653,0.060578,0
10.8894,0.0615004,0
10.9124,0.0624026,0
10.9345,0.0633122,0
10.9586,0.0642107,0
10.9818,0.0651891,0
11.004,0.0662147,0
11.0251,0.0671774,0
11.0461,0.0681277,0
11.0696,0.0691414,0
11.0919,0.0700226,0
11.1144,0.0710342,0
11.1358,0.0720763,0
