X,Y,Z,OriginTime,MinArrival,MinSee,NumberSeen,MaxAngle,PctEmpty
0.601353,0.18969,0.262906,0.305614,0.536573,0.421094,0,0,1
0.651173,0.0242205,0.00645623,0.318285,0.528516,0.4234,0,0,1
0.157383,0.122347,0.870363,0.354609,0.552827,0.453718,0,0,1
0.539027,0.0364297,0.87754,0.357211,0.462345,0.409778,0,0,1
0.820687,0.875197,0.367458,0.364606,0.554325,0.459465,0,0,1
0.703563,0.361467,0.214394,0.366212,0.511302,0.438757,0,0,1
0.412447,0.841522,0.854283,0.367826,0.549728,0.458777,0,0,1
0.00745795,0.299526,0.517687,0.367872,0.521878,0.444875,0,0,1
0.568933,0.995371,0.312242,0.368207,0.488931,0.428569,0,0,1
0.148146,0.654277,0.148022,0.370396,0.525569,0.447982,0,0,1
0.517129,0.887649,0.999645,0.370926,0.470907,0.420917,0,0,0.98
0.434497,0.234344,0.936904,0.373475,0.528765,0.45112,0,0,1
0.656684,0.0551614,0.312946,0.382744,0.459443,0.421094,0,0,0.99
0.475196,0.0604497,0.918424,0.382829,0.436728,0.409778,0,0,1
0.913803,0.321509,0.222892,0.382929,0.554811,0.46887,0,0,0.99
0.565381,0.829051,0.79233,0.384252,0.533302,0.458777,0,0,0.99
0.017503,0.863004,0.741951,0.384648,0.438876,0.411762,0,0,1
0.121175,0.010545,0.308559,0.385304,0.493049,0.439176,0,0,1
0.891111,0.0129927,0.433588,0.386038,0.527597,0.456818,0,0,0.98
0.955133,0.192877,0.353345,0.388155,0.51105,0.449602,0,0,1
0.0298876,0.564475,0.282787,0.389106,0.552865,0.470986,0,0,0.99
0.515289,0.993529,0.507423,0.389735,0.482145,0.43594,0,0,1
0.950051,0.256905,0.919858,0.392267,0.499623,0.445945,0,0,1
0.788819,0.762391,0.236912,0.393856,0.540057,0.466957,0,0,0.99
0.0996677,0.230049,0.335824,0.393986,0.442097,0.418042,0,0,1
0.744955,0.662878,0.715616,0.394626,0.524715,0.459671,0,0,0.98
0.789392,0.251999,0.898585,0.394684,0.495362,0.445023,0,0,1
0.723984,0.331156,0.341339,0.395036,0.464925,0.42998,0,0,1
0.480278,0.603053,0.89736,0.395898,0.479088,0.437493,0,0,1
0.217537,0.042269,0.737028,0.396322,0.52137,0.458846,0,0,0.99
0.9684,0.195655,0.839078,0.396601,0.49529,0.445945,0,0,1
0.335652,0.483591,0.0320029,0.39696,0.536093,0.466527,0,0,0.99
0.34817,0.752157,0.664833,0.397055,0.503257,0.450156,0,0,1
0.428747,0.114727,0.620346,0.398239,0.501223,0.449731,0,0,1
0.88185,0.390563,0.858542,0.398313,0.533813,0.466063,0,0,0.99
0.0192584,0.988737,0.602632,0.398379,0.470494,0.434437,0,0,1
0.144072,0.926215,0.462419,0.398678,0.50089,0.449784,0,0,1
0.47043,0.860422,0.0466718,0.399258,0.442576,0.420917,0,0,0.99
0.0334049,0.873965,0.658949,0.40018,0.469867,0.435023,0,0,1
0.00447891,0.473286,0.497228,0.400413,0.452619,0.426516,0,0,0.99
0.852072,0.182038,0.908901,0.400865,0.489181,0.445023,0,0,1
0.702414,0.234659,0.751036,0.400874,0.547457,0.474166,0,0,0.96
0.864846,0.0598318,0.761121,0.401178,0.560742,0.48096,0,0,1
0.0179,0.114586,0.0867562,0.401647,0.496938,0.449293,0,0,1
0.453584,0.538532,0.0623556,0.402498,0.507775,0.455136,0,0,1
0.562792,0.904818,0.382231,0.403584,0.48282,0.443202,0,0,1
0.157034,0.432952,0.864387,0.403734,0.505532,0.454633,0,0,1
0.0772791,0.244599,0.363253,0.403817,0.432266,0.418042,0,0,1
0.378272,0.320621,0.404419,0.40488,0.481743,0.443311,0,0,1
0.91055,0.447018,0.303278,0.40573,0.52194,0.463835,0,0,0.99
0.765853,0.524945,0.657413,0.406868,0.48938,0.448124,0,0,1
0.0476086,0.852549,0.744884,0.406872,0.416652,0.411762,0,0,0.99
0.150738,0.133554,0.271841,0.407214,0.51341,0.460312,0,0,1
0.311313,0.610862,0.487181,0.407462,0.489512,0.448487,0,0,1
0.63446,0.153525,0.620072,0.408315,0.526277,0.467296,0,0,0.98
0.771109,0.315389,0.368389,0.408346,0.451615,0.42998,0,0,1
0.975051,0.187253,0.0602901,0.408524,0.490061,0.449293,0,0,0.98
0.312494,0.2694,0.62783,0.408826,0.493584,0.451205,0,0,0.98
0.935085,0.652913,0.637012,0.408978,0.502841,0.45591,0,0,1
0.394071,0.05413,0.562504,0.410558,0.488905,0.449731,0,0,0.99
0.0292842,0.459858,0.466144,0.410645,0.442387,0.426516,0,0,0.98
0.312152,0.187132,0.619614,0.410906,0.491503,0.451205,0,0,0.98
0.341775,0.849218,0.706536,0.41126,0.502889,0.457075,0,0,0.98
0.688386,0.518369,0.66447,0.411315,0.484933,0.448124,0,0,1
0.071498,0.39296,0.953146,0.411466,0.528695,0.47008,0,0,0.97
0.327117,0.492066,0.57802,0.411579,0.529656,0.470618,0,0,1
0.315455,0.311146,0.375375,0.411891,0.474732,0.443311,0,0,0.99
0.188571,0.323181,0.758861,0.411925,0.519104,0.465514,0,0,1
0.430215,0.0752348,0.901845,0.412178,0.432995,0.422587,0,0,0.98
0.855809,0.650903,0.993497,0.412563,0.499789,0.456176,0,0,0.99
0.12472,0.321547,0.553052,0.413207,0.492314,0.452761,0,0,1
0.308303,0.458195,0.206017,0.413965,0.517198,0.465581,0,0,0.96
0.117063,0.154472,0.526251,0.414231,0.549881,0.482056,0,0,0.98
0.897524,0.753788,0.956046,0.414806,0.529729,0.472268,0,0,1
0.694177,0.485024,0.221002,0.416361,0.490301,0.453331,0,0,0.99
0.666672,0.0853156,0.710244,0.416369,0.525878,0.471123,0,0,0.99
0.593806,0.58424,0.134011,0.41642,0.543867,0.480144,0,0,1
0.0595124,0.792903,0.0912923,0.416651,0.521058,0.468855,0,0,0.98
0.254586,0.985027,0.301943,0.416916,0.50572,0.461318,0,0,0.98
0.725006,0.346798,0.881467,0.418079,0.505905,0.461992,0,0,1
0.856255,0.508221,0.553205,0.419223,0.485851,0.452537,0,0,1
0.531296,0.0975895,0.627096,0.419492,0.50243,0.460961,0,0,0.97
0.931,0.0910994,0.528543,0.419646,0.50556,0.462603,0,0,1
0.209089,0.306172,0.995645,0.419726,0.516992,0.468359,0,0,0.99
0.0505438,0.803854,0.642487,0.419734,0.474209,0.446971,0,0,1
0.420938,0.836191,0.039244,0.41999,0.454861,0.437426,0,0,0.99
0.730112,0.650763,0.40673,0.42024,0.517296,0.468768,0,0,0.98
0.168424,0.950105,0.577687,0.420467,0.518888,0.469677,0,0,1
0.806509,0.650016,0.15354,0.420471,0.534895,0.477683,0,0,0.98
0.392897,0.116949,0.2469,0.421114,0.526975,0.474045,0,0,0.95
0.0561543,0.804096,0.753226,0.421447,0.456,0.438724,0,0,0.99
0.303348,0.674153,0.460539,0.421462,0.476592,0.449027,0,0,0.99
0.0126821,0.137633,0.22894,0.421626,0.518066,0.469846,0,0,0.96
0.490674,0.134056,0.10309,0.422115,0.488331,0.455223,0,0,0.98
0.877718,0.399142,0.0616684,0.422431,0.509577,0.466004,0,0,1
0.485693,0.584012,0.959129,0.422837,0.460761,0.441799,0,0,0.96
0.367501,0.322552,0.638196,0.422934,0.458836,0.440885,0,0,0.97
0.892023,0.462288,0.942311,0.423065,0.492301,0.457683,0,0,0.95
0.998379,0.43266,0.260657,0.423265,0.504405,0.463835,0,0,0.99
0.42714,0.664362,0.561032,0.424126,0.529282,0.476704,0,0,0.99
0.27526,0.219482,0.706903,0.424205,0.509478,0.466841,0,0,0.93
0.244212,0.132003,0.372119,0.424232,0.517285,0.470758,0,0,0.99
0.984171,0.158152,0.598351,0.424606,0.474047,0.449327,0,0,0.98
0.619358,0.350962,0.283626,0.424684,0.469205,0.446944,0,0,0.99
0.00785259,0.0108909,0.564274,0.424753,0.44412,0.434437,0,0,0.96
0.728622,0.356738,0.7907,0.424971,0.502043,0.463507,0,0,0.98
0.0586515,0.0152214,0.33384,0.425446,0.452907,0.439176,0,0,0.97
0.638451,0.381784,0.589882,0.425519,0.536692,0.481106,0,0,0.95
0.439149,0.971676,0.381622,0.425795,0.517267,0.471531,0,0,0.95
0.757336,0.400742,0.524506,0.425921,0.500678,0.463299,0,0,0.99
0.51967,0.986864,0.45184,0.425993,0.445887,0.43594,0,0,0.97
0.834192,0.817307,0.775125,0.4261,0.539734,0.482917,0,0,0.98
0.271711,0.257456,0.951802,0.426344,0.510374,0.468359,0,0,0.97
0.233974,0.19674,0.201855,0.426662,0.527786,0.477224,0,0,0.96
0.990505,0.978003,0.371722,0.426662,0.50823,0.467446,0,0,0.97
0.190066,0.430276,0.292841,0.426723,0.5372,0.481961,0,0,0.98
0.161206,0.459105,0.791026,0.427537,0.481729,0.454633,0,0,1
0.384238,0.479341,0.438624,0.428236,0.506201,0.467218,0,0,0.98
0.387477,0.344509,0.631132,0.428323,0.453448,0.440885,0,0,0.96
0.370828,0.457231,0.662461,0.428392,0.512844,0.470618,0,0,0.98
0.687644,0.256581,0.0626097,0.428622,0.533215,0.480918,0,0,0.97
0.265209,0.827924,0.0751024,0.428892,0.53952,0.484206,0,0,0.98
0.293861,0.167755,0.811203,0.42914,0.507999,0.468569,0,0,0.97
0.793358,0.324228,0.348913,0.429321,0.439209,0.434265,0,0,0.99
0.334982,0.570178,0.220059,0.429346,0.529935,0.47964,0,0,0.96
0.52967,0.185314,0.00546356,0.429348,0.500606,0.464977,0,0,0.98
0.279523,0.949383,0.477371,0.429605,0.532305,0.480955,0,0,0.96
0.529131,0.60367,0.889752,0.429642,0.445344,0.437493,0,0,0.96
0.641215,0.229975,0.50282,0.429656,0.548451,0.489054,0,0,0.99
0.393566,0.228428,0.586068,0.42977,0.483557,0.456664,0,0,0.94
0.207198,0.334658,0.845221,0.430016,0.501012,0.465514,0,0,0.98
0.647305,0.838094,0.164043,0.430313,0.562194,0.496253,0,0,0.96
0.0377884,0.603832,0.480689,0.430466,0.536154,0.48331,0,0,0.98
0.498215,0.993881,0.724437,0.430724,0.521273,0.475999,0,0,0.97
0.249815,0.87531,0.21175,0.430851,0.487314,0.459082,0,0,0.96
0.763766,0.324494,0.0561027,0.430995,0.530842,0.480918,0,0,0.96
0.841222,0.397357,0.992136,0.431028,0.50098,0.466004,0,0,0.97
0.933298,0.286631,0.0305129,0.431193,0.508064,0.469628,0,0,0.97
0.618979,0.169962,0.861535,0.431301,0.50438,0.46784,0,0,0.97
0.957852,0.481211,0.609231,0.431707,0.494876,0.463291,0,0,0.99
0.567687,0.132917,0.77362,0.431909,0.501885,0.466897,0,0,0.9
0.399155,0.142972,0.491763,0.432579,0.524237,0.478408,0,0,0.95
0.767015,0.10892,0.038191,0.432629,0.465257,0.448943,0,0,0.94
0.979404,0.700943,0.611456,0.432669,0.479151,0.45591,0,0,0.97
0.378332,0.807078,0.533157,0.432702,0.537077,0.484889,0,0,0.97
0.365236,0.459756,0.915862,0.432714,0.519157,0.475936,0,0,0.95
0.823134,0.484752,0.644411,0.43282,0.478042,0.455431,0,0,0.97
