OriginTime,MinWait,MinSETI
3.13969,0.00172857,0
4.72042,0.00342689,0
5.83964,0.00461753,0
6.30855,0.00708616,0
6.62667,0.00922055,0
6.86898,0.0117504,0
7.0623,0.0129201,0
7.2431,0.0137625,0
7.39953,0.014669,0
7.54114,0.0156201,0
7.66071,0.0167268,0
7.76321,0.0179207,0
7.87231,0.0192573,0
7.96569,0.0204392,0
8.05984,0.0216204,0
8.14991,0.022866,0
8.23277,0.0241162,0
8.31237,0.0254669,0
8.38494,0.0266693,0
8.45885,0.0276988,0
8.51713,0.0287737,0
8.58404,0.0297476,0
8.64381,0.0307187,0
8.70247,0.0316788,0
8.76516,0.032492,0
8.82326,0.0332705,0
8.88065,0.0341323,0
8.93748,0.0349898,0
8.99363,0.0357126,0
9.04551,0.036514,0
9.09761,0.0372522,0
9.1477,0.0381182,0
9.19446,0.0389418,0
9.24575,0.0398083,0
9.28747,0.0406056,0
9.32894,0.0414389,0
9.37271,0.0422987,0
9.41995,0.043242,0
9.46333,0.0441201,0
9.5002,0.0449926,0
9.54038,0.045809,0
9.58428,0.0467294,0
9.62679,0.0476678,0
9.66561,0.0486131,0
9.70174,0.0495771,0
9.73959,0.0505916,0
9.77694,0.0516152,0
9.81256,0.0525085,0
9.8502,0.0535028,0
9.88625,0.0544984,0
9.92113,0.0556379,0
9.95522,0.0566624,0
9.99007,0.0577656,0
10.0233,0.0587999,0
10.0542,0.0598534,0
10.0852,0.061023,0
10.1182,0.0623056,0
10.1508,0.0634478,0
10.1839,0.0646811,0
10.2149,0.065829,0
10.2453,0.0671098,0
10.2751,0.0682955,0
10.3034,0.0696162,0
10.3317,0.0708441,0
10.361,0.0721047,0
10.3882,0.0732205,0
10.415,0.0743611,0
10.4437,0.0755366,0
10.4688,0.0768059,0
10.4986,0.0779837,0
10.5261,0.0792293,0
10.5525,0.0804213,0
10.5787,0.0816025,0
10.605,0.0827607,0
10.6309,0.0839448,0
10.6547,0.0851904,0
10.6794,0.0864016,0
10.7047,0.0876229,0
10.7294,0.0888477,0
10.7533,0.0900569,0
10.7779,0.0913057,0
