OriginTime,MinWait,MinSETI
0.103468,0.00563053,0
0.347905,0.0145699,0
0.815623,0.0206828,0
1.07185,0.0259453,0
1.25799,0.0320228,0
1.43473,0.0382978,0
1.5845,0.04468,0
1.71947,0.052556,0
1.84393,0.0607719,0
1.97124,0.0695459,0
2.10275,0.0784494,0
2.21978,0.0878585,0
2.33359,0.0963721,0
2.42723,0.105008,0
2.51966,0.112983,0
2.61406,0.121348,0
2.70578,0.129372,0
2.7904,0.13788,0
2.88077,0.145189,0
2.96734,0.152498,0
3.05356,0.159832,0
3.14315,0.167078,0
3.22204,0.174338,0
3.3002,0.181413,0
3.37744,0.188874,0
3.45828,0.195827,0
3.53091,0.202214,0
3.61059,0.210094,0
3.68665,0.21641,0
3.75839,0.223557,0
3.82725,0.230876,0
3.90008,0.238068,0
3.97646,0.245376,0
4.0473,0.252398,0
4.12385,0.259709,0
4.19747,0.267125,0
4.26453,0.273864,0
4.33359,0.280219,0
4.40702,0.287385,0
4.47399,0.294144,0
4.54378,0.30116,0
4.61235,0.307671,0
4.68104,0.314846,0
4.74999,0.323034,0
4.81257,0.330257,0
4.87682,0.336621,0
4.94518,0.344005,0
5.00848,0.351213,0
5.07587,0.359137,0
5.14075,0.366406,0
5.20943,0.374252,0
5.27473,0.381611,0
5.33387,0.389164,0
5.39603,0.396841,0
5.458,0.404997,0
5.5316,0.412431,0
5.59254,0.419654,0
5.65153,0.427179,0
5.70981,0.434887,0
5.76894,0.442585,0
5.83151,0.449609,0
5.8913,0.456844,0
5.94798,0.464283,0
6.00754,0.470851,0
6.07181,0.478475,0
6.13096,0.4856,0
6.18906,0.493267,0
6.25406,0.501097,0
6.31414,0.508296,0
6.37336,0.51525,0
6.42877,0.52195,0
6.4846,0.529136,0
6.54236,0.536571,0
6.60375,0.544744,0
6.66104,0.551995,0
6.71574,0.559154,0
6.77186,0.565938,0
6.82695,0.573134,0
6.88478,0.58021,0
6.94336,0.587261,0
6.99726,0.594345,0
7.06018,0.601486,0
7.11329,0.608271,0
7.16351,0.615773,0
7.21696,0.62266,0
7.27258,0.629031,0
7.32942,0.636118,0
7.38085,0.643303,0
7.43202,0.649916,0
7.48693,0.657473,0
7.54173,0.664031,0
7.5947,0.670557,0
7.64773,0.677172,0
7.70345,0.683966,0
7.7565,0.691272,0
7.8059,0.699237,0
7.8649,0.705688,0
7.91953,0.712378,0
7.96928,0.71959,0
8.02141,0.726773,0
8.07253,0.733759,0
8.12029,0.74094,0
8.17229,0.74828,0
8.22309,0.755968,0
8.27449,0.763809,0
8.32276,0.770977,0
8.37343,0.777747,0
8.42394,0.785355,0
8.47407,0.792548,0
8.52678,0.798897,0
8.57584,0.805775,0
8.6264,0.812817,0
8.67538,0.820773,0
8.72534,0.828436,0
8.77692,0.83557,0
8.8277,0.842652,0
8.8727,0.849508,0
8.92256,0.856121,0
8.97437,0.863169,0
9.01586,0.869956,0
9.06056,0.876406,0
9.10328,0.883401,0
9.1478,0.890266,0
9.19976,0.896827,0
9.24682,0.903563,0
9.29921,0.910021,0
9.34685,0.917816,0
9.3952,0.924821,0
9.44525,0.932007,0
9.49437,0.93891,0
9.54736,0.945897,0
9.59224,0.952761,0
9.63696,0.959342,0
9.68451,0.966044,0
9.73451,0.972825,0
9.77939,0.980297,0
9.82788,0.987043,0
9.87255,0.994727,0
9.91766,1.00212,0
9.9651,1.00894,0
10.0097,1.01577,0
10.0579,1.02286,0
10.1068,1.03057,0
10.1509,1.03827,0
10.1984,1.0457,0
10.2461,1.05287,0
10.2911,1.05972,0
10.3341,1.0669,0
10.3821,1.0739,0
10.4284,1.08088,0
10.4696,1.08779,0
10.5153,1.09504,0
10.5605,1.10223,0
10.6067,1.10967,0
10.6542,1.1166,0
10.7013,1.12365,0
10.7483,1.13047,0
10.7973,1.13776,0
10.839,1.14487,0
10.8789,1.15196,0
10.9225,1.1594,0
10.9656,1.16667,0
11.0126,1.17337,0
11.0567,1.18078,0
11.1002,1.18859,0
11.1447,1.19576,0
11.1882,1.20227,0
11.2317,1.20858,0
11.2768,1.21501,0
11.322,1.22176,0
11.3684,1.22919,0
11.4108,1.23568,0
11.4525,1.24258,0
11.4948,1.24968,0
11.5375,1.25673,0
11.5786,1.26394,0
11.6234,1.27135,0
11.6729,1.2779,0
11.7177,1.28537,0
11.7632,1.29312,0
11.804,1.30034,0
11.8471,1.30761,0
11.89,1.31517,0
11.9314,1.32243,0
11.9756,1.3299,0
12.0202,1.3371,0
12.0633,1.34442,0
12.1063,1.35187,0
12.1499,1.35932,0
12.188,1.36661,0
12.2304,1.37365,0
12.2761,1.38102,0
12.3171,1.38805,0
12.3584,1.39568,0
12.4045,1.40334,0
12.4462,1.41083,0
12.4906,1.41765,0
12.5301,1.42585,0
12.5708,1.43371,0
12.6117,1.44109,0
12.6503,1.44852,0
12.6899,1.45614,0
12.73,1.46434,0
12.7717,1.47123,0
12.8172,1.47894,0
12.8572,1.48688,0
12.8973,1.49397,0
12.9371,1.50182,0
12.9762,1.50945,0
13.0167,1.51708,0
13.0574,1.52399,0
13.0975,1.53117,0
13.1378,1.53869,0
13.1813,1.5461,0
13.2201,1.5544,0
13.2641,1.56239,0
