OriginTime,MinWait,MinSETI
0.012286,0.00012472,0.00012472
0.0448862,0.000550062,0.000550056
0.0669638,0.00117851,0.00117847
0.0862017,0.00244396,0.00244352
0.103409,0.00344432,0.00344417
0.12071,0.00440942,0.0044087
0.137833,0.00529741,0.00529695
0.155183,0.00616798,0.00616646
0.172679,0.00706949,0.00706853
0.189729,0.00804094,0.00803954
0.206061,0.00908322,0.00908106
0.221989,0.0101443,0.0101428
0.237127,0.0112555,0.011252
0.251989,0.0123713,0.0123681
0.266223,0.0135333,0.0135289
0.280167,0.0147076,0.014702
0.293661,0.0158853,0.0158791
0.307018,0.0170974,0.0170899
0.320098,0.0183526,0.0183438
0.33298,0.019617,0.0196064
0.345664,0.0208869,0.020873
0.358255,0.0221741,0.0221624
0.370379,0.0235244,0.0235102
0.382372,0.0248955,0.0248815
0.394288,0.0262509,0.026234
0.406193,0.0276483,0.0276281
0.417784,0.0290746,0.0290552
0.429472,0.0305143,0.0304913
0.440823,0.0319429,0.0319172
0.451993,0.0333366,0.0333092
0.463122,0.0347564,0.0347298
0.474005,0.0361965,0.036161
0.484963,0.0376517,0.0376147
0.495633,0.0391026,0.039061
0.506444,0.0405284,0.0404869
0.517125,0.0419385,0.0418945
0.52754,0.0433576,0.0433095
0.53812,0.0447725,0.0447149
0.548491,0.0461815,0.0461239
0.558716,0.0476187,0.0475554
0.568971,0.0490417,0.0489784
0.579194,0.0504373,0.0503693
0.589345,0.0518491,0.0517702
0.599539,0.0532349,0.0531562
0.609559,0.0546205,0.0545429
0.619641,0.0559803,0.0558907
0.629726,0.0573287,0.057235
0.639689,0.0587305,0.0586279
0.649479,0.0600803,0.0599756
0.659354,0.0614271,0.0613114
0.669066,0.0627942,0.0626775
0.678893,0.0641398,0.0640282
0.688599,0.0655015,0.0653802
0.698288,0.06684,0.0667037
0.707876,0.0681683,0.0680317
0.717722,0.0694631,0.0693256
0.727255,0.0707548,0.070605
0.736762,0.0720808,0.07193
0.746201,0.0734182,0.0732553
0.755628,0.0747201,0.0745574
0.765082,0.0760319,0.0758579
0.774413,0.0773349,0.0771613
0.783854,0.0786434,0.0784633
0.793211,0.0799608,0.0797701
0.802357,0.0812751,0.0810746
0.811482,0.0825938,0.0823952
0.82073,0.083907,0.0836975
0.829952,0.0851919,0.0849858
0.838945,0.0865019,0.0862833
0.848073,0.0877843,0.0875608
0.857197,0.0890962,0.0888667
0.866197,0.0903723,0.0901298
0.875263,0.0916902,0.0914324
0.884114,0.0929859,0.0927311
0.893027,0.0943024,0.0940481
0.901967,0.0955837,0.0953113
0.910821,0.0968585,0.0965852
0.919833,0.0981583,0.0978859
0.928737,0.0994698,0.0991736
0.937578,0.10074,0.100444
0.946286,0.102033,0.101735
0.95498,0.103332,0.103031
0.963802,0.104645,0.104323
0.972245,0.105921,0.105599
0.980925,0.107238,0.106902
0.989605,0.108516,0.108186
0.998132,0.109784,0.109431
1.00655,0.111069,0.110724
1.01504,0.112363,0.112008
1.02354,0.113691,0.113343
1.03198,0.115021,0.114656
1.04022,0.116346,0.11597
1.04873,0.117671,0.117283
1.05702,0.118976,0.118585
1.06525,0.120262,0.11987
1.07355,0.121559,0.121146
1.08171,0.122868,0.122456
1.09011,0.124197,0.123776
1.09835,0.125499,0.125075
1.10645,0.126847,0.126408
1.11438,0.128166,0.127715
1.12274,0.129477,0.129008
1.13084,0.130786,0.130321
1.13886,0.132085,0.131608
1.14689,0.133407,0.132913
1.15468,0.134721,0.134226
1.16266,0.136051,0.135541
1.17081,0.137364,0.136846
1.17869,0.138687,0.138172
1.18666,0.139995,0.139471
1.19453,0.141312,0.140755
1.2023,0.142611,0.142065
1.21013,0.143943,0.143376
1.21776,0.145262,0.144682
1.22558,0.146566,0.145996
1.23333,0.147873,0.147274
1.24113,0.149182,0.148589
1.24876,0.150512,0.149907
1.25662,0.151801,0.151175
1.26418,0.153137,0.152491
1.27177,0.154451,0.15381
1.27931,0.155783,0.155121
1.2871,0.157111,0.156433
1.29457,0.158434,0.157753
1.30213,0.159742,0.159044
1.3097,0.161071,0.160358
1.31696,0.162382,0.161674
1.32454,0.163709,0.162987
1.33197,0.165032,0.164294
1.33938,0.166354,0.165609
1.34675,0.167683,0.16691
1.35413,0.168967,0.168195
1.36135,0.17027,0.169485
1.36856,0.171602,0.170797
1.37592,0.172925,0.172102
1.38323,0.174222,0.173394
1.39066,0.175549,0.174704
1.39788,0.17684,0.175992
1.40507,0.178149,0.177273
1.41227,0.179437,0.178552
1.41951,0.180741,0.179834
1.42668,0.182034,0.181106
1.43378,0.183334,0.182395
1.44108,0.184612,0.183667
1.44837,0.185901,0.184956
1.45547,0.187217,0.186241
1.46241,0.18851,0.187506
1.46935,0.189785,0.188786
1.4764,0.191062,0.190053
1.48343,0.192356,0.191318
1.49039,0.193653,0.1926
1.49743,0.194917,0.193827
1.50431,0.196211,0.195108
1.51126,0.197482,0.196375
1.51841,0.198752,0.197648
1.52538,0.200026,0.198901
1.53246,0.201288,0.200173
1.53944,0.202565,0.201419
1.54639,0.20384,0.20265
1.5533,0.2051,0.203924
1.56025,0.206368,0.205174
1.56701,0.207652,0.206435
1.57403,0.208925,0.207693
1.58091,0.210201,0.208945
1.58772,0.211473,0.210192
1.59459,0.21275,0.211446
1.60164,0.214012,0.212708
1.6083,0.215286,0.213964
1.61503,0.216553,0.215201
1.62182,0.217804,0.21646
1.62856,0.219067,0.217713
1.63528,0.220312,0.218935
1.64188,0.221574,0.220168
1.64868,0.222806,0.221392
1.65547,0.224068,0.222628
1.6622,0.225327,0.223883
1.66873,0.2266,0.225121
1.6755,0.227849,0.226366
1.68207,0.22909,0.227589
1.68864,0.230366,0.228847
1.69522,0.231624,0.230078
1.70198,0.232851,0.231308
1.70863,0.234101,0.232533
1.71527,0.235344,0.233742
1.72196,0.236582,0.234961
1.72852,0.237817,0.236193
1.73504,0.239053,0.237397
1.74162,0.240268,0.2386
1.74819,0.241486,0.239799
1.75471,0.242734,0.241052
1.76137,0.243977,0.242273
1.76781,0.245231,0.243467
1.77421,0.246455,0.244702
1.78059,0.247665,0.245915
1.78706,0.24889,0.247129
1.79359,0.250127,0.248328
1.80009,0.251356,0.249528
1.80641,0.252572,0.25073
1.8129,0.253799,0.251954
1.81941,0.255013,0.253148
1.82589,0.256227,0.254337
1.8324,0.257462,0.255569
1.83882,0.25871,0.256769
1.84518,0.259939,0.257989
1.85153,0.261159,0.259161
1.85773,0.262343,0.260358
1.86407,0.263569,0.261561
1.87049,0.264796,0.262762
1.87698,0.26601,0.26398
1.88327,0.267245,0.265179
1.88957,0.26847,0.266378
1.89609,0.269692,0.267599
1.90232,0.270897,0.268797
1.90866,0.272128,0.270017
1.91482,0.273338,0.271192
1.92096,0.274581,0.27239
1.92717,0.275802,0.273611
1.93338,0.277017,0.274809
1.9396,0.278225,0.275991
1.94595,0.279421,0.277189
1.95212,0.28065,0.278396
1.95843,0.281869,0.279587
1.96459,0.283076,0.280763
1.97081,0.284287,0.281943
1.97706,0.285467,0.28313
1.98321,0.286692,0.284325
1.98941,0.287917,0.285546
1.99557,0.289119,0.286721
2.00188,0.290332,0.287914
2.00818,0.291581,0.2891
2.01445,0.292791,0.290327
2.0206,0.294026,0.291539
2.02683,0.295229,0.292739
2.0328,0.296444,0.29391
2.03905,0.297644,0.295124
2.04517,0.298852,0.296292
2.05124,0.300051,0.297477
2.05725,0.301267,0.298679
2.06341,0.302477,0.29985
2.06947,0.303688,0.301031
2.07571,0.304903,0.302209
2.08178,0.306095,0.303382
2.0878,0.307311,0.30457
2.09385,0.30851,0.30577
2.09991,0.309724,0.306948
2.10599,0.310926,0.308136
2.11203,0.312158,0.309336
2.11815,0.313366,0.310532
2.124,0.314568,0.311728
2.12985,0.315786,0.312913
2.13588,0.316987,0.314098
2.14203,0.318208,0.31527
2.14794,0.319413,0.316456
2.1539,0.320612,0.317633
2.15979,0.32181,0.318824
2.16582,0.323009,0.320025
2.17178,0.324207,0.321202
2.17768,0.325432,0.322378
2.18359,0.326629,0.323569
2.1896,0.327826,0.324755
2.19549,0.329067,0.325921
2.20127,0.330286,0.327114
2.20712,0.331496,0.328298
2.21304,0.332712,0.329491
2.21892,0.33389,0.330684
2.22486,0.335074,0.331821
2.23077,0.336283,0.333034
2.23675,0.337507,0.334215
2.24258,0.338714,0.335398
2.2485,0.339926,0.336594
2.25443,0.341125,0.337755
2.26042,0.342325,0.338935
2.26619,0.343523,0.340092
2.272,0.344732,0.341281
2.27784,0.345932,0.342438
2.28359,0.347114,0.343645
2.28948,0.348336,0.344819
2.29526,0.349548,0.345999
2.30099,0.350781,0.347192
2.30685,0.351966,0.348367
2.3127,0.35318,0.349567
2.31848,0.3544,0.350718
2.32422,0.355596,0.351915
2.32983,0.356808,0.353108
2.33562,0.358022,0.354305
2.34133,0.35923,0.355492
2.34714,0.360437,0.356666
2.35292,0.361656,0.357835
2.35856,0.362851,0.359036
2.36424,0.364057,0.360214
2.37004,0.36525,0.3614
2.37569,0.366457,0.362551
2.38131,0.367669,0.363744
2.38703,0.368857,0.364941
2.39268,0.370105,0.366102
2.39841,0.371301,0.367306
2.40407,0.372508,0.368476
2.40975,0.373716,0.369657
2.4155,0.374871,0.370817
2.42125,0.376102,0.371993
2.42691,0.377313,0.373207
2.43254,0.378542,0.374377
2.4381,0.379759,0.37555
2.44373,0.381003,0.376739
2.44931,0.382198,0.377936
2.45503,0.383392,0.37912
2.4607,0.384622,0.380296
2.46634,0.385818,0.381494
2.47182,0.387017,0.382672
2.47755,0.388239,0.38385
2.48316,0.389439,0.385046
2.48884,0.390657,0.386224
2.49442,0.391859,0.387365
2.49997,0.393074,0.388559
2.5055,0.394278,0.389736
2.51102,0.395487,0.390927
2.51652,0.39673,0.392099
2.52205,0.397929,0.3933
2.52764,0.399124,0.394483
2.53319,0.400345,0.395662
2.53887,0.401535,0.39685
2.54441,0.402774,0.398023
2.54998,0.404003,0.399216
2.55545,0.405189,0.400393
2.56119,0.406403,0.401605
2.5668,0.407638,0.402788
2.57222,0.408848,0.403966
2.57772,0.410066,0.405148
2.58317,0.411279,0.406338
2.58874,0.412488,0.407529
2.59417,0.413714,0.408736
2.59967,0.414936,0.409901
2.60516,0.416138,0.411085
2.61066,0.417367,0.412308
2.61613,0.418561,0.413462
2.62153,0.41979,0.414653
2.62701,0.420991,0.415834
2.63237,0.422203,0.417006
2.63767,0.42342,0.418171
2.643,0.424633,0.419368
2.64845,0.425841,0.420544
2.65375,0.427078,0.421722
2.65922,0.428298,0.422894
2.66465,0.429504,0.424073
2.66998,0.430704,0.425271
2.6753,0.43194,0.426447
2.6808,0.433135,0.427641
2.68612,0.434366,0.428824
2.69154,0.435579,0.430006
2.69693,0.436772,0.431207
2.70231,0.437995,0.43238
2.70775,0.43919,0.433539
2.71325,0.44041,0.434724
2.7187,0.441607,0.435904
2.72399,0.442843,0.437092
2.72933,0.444051,0.438265
2.73478,0.445265,0.439431
2.74016,0.446475,0.44063
2.7456,0.44768,0.441802
2.75104,0.448906,0.442988
2.75638,0.450123,0.444172
2.76158,0.451313,0.445359
2.76684,0.452542,0.446536
2.77216,0.453782,0.44771
2.77752,0.455006,0.448899
2.78278,0.456217,0.450112
2.78806,0.457438,0.451311
2.7934,0.458661,0.4525
2.79872,0.459884,0.453673
2.80397,0.461112,0.454843
2.80921,0.462323,0.456037
2.81446,0.463551,0.457239
2.81971,0.46477,0.458425
2.8249,0.465992,0.459592
2.83023,0.467215,0.4608
2.83552,0.46844,0.461973
2.84088,0.469657,0.463159
2.84611,0.470837,0.464341
2.85137,0.472047,0.465489
2.85656,0.473256,0.466645
2.86175,0.474458,0.46782
2.86697,0.475665,0.468981
2.8723,0.476887,0.470173
2.87758,0.478125,0.471345
2.88277,0.479323,0.472523
2.88799,0.480511,0.473705
2.89321,0.481737,0.474876
2.89837,0.482954,0.47605
2.90361,0.484172,0.47723
2.90886,0.485388,0.478385
2.914,0.486616,0.479567
