X,Y,Z,OriginTime,MinWait,NumberSeen,MaxAngle,PctEmpty
0.0126821,0.137633,0.22894,0.517881,0.0475132,0,0,0.96
0.490674,0.134056,0.10309,0.518339,0.0322394,0,0,0.98
0.877718,0.399142,0.0616684,0.518634,0.0432857,0,0,1
0.485693,0.584012,0.959129,0.519015,0.0197365,0,0,0.96
0.367501,0.322552,0.638196,0.519106,0.0177723,0,0,0.97
0.892023,0.462288,0.942311,0.519227,0.0341709,0,0,0.97
0.998379,0.43266,0.260657,0.519415,0.0410988,0,0,0.99
0.42714,0.664362,0.561032,0.520219,0.0520605,0,0,0.99
0.27526,0.219482,0.706903,0.520293,0.0431088,0,0,0.94
0.244212,0.132003,0.372119,0.520318,0.0453825,0,0,0.99
0.984171,0.158152,0.598351,0.520668,0.0242923,0,0,0.98
0.619358,0.350962,0.283626,0.52074,0.0240634,0,0,0.99
0.00785259,0.0108909,0.564274,0.520805,0.0104579,0,0,0.96
0.728622,0.356738,0.7907,0.521009,0.03823,0,0,0.99
0.0586515,0.0152214,0.33384,0.521452,0.0148392,0,0,0.97
0.638451,0.381784,0.589882,0.521521,0.0558381,0,0,0.96
0.439149,0.971676,0.381622,0.521779,0.047187,0,0,0.95
0.757336,0.400742,0.524506,0.521896,0.0364067,0,0,0.99
0.51967,0.986864,0.45184,0.521963,0.010974,0,0,0.98
0.834192,0.817307,0.775125,0.522063,0.0554572,0,0,0.98
0.271711,0.257456,0.951802,0.522291,0.0422298,0,0,0.97
0.233974,0.19674,0.201855,0.522588,0.0458609,0,0,0.98
0.990505,0.978003,0.371722,0.522588,0.0419168,0,0,0.98
0.190066,0.430276,0.292841,0.522645,0.0539862,0,0,0.99
0.161206,0.459105,0.791026,0.523404,0.027821,0,0,1
0.384238,0.479341,0.438624,0.524056,0.0378371,0,0,0.98
0.387477,0.344509,0.631132,0.524137,0.0127408,0,0,0.98
0.370828,0.457231,0.662461,0.524201,0.0427578,0,0,0.98
0.687644,0.256581,0.0626097,0.524416,0.0522155,0,0,0.97
0.265209,0.827924,0.0751024,0.524668,0.0525757,0,0,0.98
0.293861,0.167755,0.811203,0.524898,0.0389854,0,0,0.98
0.793358,0.324228,0.348913,0.525067,0.00560092,0,0,0.99
0.334982,0.570178,0.220059,0.525091,0.0507877,0,0,0.96
0.52967,0.185314,0.00546356,0.525093,0.037107,0,0,0.98
0.279523,0.949383,0.477371,0.525332,0.0545804,0,0,0.96
0.529131,0.60367,0.889752,0.525366,0.00885198,0,0,0.96
0.641215,0.229975,0.50282,0.52538,0.0509583,0,0,0.99
0.393566,0.228428,0.586068,0.525486,0.026228,0,0,0.94
0.207198,0.334658,0.845221,0.525715,0.0360752,0,0,0.98
0.647305,0.838094,0.164043,0.525991,0.0606619,0,0,0.96
0.0377884,0.603832,0.480689,0.526134,0.0537571,0,0,0.98
0.498215,0.993881,0.724437,0.526374,0.0470577,0,0,0.97
0.249815,0.87531,0.21175,0.526492,0.0274839,0,0,0.96
0.763766,0.324494,0.0561027,0.526626,0.0500047,0,0,0.96
0.841222,0.397357,0.992136,0.526657,0.0352633,0,0,0.97
0.933298,0.286631,0.0305129,0.526811,0.0395787,0,0,0.97
0.618979,0.169962,0.861535,0.526911,0.0362468,0,0,0.97
0.957852,0.481211,0.609231,0.527289,0.0308971,0,0,0.99
0.567687,0.132917,0.77362,0.527477,0.0368119,0,0,0.92
0.399155,0.142972,0.491763,0.5281,0.0465085,0,0,0.95
0.767015,0.10892,0.038191,0.528147,0.0184203,0,0,0.95
0.979404,0.700943,0.611456,0.528184,0.0239954,0,0,0.97
0.378332,0.807078,0.533157,0.528214,0.0493238,0,0,0.98
0.365236,0.459756,0.915862,0.528226,0.0443022,0,0,0.96
0.823134,0.484752,0.644411,0.528324,0.0234306,0,0,0.97
0.0668165,0.847275,0.959735,0.528483,0.0308721,0,0,0.96
0.465105,0.624345,0.741684,0.528651,0.0377113,0,0,0.95
0.858257,0.486421,0.680555,0.528673,0.025039,0,0,0.94
0.279135,0.451034,0.677649,0.52893,0.0442099,0,0,0.97
0.236959,0.654934,0.124835,0.529214,0.0158928,0,0,0.95
0.684496,0.320382,0.827692,0.529371,0.0287553,0,0,0.99
0.155098,0.504603,0.913375,0.529471,0.0291998,0,0,0.98
0.265459,0.603607,0.45711,0.529606,0.0151397,0,0,0.95
0.917071,0.0949918,0.598136,0.529867,0.0286204,0,0,0.97
0.0558441,0.313498,0.587909,0.530781,0.0112016,0,0,0.95
0.307334,0.0231965,0.6206,0.530809,0.042782,0,0,0.96
0.938059,0.774664,0.0628756,0.531358,0.0439572,0,0,0.98
0.719287,0.259374,0.427416,0.531424,0.034975,0,0,0.99
0.874186,0.495183,0.98416,0.531429,0.0219687,0,0,0.94
0.940225,0.811295,0.342904,0.531439,0.0349609,0,0,0.96
0.141045,0.951445,0.403028,0.531549,0.0146566,0,0,0.96
0.794825,0.159847,0.298866,0.531618,0.0356127,0,0,0.98
0.191204,0.874717,0.236415,0.531714,0.0265899,0,0,0.95
0.940019,0.378682,0.119414,0.532058,0.032977,0,0,0.97
0.507097,0.777812,0.285164,0.532072,0.0347925,0,0,0.97
0.964425,0.188517,0.605979,0.532237,0.0127232,0,0,0.97
0.992639,0.624743,0.817799,0.53247,0.0420108,0,0,0.96
0.664991,0.404228,0.303194,0.532532,0.0192351,0,0,0.97
0.497218,0.802509,0.0816244,0.532579,0.0184942,0,0,0.95
0.448336,0.54885,0.609691,0.532713,0.0497773,0,0,0.93
0.185026,0.142904,0.423931,0.533017,0.0333566,0,0,0.98
0.376141,0.97397,0.445954,0.533024,0.0380176,0,0,0.97
0.199464,0.15243,0.731963,0.533136,0.0192908,0,0,0.95
0.815214,0.651168,0.0397662,0.533353,0.0187891,0,0,0.96
0.0413172,0.471274,0.986004,0.533658,0.0324099,0,0,0.99
0.933539,0.692346,0.0399875,0.533712,0.0376346,0,0,0.95
0.528296,0.619599,0.546836,0.53374,0.0340723,0,0,0.96
0.77805,0.830571,0.155229,0.533752,0.0324369,0,0,0.95
0.465878,0.380893,0.0191253,0.533931,0.0260033,0,0,0.98
0.523032,0.139572,0.93811,0.534013,0.0208388,0,0,0.99
0.972562,0.82256,0.710354,0.534035,0.00854202,0,0,0.98
0.438519,0.73474,0.505741,0.53412,0.0381599,0,0,0.98
0.510473,0.47672,0.463207,0.53423,0.0385934,0,0,0.95
0.472978,0.762708,0.927557,0.534312,0.0279413,0,0,0.93
0.70662,0.491546,0.00831918,0.534326,0.0286865,0,0,0.98
0.592196,0.222247,0.834048,0.534546,0.0286115,0,0,0.93
0.824123,0.548799,0.481161,0.534693,0.0348239,0,0,0.96
0.500677,0.050603,0.429551,0.534765,0.0253208,0,0,0.98
0.117021,0.459272,0.618876,0.534876,0.0403428,0,0,0.99
0.231075,0.139978,0.746057,0.534936,0.0174914,0,0,0.92
0.319882,0.710644,0.903384,0.534974,0.0176888,0,0,0.96
0.176478,0.422496,0.388712,0.535044,0.0423709,0,0,0.96
0.116797,0.182224,0.956863,0.535052,0.0157993,0,0,0.99
0.289479,0.388239,0.179942,0.535177,0.0262572,0,0,0.96
0.0822362,0.721811,0.184067,0.535269,0.0174766,0,0,0.92
0.90464,0.159298,0.577568,0.53535,0.0315839,0,0,0.94
0.670541,0.599593,0.485841,0.535389,0.0231487,0,0,0.94
0.60877,0.481536,0.444623,0.535669,0.0198712,0,0,0.94
0.746158,0.213027,0.37124,0.535995,0.0258127,0,0,0.98
0.166487,0.504054,0.0628374,0.536252,0.0433144,0,0,0.96
0.987306,0.0925339,0.350958,0.536253,0.0277005,0,0,0.96
0.301736,0.232941,0.801398,0.536481,0.0274027,0,0,0.92
0.426914,0.321436,0.362651,0.536721,0.0147666,0,0,0.93
0.980719,0.0792591,0.265785,0.536837,0.0285568,0,0,0.97
0.846187,0.159484,0.248285,0.536921,0.0333922,0,0,0.94
0.941406,0.688106,0.574779,0.537379,0.0201986,0,0,0.96
0.996195,0.3739,0.141573,0.537436,0.0275995,0,0,0.96
0.0923784,0.00629551,0.142178,0.537693,0.0324852,0,0,0.93
0.913173,0.15109,0.386982,0.537715,0.00832074,0,0,0.92
0.471756,0.22239,0.434259,0.537749,0.0424218,0,0,0.97
0.881868,0.81736,0.160011,0.537924,0.0387806,0,0,0.94
0.328567,0.0652424,0.804225,0.538117,0.0327915,0,0,0.96
0.833898,0.788887,0.527557,0.538414,0.0371415,0,0,0.94
0.0890848,0.758921,0.670356,0.538419,0.0215602,0,0,0.97
0.0971838,0.223817,0.765074,0.538495,0.0367641,0,0,0.94
0.59932,0.446023,0.447935,0.538514,0.0170265,0,0,0.97
0.866794,0.571618,0.761047,0.539034,0.0443442,0,0,0.98
0.195528,0.201138,0.0516656,0.539042,0.0484347,0,0,0.97
0.0363659,0.692346,0.0335957,0.539058,0.0263729,0,0,0.98
0.521643,0.326529,0.0380636,0.539074,0.0357869,0,0,0.97
0.173492,0.942343,0.953609,0.539148,0.0384973,0,0,0.96
0.305158,0.71035,0.875892,0.539164,0.0134991,0,0,0.92
0.270986,0.31935,0.757902,0.539329,0.0259796,0,0,0.89
0.721008,0.50836,0.447173,0.539684,0.0466995,0,0,0.98
0.312837,0.078837,0.527712,0.53978,0.0297349,0,0,0.95
0.590585,0.931307,0.633471,0.539836,0.0421537,0,0,0.94
0.512474,0.349949,0.956186,0.539973,0.0262136,0,0,0.95
0.546162,0.649082,0.909357,0.540286,0.0173,0,0,0.92
0.687959,0.720149,0.945528,0.540475,0.0464198,0,0,0.92
0.472465,0.212494,0.86661,0.540482,0.00726019,1,0.0498817,0.92
0.286805,0.172453,0.144619,0.540719,0.0317291,0,0,0.97
0.539245,0.672453,0.518204,0.540784,0.0270281,0,0,0.94
0.516934,0.551246,0.669923,0.540948,0.0415429,0,0,0.91
0.497152,0.145284,0.0634917,0.541152,0.00942629,0,0,0.94
0.218364,0.0205654,0.271874,0.541218,0.0156165,0,0,0.93
0.8281,0.258096,0.627079,0.541321,0.0299067,0,0,0.94
0.781291,0.469694,0.656287,0.541326,0.0100325,0,0,0.91
0.73776,0.638719,0.210256,0.541451,0.0325938,0,0,0.94
0.0885967,0.329437,0.793956,0.54158,0.0366683,0,0,0.94
0.982936,0.0543138,0.753313,0.542193,0.0374578,0,0,0.9
0.37159,0.251714,0.570594,0.54238,0.00933428,0,0,0.94
0.0576667,0.701149,0.989966,0.54246,0.0229706,0,0,0.91
0.711304,0.842135,0.659886,0.542462,0.0411045,0,0,0.95
0.376001,0.102971,0.591881,0.542493,0.00721682,0,0,0.93
0.16795,0.0572742,0.333318,0.542558,0.00578574,1,0.0732923,0.96
0.831728,0.255667,0.106726,0.542718,0.0465403,0,0,0.93
0.450716,0.220369,0.574469,0.542935,0.0207103,0,0,0.91
0.477455,0.683734,0.822358,0.543086,0.0303665,0,0,0.93
0.863417,0.983599,0.0767376,0.543106,0.0510742,0,0,0.97
0.52732,0.693371,0.457721,0.54329,0.0312969,0,0,0.98
0.332732,0.680024,0.0899482,0.543359,0.01599,0,0,0.9
0.661606,0.708431,0.361823,0.543362,0.0366991,0,0,0.88
0.904936,0.999199,0.357655,0.543484,0.00957486,0,0,0.96
0.0839254,0.99345,0.225254,0.543581,0.0163938,0,0,0.98
0.213001,0.632477,0.54311,0.543581,0.038073,0,0,0.93
0.41356,0.400083,0.0681569,0.543592,0.0322826,0,0,0.94
0.691891,0.289268,0.386395,0.543696,0.00924863,0,0,0.9
0.509656,0.553871,0.05735,0.543701,0.00726422,0,0,0.98
0.677402,0.941372,0.54195,0.543834,0.0345375,0,0,0.96
0.720639,0.512871,0.048634,0.543985,0.0190269,0,0,0.94
0.0465134,0.383005,0.558208,0.543986,0.0117305,0,0,0.95
0.564337,0.174257,0.718868,0.544019,0.0260731,0,0,0.93
0.775679,0.154641,0.435175,0.544022,0.0417252,0,0,0.93
0.593807,0.560157,0.525595,0.544193,0.0402604,0,0,0.93
0.37801,0.7916,0.684587,0.544227,0.00187726,1,0.274971,0.9
0.98381,0.375226,0.017159,0.544233,0.0370595,0,0,0.96
0.436156,0.512429,0.784071,0.544273,0.0486875,0,0,0.94
0.209885,0.868267,0.19909,0.544354,0.00520263,0,0,0.87
0.72755,0.618904,0.31935,0.544431,0.0147278,0,0,0.93
0.958696,0.523966,0.621945,0.544469,0.0137166,0,0,0.96
0.185227,0.866678,0.0674981,0.544523,0.0346724,0,0,0.94
0.500231,0.139737,0.504511,0.544712,0.0335191,0,0,0.91
0.159242,0.756961,0.32991,0.544731,0.0268524,0,0,0.95
0.488005,0.715216,0.0516121,0.544848,0.0402495,0,0,0.96
0.0836781,0.0574136,0.614078,0.545043,0.0228957,0,0,0.93
0.215371,0.865284,0.20635,0.545182,0.00437392,0,0,0.9
0.867618,0.492366,0.582008,0.545208,0.00260445,1,0.102673,0.97
0.906917,0.927559,0.837154,0.545222,0.034638,0,0,0.9
0.476039,0.0744825,0.470567,0.545557,0.0197128,0,0,0.96
0.0888335,0.669912,0.770666,0.545636,0.0433851,0,0,0.93
0.339599,0.0443413,0.391836,0.545671,0.0325829,0,0,0.91
0.449499,0.746961,0.780712,0.545773,0.022876,0,0,0.94
0.34842,0.831063,0.282522,0.545802,0.0549389,0,0,0.92
0.575342,0.314528,0.349094,0.545825,0.00668279,1,0.238224,0.89
0.291742,0.0350707,0.98143,0.545897,0.0403111,0,0,0.94
0.695212,0.0211944,0.459056,0.546244,0.0448545,0,0,0.96
0.309849,0.0242803,0.903973,0.546246,0.0399623,0,0,0.91
0.523861,0.820028,0.385775,0.546463,0.0239066,0,0,0.96
0.769863,0.445244,0.510887,0.546514,0.0117889,0,0,0.92
0.821718,0.55236,0.359765,0.546564,0.0478014,0,0,0.92
0.826056,0.240524,0.517807,0.546779,0.0390726,0,0,0.9
0.694954,0.54463,0.171435,0.546836,0.0218183,0,0,0.93
0.349623,0.394552,0.760958,0.547031,0.03786,0,0,0.95
0.586263,0.704764,0.170919,0.547238,0.0401349,0,0,0.91
0.409275,0.0776295,0.107153,0.547266,0.0351005,0,0,0.84
0.751572,0.311266,0.727019,0.547284,0.0225997,0,0,0.93
0.782451,0.424789,0.112666,0.54729,0.0306684,0,0,0.94
0.210054,0.500093,0.888628,0.547315,0.0212975,0,0,0.95
0.2305,0.0716149,0.91042,0.547317,0.00208402,1,0.339157,0.89
0.748534,0.0167343,0.326874,0.547464,0.017074,0,0,0.97
0.658027,0.449072,0.954762,0.547492,0.0286921,0,0,0.91
0.568464,0.0106638,0.412279,0.547494,0.0104001,0,0,0.91
0.374434,0.0380872,0.611242,0.547682,0.00737448,0,0,0.92
0.148063,0.153361,0.987712,0.547706,0.01396,0,0,0.88
0.633441,0.869137,0.601508,0.548046,0.0368928,0,0,0.93
0.807034,0.102911,0.640446,0.548061,0.0455718,0,0,0.95
0.310881,0.330219,0.0279378,0.548078,0.0283434,0,0,0.95
0.26883,0.56718,0.483692,0.548082,0.00876266,0,0,0.93
0.996595,0.823756,0.599085,0.548095,0.0179808,0,0,0.93
0.283915,0.628611,0.349211,0.548141,0.0297636,0,0,0.9
0.484084,0.123543,0.617813,0.548218,0.00186081,1,0.284412,0.95
0.16832,0.50005,0.699913,0.54835,0.0269152,0,0,0.95
0.618381,0.706183,0.992155,0.548402,0.0384934,0,0,0.95
0.984167,0.376959,0.400439,0.548497,0.0303497,0,0,0.91
0.710882,0.637599,0.323151,0.548554,0.0106055,0,0,0.96
0.748286,0.207154,0.921278,0.548563,0.0044184,1,0.131344,0.95
0.657906,0.43428,0.487989,0.548851,0.0282369,0,0,0.98
0.598652,0.835194,0.368069,0.548895,0.0158004,0,0,0.92
0.644363,0.782724,0.491102,0.548977,0.027093,0,0,0.91
0.161436,0.076553,0.275914,0.54898,0.00674873,0,0,0.9
0.270341,0.263836,0.511432,0.549199,0.0402902,0,0,0.93
0.617963,0.980174,0.83991,0.549201,0.0056026,1,0.192146,0.9
0.789232,0.0425758,0.502394,0.549216,0.0307307,0,0,0.94
0.6034,0.211077,0.646645,0.549363,0.0133022,0,0,0.88
0.318721,0.985492,0.694266,0.54942,0.020163,0,0,0.95
0.74947,0.260464,0.827823,0.54953,0.0123137,0,0,0.87
0.270431,0.195114,0.639401,0.549653,0.0025134,1,0.193218,0.92
0.434561,0.0603553,0.79943,0.549722,0.0196603,0,0,0.93
0.729002,0.0411706,0.583386,0.549792,0.0307172,0,0,0.88
0.402728,0.455486,0.604587,0.549853,0.0202271,0,0,0.94
0.11221,0.519569,0.593245,0.549866,0.0253524,0,0,0.93
0.401243,0.698998,0.968225,0.550031,0.0433398,0,0,0.92
0.200009,0.713435,0.365552,0.550063,0.032071,0,0,0.97
0.957833,0.612962,0.917723,0.55017,0.0443826,0,0,0.88
0.98343,0.689865,0.854042,0.550239,0.0286631,0,0,0.93
0.012599,0.20444,0.590161,0.550282,0.0126602,0,0,0.91
0.2732,0.267248,0.658893,0.55039,0.00280211,1,0.183418,0.88
0.683674,0.0118322,0.774767,0.550495,0.0308587,0,0,0.91
0.983256,0.90321,0.135128,0.550525,0.0396678,0,0,0.88
0.196602,0.728493,0.543412,0.550596,0.0338235,0,0,0.86
0.249431,0.949428,0.578456,0.550605,0.0236025,0,0,0.9
0.388849,0.0250919,0.420648,0.550619,0.0204228,0,0,0.85
0.131652,0.360408,0.533039,0.550703,0.00176885,1,0.253663,0.94
0.0464157,0.815877,0.971908,0.550856,0.0084998,0,0,0.9
0.436793,0.720583,0.429434,0.550962,0.030393,0,0,0.91
0.772321,0.355756,0.875936,0.550972,0.00602982,0,0,0.9
0.786376,0.534082,0.828958,0.55103,0.0391206,0,0,0.87
0.39859,0.49396,0.48275,0.55108,0.0108129,0,0,0.89
0.0870935,0.0450792,0.777564,0.551146,0.0212344,0,0,0.88
0.920297,0.0808194,0.676757,0.55115,0.0252988,0,0,0.94
0.522552,0.0845929,0.493657,0.551277,0.0144331,0,0,0.91
0.706316,0.903978,0.905736,0.551319,0.0164801,1,0.00352,0.88
0.615455,0.455493,0.644734,0.551429,0.0275347,0,0,0.87
0.282482,0.195029,0.330158,0.551448,0.0268546,0,0,0.92
0.360541,0.625794,0.642166,0.551507,0.024627,0,0,0.9
0.682565,0.573357,0.477593,0.551671,0.0068668,0,0,0.88
0.51395,0.914162,0.620548,0.551673,0.0338743,0,0,0.86
0.349825,0.365506,0.0304085,0.552154,0.0242679,0,0,0.85
0.723283,0.552501,0.281817,0.552198,0.0274383,0,0,0.93
0.0630867,0.863989,0.874906,0.552482,0.031271,0,0,0.93
0.0796283,0.293604,0.928268,0.552492,0.0264436,0,0,0.91
0.922947,0.235072,0.396795,0.552525,0.00115718,1,0.360363,0.93
0.540664,0.925223,0.135809,0.55257,0.0301745,0,0,0.92
0.117128,0.0796193,0.445131,0.552596,0.0343643,0,0,0.94
0.899405,0.286961,0.953104,0.552599,0.00260092,1,0.260448,0.86
0.071325,0.920373,0.0482591,0.5526,0.0352286,0,0,0.87
0.103212,0.638042,0.0289803,0.552671,0.022404,0,0,0.87
0.653563,0.980944,0.273398,0.552706,0.00430862,2,0.227978,0.89
0.430253,0.993778,0.670722,0.552952,0.0300245,0,0,0.94
0.676861,0.241417,0.969056,0.553116,0.0269399,0,0,0.86
0.273559,0.719981,0.491954,0.553269,0.0137516,0,0,0.9
0.796649,0.362588,0.922424,0.553422,0.0225792,0,0,0.89
0.880561,0.494573,0.916016,0.553445,0.00448466,0,0,0.86
0.344855,0.696926,0.0966284,0.553493,0.00585599,0,0,0.8
0.65717,0.734774,0.489212,0.553497,0.0225737,0,0,0.88
0.346022,0.131579,0.90067,0.553573,0.0283784,0,0,0.87
0.905016,0.590612,0.373611,0.553582,0.042841,0,0,0.87
0.493015,0.404445,0.996002,0.553689,0.0114858,0,0,0.91
0.81053,0.220537,0.45133,0.553793,0.0320587,0,0,0.87
0.454553,0.761464,0.282737,0.553799,0.0166776,0,0,0.92
0.464446,0.496786,0.491206,0.553926,0.0188968,0,0,0.87
0.856322,0.728633,0.0334551,0.55394,0.021419,0,0,0.89
0.883721,0.597954,0.862743,0.553987,0.0402277,0,0,0.84
0.93448,0.927292,0.288936,0.554184,0.0285848,0,0,0.9
0.15167,0.757847,0.115392,0.554235,0.0118086,0,0,0.93
0.764225,0.663619,0.363905,0.554255,0.00928468,0,0,0.82
0.72479,0.40747,0.723777,0.554278,0.0253987,0,0,0.91
0.884019,0.751367,0.234598,0.554319,0.0166144,0,0,0.85
0.249965,0.406902,0.14757,0.554338,0.0176115,0,0,0.92
0.462316,0.525814,0.179153,0.554385,0.0316539,0,0,0.87
0.330531,0.977412,0.815428,0.554387,0.036147,0,0,0.92
0.821681,0.857368,0.0378738,0.554479,0.034638,0,0,0.89
0.686191,0.757324,0.328428,0.554593,0.02644,0,0,0.85
0.0251569,0.852281,0.575477,0.554611,0.0148564,0,0,0.9
0.663307,0.761758,0.0532343,0.554629,0.031774,0,0,0.86
0.927546,0.255201,0.399221,0.554636,0.00688673,1,0.0655789,0.89
0.835843,0.0133681,0.640422,0.554685,0.0382465,0,0,0.84
0.0890117,0.183655,0.0999018,0.554724,0.0221765,0,0,0.92
0.0710486,0.311244,0.857367,0.554738,0.0275524,0,0,0.83
0.841448,0.465969,0.489493,0.554795,0.0193526,0,0,0.92
0.16286,0.913193,0.860553,0.554815,0.0412125,0,0,0.85
0.889042,0.561365,0.622086,0.554852,0.0268755,0,0,0.87
0.428855,0.865984,0.43025,0.554906,0.0300983,0,0,0.89
0.0523036,0.90765,0.502443,0.555001,0.0215431,0,0,0.86
0.0453064,0.0582411,0.579034,0.555058,0.00940351,0,0,0.88
