X,Y,Z,OriginTime,MinArrival,MinSee,NumberSeen,MaxAngle,PctEmpty,Volume
0.601353,0.18969,0.262906,0.121549,0.304051,0.2128,0,0,0,0
0.591919,0.995085,0.297102,0.129231,0.319361,0.224296,0,0,0,0
0.164713,0.294026,0.308457,0.132294,0.304409,0.218352,0,0,0,0
0.592407,0.43226,0.492382,0.145332,0.271377,0.208354,0,0,0,0
0.0839672,0.579141,0.438843,0.145375,0.364071,0.254723,0,0,0,0
0.698522,0.0762182,0.441777,0.149186,0.254293,0.201739,0,0,0,0
0.0934115,0.389782,0.958546,0.149803,0.326325,0.238064,0,0,0,0
0.614045,0.255014,0.896652,0.154808,0.340495,0.247651,0,0,0,0
0.648083,0.151273,0.540636,0.155818,0.279439,0.217628,0,0,0,0
0.00725534,0.571484,0.170137,0.157082,0.338048,0.247565,0,0,0,0
0.365846,0.824917,0.692596,0.158885,0.322826,0.240856,0,0,0,0
0.585337,0.912531,0.572062,0.160647,0.278707,0.219677,0,0,0,0
0.601449,0.504173,0.793478,0.160738,0.240471,0.200604,0,0,0,0
0.613791,0.0562084,0.436349,0.167063,0.236416,0.201739,0,0,0,0
0.552259,0.534797,0.835208,0.169064,0.232144,0.200604,0,0,0,0
0.203139,0.953617,0.87965,0.173279,0.312787,0.243033,0,0,0,0
0.119139,0.225825,0.86198,0.17366,0.277655,0.225658,0,0,0,0
0.666529,0.830576,0.742706,0.17441,0.280221,0.227316,0,0,0,0
0.665314,0.464552,0.546441,0.175041,0.241668,0.208354,0,0,0,0
0.434591,0.669344,0.302297,0.175969,0.236783,0.206376,0,0,0,0
0.258582,0.698761,0.478778,0.17788,0.318831,0.248356,0,0,0,0
0.245871,0.389613,0.299854,0.178721,0.257983,0.218352,0,0,0,0
0.941853,0.182262,0.733197,0.179075,0.302579,0.240827,0,0,0,0
0.954929,0.000310001,0.659117,0.179517,0.307555,0.243536,0,0,0,0
0.418276,0.903858,0.357964,0.179917,0.334605,0.257261,0,0,0,0
0.550152,0.618305,0.0231619,0.18031,0.34501,0.26266,0,0,0,0
0.4323,0.938174,0.584315,0.180697,0.277572,0.229134,0,0,0,0
0.54807,0.727119,0.821034,0.182061,0.308889,0.245475,0,0,0,0
0.736596,0.578177,0.178591,0.183844,0.336774,0.260309,0,0,0,0
0.940137,0.304522,0.0931786,0.184051,0.307839,0.245945,0,0,0,0
0.392435,0.634027,0.562154,0.184374,0.24524,0.214807,0,0,0,0
0.728678,0.262852,0.360043,0.184763,0.289023,0.236893,0,0,0,0
0.310198,0.966505,0.0397644,0.185149,0.272264,0.228707,0,0,0,0
0.149057,0.86501,0.720173,0.186035,0.263495,0.224765,0,0,0,0
0.63612,0.0697475,0.584554,0.186067,0.249189,0.217628,0,0,0,0
0.322292,0.405739,0.0413573,0.186305,0.296481,0.241393,0,0,0,0
0.844427,0.117113,0.146627,0.18761,0.318754,0.253182,0,0,0,0
0.870163,0.48024,0.110952,0.190044,0.318517,0.254281,0,0,0,0
0.403775,0.65124,0.272612,0.190323,0.222429,0.206376,0,0,0,0
0.183364,0.125875,0.736321,0.190378,0.328221,0.259299,0,0,0,0
0.807747,0.738761,0.227646,0.190579,0.3177,0.25414,0,0,0,0
0.925999,0.805097,0.476672,0.191043,0.310948,0.250995,0,0,0,0
0.850412,0.0153988,0.777726,0.192535,0.278624,0.23558,0,0,0,0
0.451872,0.987377,0.481487,0.192643,0.296359,0.244501,0,0,0,0
0.724217,0.222198,0.742303,0.194289,0.347261,0.270775,0,0,0,0
0.360417,0.670838,0.54826,0.194512,0.235102,0.214807,0,0,0,0
0.236359,0.951851,0.022538,0.195039,0.262374,0.228707,0,0,0,0
0.768707,0.393446,0.472673,0.195052,0.306223,0.250637,0,0,0,0
0.838232,0.184839,0.590952,0.195611,0.298617,0.247114,0,0,0,0
0.376322,0.39332,0.363734,0.195643,0.300799,0.248221,0,0,0,0
0.66688,0.193779,0.349103,0.195697,0.229902,0.2128,0,0,0,0
0.576153,0.803223,0.0242234,0.195726,0.337607,0.266666,0,0,0,0
0.289713,0.766961,0.165569,0.196831,0.323024,0.259928,0,0,0,0
0.0229465,0.920424,0.327246,0.197108,0.318799,0.257953,0,0,0,0
0.329488,0.891826,0.856188,0.19777,0.306417,0.252093,0,0,0,0
0.663934,0.470517,0.935104,0.197824,0.319151,0.258488,0,0,0,0
0.0486897,0.41236,0.690324,0.19817,0.218689,0.208429,0,0,0,0
0.780037,0.458142,0.873565,0.198551,0.311396,0.254974,0,0,0,0
0.146503,0.0262505,0.182482,0.199371,0.24934,0.224356,0,0,0,0
0.436126,0.485246,0.921893,0.199649,0.316484,0.258066,0,0,0,0
0.105915,0.655232,0.590461,0.19986,0.277372,0.238616,0,0,0,0
0.049517,0.430678,0.693603,0.200061,0.216798,0.208429,0,0,0,0
0.120832,0.494331,0.155098,0.200078,0.295207,0.247642,0,0,0,0
0.889294,0.552269,0.628595,0.200193,0.27736,0.238776,0,0,0,0
0.788807,0.43966,0.71078,0.201388,0.254811,0.2281,0,0,0,0
0.847159,0.546504,0.690957,0.201877,0.275676,0.238776,0,0,0,0
0.0524687,0.379368,0.806846,0.201994,0.277402,0.239698,0,0,0,0
0.337754,0.480289,0.343607,0.203556,0.292886,0.248221,0,0,0,0
0.571265,0.641024,0.680599,0.203575,0.31884,0.261208,0,0,0,0
0.0643109,0.275542,0.992245,0.203715,0.272413,0.238064,0,0,0,0
0.620573,0.866886,0.790283,0.204763,0.249868,0.227316,0,0,0,0
0.740474,0.548115,0.767522,0.204776,0.308834,0.256805,0,0,0,0
0.586492,0.312851,0.670151,0.204787,0.308571,0.256679,0,0,0,0
0.406124,0.456776,0.693468,0.205165,0.271284,0.238224,0,0,0,0
0.0709487,0.717889,0.05496,0.205216,0.317816,0.261516,0,0,0,0
0.651173,0.0242205,0.00645623,0.205402,0.332422,0.268912,0,0,0,0
0.777432,0.863561,0.736493,0.206376,0.290281,0.248328,0,0,0,0
0.0163806,0.293286,0.571505,0.206431,0.270844,0.238638,0,0,0,0
0.296022,0.156653,0.79252,0.206757,0.319983,0.26337,0,0,0,0
0.570396,0.537663,0.723032,0.207105,0.244694,0.225899,0,0,0,0
0.554842,0.273623,0.0144969,0.207308,0.287995,0.247651,0,0,0,0
0.0755831,0.616622,0.639172,0.208209,0.269023,0.238616,0,0,0,0
0.764604,0.966909,0.0803341,0.208612,0.309597,0.259104,0,0,0,0
0.0267382,0.103811,0.535582,0.208621,0.295296,0.251958,0,0,0,0
0.0792338,0.238067,0.807134,0.208732,0.242583,0.225658,0,0,0,0
0.183715,0.868365,0.678112,0.208892,0.240638,0.224765,0,0,0,0
0.440893,0.626634,0.146641,0.209432,0.258363,0.233897,0,0,0,0
0.418778,0.139959,0.58209,0.209691,0.305646,0.257668,0,0,0,0
0.441372,0.281852,0.336266,0.210005,0.276427,0.243216,0,0,0,0
0.875453,0.240072,0.126188,0.210744,0.281146,0.245945,0,0,0,0
0.862481,0.712817,0.781993,0.210955,0.305378,0.258166,0,0,0,0
0.940863,0.0750378,0.168547,0.211281,0.295083,0.253182,0,0,0,0
0.193421,0.0137543,0.153493,0.211316,0.255921,0.233618,0,0,0,0
0.0465462,0.984777,0.683109,0.211583,0.275489,0.243536,0,0,0,0
0.166583,0.193926,0.372993,0.211659,0.25141,0.231534,0,0,0,0
0.546891,0.830123,0.536555,0.211814,0.258268,0.235041,0,0,0,0
0.0351139,0.442336,0.107043,0.211951,0.303493,0.257722,0,0,0,0
0.0522158,0.0698596,0.926896,0.212538,0.342193,0.277365,0,0,0,0
0.0523807,0.932906,0.870902,0.212636,0.325704,0.26917,0,0,0,0
0.836411,0.544646,0.925909,0.212695,0.297714,0.255205,0,0,0,0
0.61942,0.241819,0.519347,0.212946,0.253149,0.233048,0,0,0,0
0.925374,0.880767,0.333525,0.213289,0.302618,0.257953,0,0,0,0
0.146274,0.220366,0.511457,0.213299,0.343112,0.278206,0,0,0,0
0.91094,0.194032,0.321574,0.213356,0.311768,0.262562,0,0,0,0
0.944142,0.49365,0.706434,0.213404,0.308401,0.260903,0,0,0,0
0.175846,0.881491,0.188063,0.21395,0.304028,0.258989,0,0,0,0
0.654289,0.754801,0.682319,0.214119,0.272075,0.243097,0,0,0,0
0.0312678,0.436775,0.822044,0.214347,0.265049,0.239698,0,0,0,0
0.0679253,0.0357031,0.238387,0.214403,0.283922,0.249162,0,0,0,0
0.997363,0.452526,0.640946,0.214527,0.277328,0.245928,0,0,0,0
0.49691,0.568267,0.453761,0.215086,0.315947,0.265516,0,0,0,0
0.349285,0.823512,0.234959,0.215498,0.304358,0.259928,0,0,0,0
0.590339,0.888733,0.513889,0.215656,0.223698,0.219677,0,0,0,0
0.00669686,0.344586,0.587644,0.216201,0.261075,0.238638,0,0,0,0
0.11117,0.90787,0.966339,0.216463,0.307689,0.262076,0,0,0,0
0.357506,0.927069,0.720522,0.216598,0.265113,0.240856,0,0,0,0
0.369832,0.673868,0.815614,0.216606,0.304293,0.260449,0,0,0,0
0.454216,0.238694,0.766311,0.216673,0.315289,0.265981,0,0,0,0
0.878464,0.164096,0.678694,0.217028,0.264626,0.240827,0,0,0,0
0.293732,0.267624,0.0898357,0.217058,0.289163,0.253111,0,0,0,0
0.118119,0.0312936,0.195457,0.217726,0.230985,0.224356,0,0,0,0
0.137197,0.756973,0.990978,0.217766,0.305266,0.261516,0,0,0,0
0.614381,0.880797,0.513845,0.21777,0.233034,0.225402,0,0,0,0
0.662043,0.776101,0.596997,0.217964,0.302401,0.260183,0,0,0,0
0.929493,0.788843,0.118528,0.218465,0.346744,0.282605,0,0,0,0
0.00681688,0.174549,0.557263,0.218675,0.285242,0.251958,0,0,0,0
0.934024,0.199171,0.0233073,0.2188,0.308096,0.263448,0,0,0,0
0.820305,0.191403,0.0783757,0.219019,0.291336,0.255178,0,0,0,0
0.963587,0.882768,0.411501,0.219029,0.298807,0.258918,0,0,0,0
0.524243,0.535967,0.750326,0.219261,0.254726,0.236994,0,0,0,0
0.634921,0.00396024,0.691437,0.220187,0.292258,0.256222,0,0,0,0
0.0519434,0.802512,0.358827,0.220414,0.305808,0.263111,0,0,0,0
