X,Y,Z,OriginTime,MinArrival,MinSee,NumberSeen,MaxAngle,PctEmpty
0.601353,0.18969,0.262906,0.590457,0.806398,0.693332,0,0,1
0.651173,0.0242205,0.00645623,0.601214,0.804153,0.694924,0,0,1
0.157383,0.122347,0.870363,0.630795,0.808549,0.719505,0,0,1
0.539027,0.0364297,0.87754,0.632849,0.732149,0.67918,0,0,1
0.820687,0.875197,0.367458,0.638638,0.800836,0.717214,0,0,1
0.703563,0.361467,0.214394,0.639887,0.774046,0.703843,0,0,1
0.412447,0.841522,0.854283,0.641139,0.718589,0.679616,0,0,1
0.00745795,0.299526,0.517687,0.641174,0.771304,0.705918,0,0,1
0.568933,0.995371,0.312242,0.641434,0.758755,0.694814,0,0,1
0.148146,0.654277,0.148022,0.643126,0.788352,0.712139,0,0,1
0.517129,0.887649,0.999645,0.643535,0.736585,0.687268,0,0,0.99
0.434497,0.234344,0.936904,0.645496,0.786277,0.715758,0,0,1
0.656684,0.0551614,0.312946,0.652568,0.744286,0.68643,0,0,0.99
0.475196,0.0604497,0.918424,0.652632,0.712365,0.676982,0,0,1
0.913803,0.321509,0.222892,0.652708,0.781692,0.713172,0,0,0.99
0.565381,0.829051,0.79233,0.65371,0.79213,0.720271,0,0,1
0.017503,0.863004,0.741951,0.654009,0.702546,0.677418,0,0,1
0.121175,0.010545,0.308559,0.654504,0.770637,0.711178,0,0,1
0.891111,0.0129927,0.433588,0.655058,0.779136,0.715279,0,0,1
0.955133,0.192877,0.353345,0.656653,0.75309,0.702372,0,0,1
0.0298876,0.564475,0.282787,0.657367,0.809909,0.731094,0,0,1
0.515289,0.993529,0.507423,0.657839,0.8,0.726015,0,0,1
0.950051,0.256905,0.919858,0.659735,0.765987,0.707317,0,0,1
0.788819,0.762391,0.236912,0.660922,0.76719,0.713377,0,0,0.99
0.0996677,0.230049,0.335824,0.661019,0.706579,0.682077,0,0,1
0.744955,0.662878,0.715616,0.661496,0.76474,0.709833,0,0,0.99
0.789392,0.251999,0.898585,0.661539,0.76062,0.706085,0,0,1
0.723984,0.331156,0.341339,0.661801,0.728199,0.692402,0,0,1
0.480278,0.603053,0.89736,0.662442,0.737252,0.69851,0,0,1
0.217537,0.042269,0.737028,0.662757,0.778716,0.719117,0,0,1
0.9684,0.195655,0.839078,0.662965,0.762758,0.706958,0,0,1
0.335652,0.483591,0.0320029,0.663232,0.792443,0.724883,0,0,0.99
0.34817,0.752157,0.664833,0.663302,0.77958,0.716142,0,0,1
0.428747,0.114727,0.620346,0.664181,0.760512,0.709506,0,0,1
0.88185,0.390563,0.858542,0.664235,0.781569,0.721862,0,0,1
0.0192584,0.988737,0.602632,0.664284,0.768352,0.715941,0,0,1
0.144072,0.926215,0.462419,0.664506,0.758819,0.710219,0,0,1
0.47043,0.860422,0.0466718,0.664935,0.715184,0.68489,0,0,1
0.0334049,0.873965,0.658949,0.665617,0.739228,0.697043,0,0,1
0.00447891,0.473286,0.497228,0.66579,0.715272,0.688616,0,0,0.99
0.852072,0.182038,0.908901,0.666124,0.756036,0.705575,0,0,1
0.702414,0.234659,0.751036,0.66613,0.779493,0.721445,0,0,0.98
0.864846,0.0598318,0.761121,0.666354,0.757914,0.711029,0,0,1
0.0179,0.114586,0.0867562,0.666701,0.760164,0.708801,0,0,1
0.453584,0.538532,0.0623556,0.667328,0.762114,0.712303,0,0,1
0.562792,0.904818,0.382231,0.668128,0.735305,0.699766,0,0,1
0.157034,0.432952,0.864387,0.668238,0.764369,0.712978,0,0,1
0.0772791,0.244599,0.363253,0.668299,0.699298,0.681268,0,0,1
0.378272,0.320621,0.404419,0.66908,0.744058,0.702973,0,0,1
0.91055,0.447018,0.303278,0.669705,0.761539,0.714102,0,0,0.99
