X,Y,Z,OriginTime,MinWait,NumberSeen,MaxAngle
0.601353,0.18969,0.262906,0.0423768,0.065336,0,0
0.591919,0.995085,0.297102,0.0464568,0.0688467,0,0
0.164713,0.294026,0.308457,0.0481186,0.0765624,0,0
0.592407,0.43226,0.492382,0.0554039,0.0570828,0,0
0.0839672,0.579141,0.438843,0.0554285,0.0722241,0,0
0.698522,0.0762182,0.441777,0.0576224,0.048946,0,0
0.0934115,0.389782,0.958546,0.0579802,0.0782882,0,0
0.614045,0.255014,0.896652,0.0609101,0.0639669,0,0
0.648083,0.151273,0.540636,0.0615071,0.0560628,0,0
0.00725534,0.571484,0.170137,0.0622571,0.0778224,0,0
0.365846,0.824917,0.692596,0.0633324,0.0551147,0,0
0.585337,0.912531,0.572062,0.0643886,0.0494053,0,0
0.601449,0.504173,0.793478,0.064443,0.0382391,0,0
0.613791,0.0562084,0.436349,0.0682839,0.0382844,0,0
0.552259,0.534797,0.835208,0.0695147,0.0331675,0,0
0.203139,0.953617,0.87965,0.0721303,0.0214248,0,0
0.119139,0.225825,0.86198,0.0723687,0.045959,0,0
0.666529,0.830576,0.742706,0.0728377,0.0476387,0,0
0.665314,0.464552,0.546441,0.0732334,0.0392533,0,0
0.434591,0.669344,0.302297,0.0738167,0.027837,0,0
0.258582,0.698761,0.478778,0.0750222,0.0615732,0,0
0.245871,0.389613,0.299854,0.0755551,0.0386341,0,0
0.941853,0.182262,0.733197,0.0757799,0.0554151,0,0
0.954929,0.000310001,0.659117,0.0760602,0.0586182,0,0
0.418276,0.903858,0.357964,0.076315,0.0692262,0,0
0.550152,0.618305,0.0231619,0.076565,0.0612609,0,0
0.4323,0.938174,0.584315,0.0768113,0.0416204,0,0
0.54807,0.727119,0.821034,0.0776831,0.0554512,0,0
0.736596,0.578177,0.178591,0.0788268,0.0662244,0,0
0.940137,0.304522,0.0931786,0.0789603,0.0574403,0,0
0.392435,0.634027,0.562154,0.0791681,0.028673,0,0
0.728678,0.262852,0.360043,0.0794185,0.0502397,0,0
0.310198,0.966505,0.0397644,0.0796679,0.0418464,0,0
0.149057,0.86501,0.720173,0.08024,0.0349181,0,0
0.63612,0.0697475,0.584554,0.0802611,0.0373088,0,0
0.322292,0.405739,0.0413573,0.0804147,0.0476977,0,0
0.844427,0.117113,0.146627,0.0812612,0.0488285,0,0
0.870163,0.48024,0.110952,0.082848,0.0571717,0,0
0.403775,0.65124,0.272612,0.0830304,0.0186233,0,0
0.183364,0.125875,0.736321,0.0830662,0.0606164,0,0
0.807747,0.738761,0.227646,0.0831982,0.0555709,0,0
0.925999,0.805097,0.476672,0.0835018,0.0520986,0,0
0.850412,0.0153988,0.777726,0.0844821,0.0365163,0,0
0.451872,0.987377,0.481487,0.0845534,0.039538,0,0
0.724217,0.222198,0.742303,0.0856389,0.0681518,0,0
0.360417,0.670838,0.54826,0.0857868,0.0220543,0,0
0.236359,0.951851,0.022538,0.0861356,0.0353787,0,0
0.768707,0.393446,0.472673,0.0861444,0.047948,0,0
0.838232,0.184839,0.590952,0.0865149,0.045207,0,0
0.376322,0.39332,0.363734,0.0865358,0.0512728,0,0
0.66688,0.193779,0.349103,0.086572,0.032079,0,0
0.576153,0.803223,0.0242234,0.0865907,0.0642964,0,0
0.289713,0.766961,0.165569,0.0873254,0.0475998,0,0
0.0229465,0.920424,0.327246,0.0875095,0.0563904,0,0
0.329488,0.891826,0.856188,0.0879511,0.0467145,0,0
0.663934,0.470517,0.935104,0.0879873,0.0662351,0,0
0.0486897,0.41236,0.690324,0.0882179,0.00994676,0,0
0.780037,0.458142,0.873565,0.0884726,0.0524984,0,0
0.146503,0.0262505,0.182482,0.0890212,0.0220931,0,0
0.436126,0.485246,0.921893,0.0892073,0.0502189,0,0
0.105915,0.655232,0.590461,0.089349,0.0374098,0,0
0.049517,0.430678,0.693603,0.0894839,0.00868079,0,0
0.120832,0.494331,0.155098,0.0894948,0.0367139,0,0
0.889294,0.552269,0.628595,0.0895721,0.0383078,0,0
0.788807,0.43966,0.71078,0.0903758,0.0229654,0,0
0.847159,0.546504,0.690957,0.0907047,0.0371752,0,0
0.0524687,0.379368,0.806846,0.0907835,0.0357547,0,0
0.214033,0.970931,0.890715,0.0917222,0.0018328,0,0
0.337754,0.480289,0.343607,0.0918386,0.04597,0,0
0.571265,0.641024,0.680599,0.0918519,0.0556928,0,0
0.0643109,0.275542,0.992245,0.0919461,0.0443223,0,0
0.620573,0.866886,0.790283,0.0926569,0.0278196,0,0
0.740474,0.548115,0.767522,0.0926653,0.0416789,0,0
0.586492,0.312851,0.670151,0.0926728,0.0482727,0,0
0.406124,0.456776,0.693468,0.0929294,0.0296455,0,0
0.0709487,0.717889,0.05496,0.0929643,0.051834,0,0
0.651173,0.0242205,0.00645623,0.0930911,0.0571571,0,0
0.777432,0.863561,0.736493,0.0937535,0.0423285,0,0
0.0163806,0.293286,0.571505,0.0937913,0.03069,0,0
0.296022,0.156653,0.79252,0.0940138,0.0483641,0,0
0.570396,0.537663,0.723032,0.094251,0.027074,0,0
0.554842,0.273623,0.0144969,0.0943893,0.049854,0,0
0.0755831,0.616622,0.639172,0.0950057,0.0317532,0,0
0.764604,0.966909,0.0803341,0.0952813,0.0444611,0,0
0.0267382,0.103811,0.535582,0.0952879,0.0337642,0,0
0.0792338,0.238067,0.807134,0.095364,0.0229637,0,0
0.183715,0.868365,0.678112,0.0954732,0.0196848,0,0
0.440893,0.626634,0.146641,0.0958436,0.0222918,0,0
0.552198,0.154878,0.214876,0.0960104,0.0117024,0,0
0.418778,0.139959,0.58209,0.0960215,0.0441806,0,0
0.441372,0.281852,0.336266,0.0962375,0.0292065,0,0
0.875453,0.240072,0.126188,0.0967461,0.0396545,0,0
0.862481,0.712817,0.781993,0.0968914,0.0421731,0,0
0.940863,0.0750378,0.168547,0.097116,0.0458092,0,0
0.193421,0.0137543,0.153493,0.09714,0.0242155,0,0
0.0465462,0.984777,0.683109,0.0973245,0.0373538,0,0
0.166583,0.193926,0.372993,0.0973766,0.0349288,0,0
0.546891,0.830123,0.536555,0.0974837,0.032263,0,0
0.0351139,0.442336,0.107043,0.0975784,0.0456977,0,0
0.0522158,0.0698596,0.926896,0.097984,0.0578248,0,0
0.0523807,0.932906,0.870902,0.0980514,0.0398544,0,0
0.836411,0.544646,0.925909,0.0980927,0.0393925,0,0
0.61942,0.241819,0.519347,0.0982662,0.0302863,0,0
0.925374,0.880767,0.333525,0.0985038,0.0454305,0,0
0.146274,0.220366,0.511457,0.0985106,0.0608001,0,0
0.91094,0.194032,0.321574,0.0985502,0.045232,0,0
0.944142,0.49365,0.706434,0.0985835,0.0473266,0,0
0.175846,0.881491,0.188063,0.0989622,0.0423979,0,0
0.654289,0.754801,0.682319,0.0990795,0.0357115,0,0
0.0312678,0.436775,0.822044,0.0992373,0.0273009,0,0
0.0679253,0.0357031,0.238387,0.0992764,0.0342564,0,0
