0.601353,0.18969,0.262906,0.271006,1e+09,0,0
0.591919,0.995085,0.297102,0.284941,1e+09,0,0
0.164713,0.294026,0.308457,0.290456,1e+09,0,0
0.592407,0.43226,0.492382,0.313673,1e+09,0,0
0.0839672,0.579141,0.438843,0.313749,1e+09,0,0
0.698522,0.0762182,0.441777,0.320462,1e+09,0,0
0.0934115,0.389782,0.958546,0.321546,1e+09,0,0
0.614045,0.255014,0.896652,0.33031,1e+09,0,0
0.648083,0.151273,0.540636,0.332072,1e+09,0,0
0.00725534,0.571484,0.170137,0.334274,1e+09,0,0
0.365846,0.824917,0.692596,0.337411,1e+09,0,0
0.585337,0.912531,0.572062,0.340469,1e+09,0,0
0.601449,0.504173,0.793478,0.340626,1e+09,0,0
0.613791,0.0562084,0.436349,0.351554,1e+09,0,0
0.552259,0.534797,0.835208,0.354996,1e+09,0,0
0.203139,0.953617,0.87965,0.362221,1e+09,0,0
0.119139,0.225825,0.86198,0.362873,1e+09,0,0
0.666529,0.830576,0.742706,0.364154,1e+09,0,0
0.665314,0.464552,0.546441,0.365232,1e+09,0,0
0.434591,0.669344,0.302297,0.366816,1e+09,0,0
0.258582,0.698761,0.478778,0.370071,1e+09,0,0
0.245871,0.389613,0.299854,0.371503,1e+09,0,0
0.941853,0.182262,0.733197,0.372105,1e+09,0,0
0.954929,0.000310001,0.659117,0.372856,1e+09,0,0
0.418276,0.903858,0.357964,0.373536,1e+09,0,0
0.550152,0.618305,0.0231619,0.374203,1e+09,0,0
0.4323,0.938174,0.584315,0.374859,1e+09,0,0
0.54807,0.727119,0.821034,0.377174,1e+09,0,0
0.736596,0.578177,0.178591,0.380193,1e+09,0,0
0.940137,0.304522,0.0931786,0.380544,1e+09,0,0
0.392435,0.634027,0.562154,0.38109,1e+09,0,0
0.728678,0.262852,0.360043,0.381747,1e+09,0,0
0.310198,0.966505,0.0397644,0.3824,1e+09,0,0
0.149057,0.86501,0.720173,0.383896,1e+09,0,0
0.63612,0.0697475,0.584554,0.383951,1e+09,0,0
0.322292,0.405739,0.0413573,0.384351,1e+09,0,0
0.844427,0.117113,0.146627,0.386553,1e+09,0,0
0.870163,0.48024,0.110952,0.390652,1e+09,0,0
0.403775,0.65124,0.272612,0.391121,1e+09,0,0
0.183364,0.125875,0.736321,0.391213,1e+09,0,0
0.807747,0.738761,0.227646,0.391552,1e+09,0,0
0.925999,0.805097,0.476672,0.392331,1e+09,0,0
0.850412,0.0153988,0.777726,0.394837,1e+09,0,0
0.451872,0.987377,0.481487,0.395018,1e+09,0,0
0.724217,0.222198,0.742303,0.397776,1e+09,0,0
0.360417,0.670838,0.54826,0.398151,1e+09,0,0
0.236359,0.951851,0.022538,0.399033,1e+09,0,0
0.768707,0.393446,0.472673,0.399055,1e+09,0,0
0.838232,0.184839,0.590952,0.399991,1e+09,0,0
0.376322,0.39332,0.363734,0.400043,1e+09,0,0
0.576153,0.803223,0.0242234,0.400182,1e+09,0,0
0.289713,0.766961,0.165569,0.40203,1e+09,0,0
0.0229465,0.920424,0.327246,0.402492,1e+09,0,0
0.329488,0.891826,0.856188,0.403599,1e+09,0,0
0.663934,0.470517,0.935104,0.403689,1e+09,0,0
0.0486897,0.41236,0.690324,0.404266,1e+09,0,0
0.780037,0.458142,0.873565,0.404902,1e+09,0,0
0.146503,0.0262505,0.182482,0.40627,1e+09,0,0
0.436126,0.485246,0.921893,0.406733,1e+09,0,0
0.105915,0.655232,0.590461,0.407085,1e+09,0,0
0.049517,0.430678,0.693603,0.407421,1e+09,0,0
0.120832,0.494331,0.155098,0.407448,1e+09,0,0
0.889294,0.552269,0.628595,0.407639,1e+09,0,0
0.788807,0.43966,0.71078,0.40963,1e+09,0,0
0.847159,0.546504,0.690957,0.410443,1e+09,0,0
0.0524687,0.379368,0.806846,0.410637,1e+09,0,0
0.337754,0.480289,0.343607,0.413234,1e+09,0,0
0.571265,0.641024,0.680599,0.413266,1e+09,0,0
0.0643109,0.275542,0.992245,0.413497,1e+09,0,0
0.620573,0.866886,0.790283,0.415238,1e+09,0,0
0.740474,0.548115,0.767522,0.415259,1e+09,0,0
0.586492,0.312851,0.670151,0.415277,1e+09,0,0
0.406124,0.456776,0.693468,0.415904,1e+09,0,0
0.0709487,0.717889,0.05496,0.415989,1e+09,0,0
0.651173,0.0242205,0.00645623,0.416298,1e+09,0,0
0.777432,0.863561,0.736493,0.417912,1e+09,0,0
0.0163806,0.293286,0.571505,0.418003,1e+09,0,0
0.296022,0.156653,0.79252,0.418544,1e+09,0,0
0.570396,0.537663,0.723032,0.41912,1e+09,0,0
0.554842,0.273623,0.0144969,0.419455,1e+09,0,0
0.0755831,0.616622,0.639172,0.420947,1e+09,0,0
