X,Y,Z,OriginTime,MinArrival,MinSee,NumberSeen,MaxAngle,PctEmpty
0.601353,0.18969,0.262906,0.0317923,0.154357,0.0918496,0,0,1
0.651173,0.0242205,0.00645623,0.0357805,0.194937,0.11346,0,0,1
0.157383,0.122347,0.870363,0.0489982,0.177939,0.112506,0,0,1
0.539027,0.0364297,0.87754,0.0500517,0.14074,0.0905143,0,0,1
0.820687,0.875197,0.367458,0.0531256,0.203137,0.125154,0,0,1
0.703563,0.361467,0.214394,0.0538095,0.199179,0.118006,0,0,1
0.412447,0.841522,0.854283,0.054502,0.119258,0.0856554,0,0,1
0.00745795,0.299526,0.517687,0.054522,0.1934,0.119872,0,0,1
0.568933,0.995371,0.312242,0.0546667,0.167372,0.1039,0,0,1
0.148146,0.654277,0.148022,0.0556173,0.187733,0.116111,0,0,1
0.517129,0.887649,0.999645,0.0558493,0.140834,0.0941765,0,0,1
0.434497,0.234344,0.936904,0.0569729,0.181921,0.118111,0,0,1
0.656684,0.0551614,0.312946,0.0611847,0.160854,0.102969,0,0,1
0.475196,0.0604497,0.918424,0.061224,0.126068,0.0889182,0,0,1
0.913803,0.321509,0.222892,0.0612705,0.171675,0.114836,0,0,1
0.565381,0.829051,0.79233,0.0618885,0.171575,0.113281,0,0,1
0.017503,0.863004,0.741951,0.0620742,0.105097,0.0820869,0,0,1
0.121175,0.010545,0.308559,0.0623827,0.175711,0.117293,0,0,1
0.891111,0.0129927,0.433588,0.0627292,0.170403,0.114103,0,0,1
0.955133,0.192877,0.353345,0.0637351,0.152676,0.104456,0,0,1
0.0298876,0.564475,0.282787,0.0641905,0.142266,0.102275,0,0,1
0.515289,0.993529,0.507423,0.0644929,0.201984,0.130314,0,0,1
0.950051,0.256905,0.919858,0.0657192,0.131228,0.0976479,0,0,1
0.788819,0.762391,0.236912,0.0664968,0.167547,0.115495,0,0,1
0.0996677,0.230049,0.335824,0.0665607,0.109788,0.0857933,0,0,1
0.744955,0.662878,0.715616,0.0668757,0.164078,0.110822,0,0,1
0.789392,0.251999,0.898585,0.0669043,0.152955,0.109171,0,0,1
0.723984,0.331156,0.341339,0.067078,0.130445,0.0952049,0,0,1
0.480278,0.603053,0.89736,0.0675046,0.154246,0.110785,0,0,1
0.217537,0.042269,0.737028,0.067715,0.163915,0.113766,0,0,1
0.9684,0.195655,0.839078,0.0678537,0.168742,0.110787,0,0,1
0.335652,0.483591,0.0320029,0.0680329,0.18754,0.124794,0,0,1
0.34817,0.752157,0.664833,0.0680801,0.140495,0.102608,0,0,1
0.428747,0.114727,0.620346,0.0686726,0.165701,0.111165,0,0,1
0.88185,0.390563,0.858542,0.0687095,0.195231,0.126557,0,0,1
0.0192584,0.988737,0.602632,0.0687425,0.139896,0.101926,0,0,1
0.144072,0.926215,0.462419,0.068893,0.174898,0.12125,0,0,1
0.47043,0.860422,0.0466718,0.0691847,0.127499,0.0922714,0,0,1
0.0334049,0.873965,0.658949,0.0696505,0.137038,0.101844,0,0,1
0.00447891,0.473286,0.497228,0.0697688,0.117057,0.0907941,0,0,0.99
0.852072,0.182038,0.908901,0.0699981,0.161401,0.108729,0,0,1
0.702414,0.234659,0.751036,0.0700028,0.172272,0.117325,0,0,1
0.864846,0.0598318,0.761121,0.0701569,0.181288,0.121234,0,0,1
0.0179,0.114586,0.0867562,0.070396,0.162374,0.110324,0,0,1
0.453584,0.538532,0.0623556,0.0708305,0.167083,0.114079,0,0,1
0.562792,0.904818,0.382231,0.0713882,0.134519,0.100157,0,0,1
0.157034,0.432952,0.864387,0.0714655,0.192897,0.128772,0,0,1
0.0772791,0.244599,0.363253,0.0715082,0.10484,0.0850866,0,0,1
0.378272,0.320621,0.404419,0.0720568,0.1456,0.104102,0,0,1
0.91055,0.447018,0.303278,0.0724981,0.182008,0.124702,0,0,1
0.765853,0.524945,0.657413,0.0730913,0.153504,0.10789,0,0,1
0.0476086,0.852549,0.744884,0.0730935,0.0940781,0.0805127,0,0,1
0.150738,0.133554,0.271841,0.0732721,0.132219,0.100967,0,0,1
0.311313,0.610862,0.487181,0.0734022,0.151298,0.110394,0,0,1
0.63446,0.153525,0.620072,0.0738499,0.181948,0.125482,0,0,1
0.771109,0.315389,0.368389,0.0738663,0.123657,0.0942352,0,0,1
0.975051,0.187253,0.0602901,0.0739602,0.12988,0.0990019,0,0,1
0.312494,0.2694,0.62783,0.0741192,0.151653,0.110182,0,0,1
0.935085,0.652913,0.637012,0.0741994,0.158441,0.113709,0,0,1
0.394071,0.05413,0.562504,0.0750361,0.159338,0.110256,0,0,1
0.0292842,0.459858,0.466144,0.0750827,0.111743,0.090035,0,0,1
0.312152,0.187132,0.619614,0.0752216,0.156796,0.110025,0,0,1
0.341775,0.849218,0.706536,0.0754103,0.173914,0.116579,0,0,1
0.688386,0.518369,0.66447,0.0754394,0.137266,0.106043,0,0,1
0.071498,0.39296,0.953146,0.0755202,0.157935,0.111704,0,0,1
0.327117,0.492066,0.57802,0.0755806,0.180193,0.121578,0,0,1
0.315455,0.311146,0.375375,0.0757473,0.130754,0.101072,0,0,1
0.188571,0.323181,0.758861,0.0757652,0.175065,0.11959,0,0,1
0.430215,0.0752348,0.901845,0.0759011,0.111391,0.0890143,0,0,1
0.855809,0.650903,0.993497,0.076107,0.166638,0.119064,0,0,0.99
0.12472,0.321547,0.553052,0.0764532,0.1758,0.117254,0,0,1
0.308303,0.458195,0.206017,0.0768621,0.177894,0.124884,0,0,0.99
0.117063,0.154472,0.526251,0.0770058,0.152502,0.114599,0,0,1
0.897524,0.753788,0.956046,0.0773173,0.186895,0.12684,0,0,1
0.694177,0.485024,0.221002,0.0781632,0.177898,0.117428,0,0,1
0.666672,0.0853156,0.710244,0.078168,0.158994,0.115074,0,0,1
0.593806,0.58424,0.134011,0.0781957,0.169005,0.120097,0,0,1
0.423119,0.838331,0.814875,0.0783063,0.0954542,0.0822548,0,0,0.99
0.996042,0.840534,0.746234,0.0784999,0.0934406,0.0825565,0,0,1
0.987472,0.877764,0.247129,0.0787873,0.195931,0.132905,0,0,1
0.838349,0.8962,0.23656,0.0788672,0.186869,0.121476,0,0,1
0.534225,0.653091,0.59563,0.079447,0.178696,0.12227,0,0,1
0.54653,0.0992604,0.728005,0.0794828,0.157147,0.112955,0,0,1
0.599766,0.355404,0.780285,0.0800726,0.164769,0.118868,0,0,1
0.697405,0.285569,0.372952,0.0800758,0.128592,0.0990114,0,0,1
0.386974,0.910238,0.0870409,0.0802882,0.157515,0.115541,0,0,1
0.574512,0.869665,0.652622,0.080361,0.176987,0.126798,0,0,0.98
0.769212,0.126322,0.911687,0.0806728,0.164337,0.117383,0,0,1
0.570185,0.0355415,0.762793,0.0807933,0.150498,0.112231,0,0,1
0.0131803,0.310537,0.23525,0.0808467,0.162013,0.112836,0,0,1
0.313359,0.841985,0.554179,0.080895,0.14405,0.109672,0,0,0.99
0.125315,0.85479,0.136385,0.0809583,0.155661,0.117422,0,0,1
0.178875,0.0994627,0.0361821,0.0812674,0.152241,0.115851,0,0,1
0.621787,0.656011,0.553447,0.0814593,0.160424,0.115968,0,0,1
0.95699,0.146363,0.0417645,0.081492,0.122349,0.097926,0,0,1
0.0903769,0.319276,0.946301,0.0815643,0.151891,0.110841,0,0,1
