OriginTime,MinWait
8.18478,0.0334389
9.66772,0.0397682
10.1454,0.0422413
10.5661,0.0457088
10.8362,0.0564707
11.0562,0.0641896
11.3022,0.0705264
11.4842,0.0854901
11.6377,0.097379
11.7912,0.110725
11.9501,0.124504
12.0803,0.134489
12.2264,0.145287
12.329,0.16372
12.4426,0.173584
12.5609,0.182282
12.6536,0.191947
12.7662,0.203631
12.8455,0.211858
12.9291,0.219167
13.0025,0.230147
13.0886,0.250044
13.1595,0.324951
13.2353,0.386106
13.3347,0.408101
13.421,0.425053
13.5004,0.437751
13.5595,0.453841
13.6439,0.469055
13.7203,0.486648
13.8,0.5127
13.8033,0.541793
13.8821,0.569259
13.9598,0.602325
14.0447,0.626726
14.1096,0.644556
14.1905,0.660813
14.2817,0.677577
14.3923,0.696218
14.472,0.720233
14.5538,0.751485
14.6496,0.791997
14.7306,0.830488
14.8262,0.866977
14.9185,0.90527
15.0529,0.940211
15.1653,0.97162
15.3067,1.01214
15.4479,1.06212
15.5775,1.14163
15.7693,1.25432
15.9458,1.32067
16.159,1.38908
16.3668,1.43942
16.5854,1.50098
16.8509,1.55976
17.2263,1.65217
17.5774,1.75246
18.0281,1.84898
18.8051,2.00124
19.7318,2.40638
