X,Y,Z,OriginTime,MinArrival,MinSee,NumberSeen,MaxAngle,PctEmpty
0.601353,0.18969,0.262906,0.121549,0.335174,0.227215,0,0,1
0.651173,0.0242205,0.00645623,0.130652,0.331703,0.229451,0,0,1
0.157383,0.122347,0.870363,0.158327,0.342626,0.250343,0,0,1
0.539027,0.0364297,0.87754,0.160399,0.260932,0.209952,0,0,1
0.820687,0.875197,0.367458,0.166349,0.352415,0.257546,0,0,1
0.703563,0.361467,0.214394,0.167654,0.323928,0.244375,0,0,1
0.412447,0.841522,0.854283,0.168969,0.348093,0.25668,0,0,1
0.00745795,0.299526,0.517687,0.169007,0.314521,0.241431,0,0,1
0.568933,0.995371,0.312242,0.169281,0.287531,0.227258,0,0,1
0.148146,0.654277,0.148022,0.171074,0.31833,0.244259,0,0,1
0.517129,0.887649,0.999645,0.17151,0.267136,0.218742,0,0,0.99
0.434497,0.234344,0.936904,0.17361,0.320779,0.246969,0,0,1
0.656684,0.0551614,0.312946,0.181344,0.275379,0.225756,0,0,0.99
0.475196,0.0604497,0.918424,0.181415,0.239915,0.209439,0,0,1
0.913803,0.321509,0.222892,0.1815,0.350237,0.26429,0,0,0.99
0.565381,0.829051,0.79233,0.182616,0.334446,0.256347,0,0,1
0.017503,0.863004,0.741951,0.182951,0.234168,0.208403,0,0,1
0.121175,0.010545,0.308559,0.183506,0.286464,0.234592,0,0,1
0.891111,0.0129927,0.433588,0.184128,0.319452,0.251528,0,0,1
0.955133,0.192877,0.353345,0.185927,0.303224,0.244345,0,0,1
0.0298876,0.564475,0.282787,0.186738,0.343641,0.265007,0,0,0.99
0.515289,0.993529,0.507423,0.187275,0.275513,0.231101,0,0,1
0.950051,0.256905,0.919858,0.189443,0.296202,0.241612,0,0,1
0.788819,0.762391,0.236912,0.19081,0.338038,0.263611,0,0,0.99
0.0996677,0.230049,0.335824,0.190922,0.237752,0.213975,0,0,1
0.744955,0.662878,0.715616,0.191473,0.353322,0.270685,0,0,0.99
0.789392,0.251999,0.898585,0.191523,0.291385,0.240367,0,0,1
0.723984,0.331156,0.341339,0.191827,0.260046,0.225388,0,0,1
0.480278,0.603053,0.89736,0.192572,0.272158,0.23213,0,0,1
0.217537,0.042269,0.737028,0.192938,0.325088,0.256557,0,0,0.99
0.9684,0.195655,0.839078,0.19318,0.292466,0.241521,0,0,1
0.335652,0.483591,0.0320029,0.193491,0.331911,0.261131,0,0,0.99
0.34817,0.752157,0.664833,0.193573,0.295075,0.244263,0,0,1
0.428747,0.114727,0.620346,0.194601,0.296096,0.244375,0,0,1
0.88185,0.390563,0.858542,0.194665,0.327436,0.259968,0,0,1
0.0192584,0.988737,0.602632,0.194722,0.263969,0.229074,0,0,1
0.144072,0.926215,0.462419,0.194983,0.293476,0.243855,0,0,1
0.47043,0.860422,0.0466718,0.195487,0.243159,0.218157,0,0,1
0.0334049,0.873965,0.658949,0.19629,0.26817,0.231028,0,0,1
0.00447891,0.473286,0.497228,0.196494,0.247482,0.221586,0,0,0.99
0.852072,0.182038,0.908901,0.196888,0.28602,0.240236,0,0,1
0.702414,0.234659,0.751036,0.196896,0.339136,0.267454,0,0,0.98
0.864846,0.0598318,0.761121,0.197161,0.352171,0.274041,0,0,1
0.0179,0.114586,0.0867562,0.197571,0.292039,0.243801,0,0,1
0.453584,0.538532,0.0623556,0.198316,0.299619,0.24878,0,0,1
0.562792,0.904818,0.382231,0.199268,0.283894,0.239818,0,0,1
0.157034,0.432952,0.864387,0.1994,0.298772,0.248396,0,0,1
0.0772791,0.244599,0.363253,0.199473,0.229201,0.213766,0,0,1
0.378272,0.320621,0.404419,0.200407,0.276471,0.237663,0,0,1
0.91055,0.447018,0.303278,0.201156,0.315545,0.257339,0,0,0.99
0.765853,0.524945,0.657413,0.20216,0.28417,0.242261,0,0,1
0.0476086,0.852549,0.744884,0.202164,0.214955,0.207935,0,0,0.99
0.150738,0.133554,0.271841,0.202466,0.304912,0.25352,0,0,1
0.311313,0.610862,0.487181,0.202685,0.282242,0.242085,0,0,1
0.63446,0.153525,0.620072,0.20344,0.317765,0.260275,0,0,0.99
0.771109,0.315389,0.368389,0.203467,0.248406,0.225105,0,0,1
0.975051,0.187253,0.0602901,0.203625,0.285985,0.243653,0,0,1
0.312494,0.2694,0.62783,0.203893,0.288418,0.24517,0,0,0.98
